UID,Inf,Name,DoB,Nat,Division,Club,Based,Preferred Foot,Right Foot,Left Foot,Position,Height,Weight,Age,Transfer Value,Wage,AT Apps,AT Gls,Team,Caps,Yth Apps,Style,Rc Injury,Best_Role,Best Duty,Best_Pos,Acceleration,Aerial_Reach,Aggression,Agility,Anticipation,Balance,Bravery,Command_of_Area,Communication,Composure,Concentration,Corners,Crossing,Decisions,Determination,Dribbling,Eccentricity,Finishing,First_Touch,Flair,Free_Kick_Taking,Handling,Heading,Jumping_Reach,Kicking,Leadership,Long_Shots,Long_Throws,Marking,Natural_Fitness,Off_the_Ball,One_on_Ones,Pace,Passing,Penalty_Taking,Positioning,Punching,Reflexes,Rushing_Out,Stamina,Strength,Tackling,Teamwork,Technique,Throwing,Vision,Work_Rate,Club_id,League_id,Min_Value,Max_Value,Market_Value,Player_Role,Pos_Rank,gk,tpr_general,tpr,tpr_DM,tpr_AML,tpr_AMC,tpr_GK,tpr_MC,tpr_DC,tpr_AMR,tpr_DL,tpr_DR,tpr_ST,tpr_ML,tpr_MR,tpr_WBR,tpr_WBL,tpr_Best,fbref_player_name,Predicted_Market_Value,Predicted_Wage,Pos_Rank_Average,pass_Volume,shot_Volume,dribble_Volume,pass_Accuracy,shot_Accuracy,dribble_Accuracy,tpr_club,UID
43038530,Inj,Lorenzo Tonelli,1990-01-17,ITA,Italian Serie A,Empoli,Italy (Serie A),Right,Very Strong,Reasonable,DC,183,75 kg,32,26000 - 250000,457000,232,18,,0,1,Leader,-,Central Defender,Stopper,DC,59,14,84,64,59,64,74,9,4,69,54,19,29,54,69,44,14,39,59,34,19,9,74,69,9,69,19,19,64,44,29,14,59,49,24,64,9,14,14,59,59,74,64,44,14,49,69,3502,710,26000.0,250000.0,35463114.0,DC_Central Defender,3,17,52,71,59,40,40,20,44,86,41,59,60,41,43,44,46,46,56,Lorenzo Tonelli,5000,84790,3,51.5,0.85,0.43,89.42,24.29,57.43,67,43038530
85053691,,Jean-Daniel Akpa Akpro,1992-10-11,CIV,Italian Serie A,Empoli,Italy (Serie A),Right,Very Strong,Reasonable,MC,180,71 kg,29,200000 - 2000000,332000,221,7,,16,-,Leader,-,Ball Winning Midfielder,Defend,MC,64,4,69,64,74,69,79,4,14,64,64,34,54,59,79,64,14,59,59,64,34,4,59,54,19,49,54,29,64,84,69,9,64,59,34,64,9,19,4,69,59,69,74,64,4,59,74,3502,710,200000.0,2000000.0,18551746.0,MC_Ball Winning Midfielder,7,17,62,78,82,55,77,21,89,45,54,46,48,43,59,54,50,57,62,Jean-Daniel Akpa-Akpro,726578,23498,7,41.89,1.72,2.1,83.71,32.71,44.53,67,85053691
18003625,,Samir Ujkani,1988-07-05,KOS,Italian Serie A,Empoli,Italy (Serie A),Right Only,Very Strong,Weak,GK,188,78 kg,33,75000 - 220000,249000,214,-,Main,35,-,Distributor,-,Sweeper Keeper,Defend,GK,54,54,9,59,64,59,59,49,64,64,64,4,4,54,74,34,44,4,39,44,4,59,44,64,59,49,4,24,4,69,24,64,44,39,4,59,54,59,49,49,54,24,49,39,59,34,59,3502,710,75000.0,220000.0,26717925.0,GK_Sweeper Keeper,0,53,40,68,40,40,41,81,40,40,40,40,40,40,40,40,40,40,53,Samir Ujkani,5000,115001,0,33.62,0.0,0.0,73.01,19.5,75.43,67,18003625
24052869,nEU,Ardian Ismajli,1996-09-30,ALB,Italian Serie A,Empoli,Italy (Serie A),Right,Very Strong,Weak,"DR,DC",185,80 kg,25,2.6000000 - 5.2000000,316000,137,3,Main,27,-,Physical,-,No-Nonsense Full-Back,Defend,DR,59,4,69,59,69,69,74,4,9,59,59,24,39,49,64,39,9,39,49,34,34,9,69,69,14,59,39,69,69,59,44,9,64,59,29,69,14,9,4,74,74,69,69,44,14,54,69,3502,710,2.6,5.2,22193137.0,DR_No-Nonsense Full-Back,2,15,55,73,47,42,41,20,44,86,44,46,88,41,46,68,82,43,58,Ardian Ismajli,7561541,40133,2,51.72,0.9,0.07,85.81,26.78,52.28,67,24052869
43155241,,Guglielmo Vicario,1996-10-07,ITA,Italian Serie A,Empoli,Italy (Serie A),Right Only,Very Strong,Weak,GK,194,83 kg,25,6.6000000 - 8000000,83000,184,-,,0,-,Shot Stopper,-,Sweeper Keeper,Defend,GK,54,69,49,69,69,64,69,64,69,64,74,14,9,59,74,4,19,14,24,44,4,69,39,79,64,59,14,9,9,69,39,64,64,39,4,64,54,79,59,74,74,9,59,39,59,54,54,3502,710,6.6,8000000.0,15144319.0,GK_Sweeper Keeper,0,56,45,71,40,40,41,83,40,40,40,41,41,41,40,40,40,40,56,Guglielmo Vicario,867078,18164,0,28.93,0.51,0.0,65.42,21.0,63.73,67,43155241
43429372,Wnt,Fabiano Parisi,2000-11-09,ITA,Italian Serie A,Empoli,Italy (Serie A),Left Only,Weak,Very Strong,"DL,WBL,ML",178,70 kg,21,23000000 - 34000000,62500,108,5,U21,0,5,Leader,-,Wing-Back,Support,DL,79,14,59,74,59,69,64,9,4,59,64,49,64,59,79,74,9,44,64,24,29,14,34,39,4,49,49,39,54,59,59,14,74,64,29,59,9,14,9,69,54,69,64,64,4,54,69,3502,710,23000000.0,34000000.0,9577923.0,DL_Wing-Back,4,17,58,75,44,43,41,20,43,50,44,90,60,40,88,51,61,90,59,Fabiano Parisi,12981739,12271,6,45.56,1.47,2.67,84.82,29.06,47.02,67,43429372
61058564,nEU,Liam Henderson,1996-04-25,SCO,Italian Serie A,Empoli,Italy (Serie A),Right,Very Strong,Reasonable,"MC,AMC",183,67 kg,26,150000 - 6000000,99500,207,22,,0,9,Physical,-,Central Midfielder,Attack,MC,59,9,69,59,59,64,69,4,9,64,64,54,54,69,74,49,4,44,64,54,59,14,34,54,4,54,69,24,44,74,69,14,59,69,44,54,14,14,14,79,64,54,69,64,4,64,69,3502,710,150000.0,6000000.0,5000.0,MC_Central Midfielder,7,18,61,77,82,54,89,21,89,45,54,46,48,43,59,54,50,57,61,Liam Henderson,10021767,43494,8,46.59,1.59,1.16,82.55,32.32,47.21,67,61058564
43093472,,Filippo Bandinelli,1995-03-29,ITA,Italian Serie A,Empoli,Italy (Serie A),Left,Reasonable,Very Strong,MC,180,70 kg,27,12000 - 5.8000000,8250,187,10,,0,-,Leader,-,Mezzala,Support,MC,69,4,74,59,64,59,69,9,4,59,64,54,59,64,69,64,14,54,59,49,49,9,49,49,14,69,64,44,49,69,69,4,69,69,49,54,4,4,9,74,59,49,74,64,9,59,69,3502,710,12000.0,5.8,5000.0,MC_Mezzala,7,16,61,77,82,54,76,21,89,45,54,46,48,43,59,54,50,57,61,Filippo Bandinelli,5325288,30603,7,40.36,1.67,2.02,83.49,34.48,44.62,67,43093472
43081383,,Alberto Grassi,1995-03-07,ITA,Italian Serie A,Empoli,Italy (Serie A),Right,Very Strong,Fairly Strong,"DM,MC",183,75 kg,27,180000 - 1.8000000,8250,138,5,,0,12,Intelligent,-,Ball Winning Midfielder,Defend,MC,59,4,59,59,64,69,74,9,9,59,59,39,49,64,74,49,19,34,54,69,24,14,54,54,14,44,49,34,54,64,69,9,64,59,54,64,9,9,4,64,59,74,69,64,4,64,69,3502,710,180000.0,1.8,5000.0,MC_Ball Winning Midfielder,7,16,58,73,87,53,75,20,86,45,53,46,47,43,58,53,49,56,58,Alberto Grassi,2012659,35381,6,50.12,1.33,1.48,85.96,32.23,45.24,67,43081383
88024471,,Liberato Cacace,2000-09-27,NZL,Italian Serie A,Empoli,Italy (Serie A),Left,Weak,Very Strong,"DL,WBL",184,66 kg,21,750000 - 5000000,6250,133,6,Main,12,8,Physical,-,Wing-Back,Defend,DL,74,4,34,64,54,69,49,4,9,49,54,29,64,49,79,59,4,39,69,54,24,14,39,54,4,24,59,54,59,79,59,19,69,59,19,54,9,9,9,69,59,64,64,64,9,59,64,3502,710,750000.0,5000000.0,5000.0,DL_Wing-Back,4,17,55,71,44,42,41,20,43,50,43,87,59,40,60,50,60,87,56,Liberato Cacace,7013478,3743,4,51.51,1.24,1.93,79.68,29.45,48.35,67,88024471
37047573,,Tyronne Ebuehi,1995-12-16,NGA,Italian Serie A,Empoli,Italy (Serie A),Right,Very Strong,Weak,"DR,DL,WBR,WBL,MR",187,76 kg,26,1.3000000 - 2.7000000,275,136,2,,10,-,Physical,Damaged cruciate ligaments,Complete Wing-Back,Support,DR,69,9,49,69,49,64,44,14,4,59,59,34,49,59,64,59,9,24,64,64,29,4,49,49,14,24,19,44,39,59,69,14,69,59,24,64,4,14,14,69,49,59,64,64,14,49,69,3502,710,1.3,2.7,5000.0,DR_Complete Wing-Back,2,18,53,69,46,42,40,20,44,51,44,84,85,41,45,83,85,84,54,Tyronne Ebuehi,5000,34288,4,42.18,0.93,2.1,83.74,28.39,48.23,67,37047573
78097218,,Martín Satriano,2001-02-20,URU,Italian Serie A,Empoli,Italy (Serie A),Right,Very Strong,Reasonable,ST,187,75 kg,21,7.4000000 - 11000000,81500,19,4,U23,1,-,Physical,-,Pressing Forward,Attack,ST,64,4,59,64,69,69,64,14,4,59,59,34,39,59,74,54,4,69,59,64,39,4,74,69,4,54,54,24,24,69,64,9,59,54,59,39,14,14,9,74,64,34,59,64,14,54,64,3502,710,7.4,11000000.0,11351786.0,ST_Pressing Forward,12,15,58,76,41,69,58,20,44,41,64,41,41,87,51,48,45,42,60,Martin Satriano,19097661,43763,12,20.45,2.52,2.2,86.22,37.0,44.39,67,78097218
18108550,,Koni De Winter,2002-06-12,BEL,Italian Serie A,Empoli,Italy (Serie A),Right,Very Strong,Reasonable,DC,191,78 kg,20,550000 - 5.4000000,1005000,22,2,U21,0,6,Physical,-,Wide Centre-Back,Defend,DC,59,9,44,59,64,69,54,4,9,54,49,34,49,59,74,59,4,34,59,54,39,4,64,64,9,44,34,29,64,79,39,9,69,59,34,64,14,19,9,64,64,64,64,54,19,54,49,3502,710,550000.0,5.4,74618672.0,DC_Wide Centre-Back,3,17,55,71,59,40,40,20,44,86,41,59,60,41,43,44,46,46,56,Koni De Winter,10169775,8033,3,54.62,0.88,1.55,81.5,28.6,53.64,67,18108550
43140327,,Samuele Perisan,1997-08-21,ITA,Italian Serie A,Empoli,Italy (Serie A),Right,Very Strong,Reasonable,GK,192,82 kg,24,8000 - 80000,854000,89,-,,0,-,Assertive,-,Sweeper Keeper,Defend,GK,39,54,39,64,49,54,59,74,64,34,49,4,4,49,64,4,29,4,24,14,4,59,24,44,54,54,4,4,4,54,14,64,49,24,4,44,54,69,64,54,64,4,54,14,59,24,64,3502,710,8000.0,80000.0,62751785.0,GK_Sweeper Keeper,0,53,33,68,40,40,41,81,40,40,40,40,40,40,40,40,40,40,53,Samuele Perisan,5000,19236,0,20.59,0.0,0.0,69.24,14.75,79.0,67,43140327
43295822,,Nicolò Cambiaghi,2000-12-28,ITA,Italian Serie A,Empoli,Italy (Serie A),Right,Very Strong,Reasonable,"AML,ST",173,65 kg,21,400000 - 7000000,50500,54,7,U21,0,4,Technical,-,Inverted Winger,Support,AML,64,9,59,64,54,54,54,4,4,54,59,59,64,64,59,64,14,59,64,79,49,4,54,49,4,54,59,39,39,74,59,19,59,59,54,59,14,14,14,59,54,49,59,59,14,59,59,3502,710,400000.0,7000000.0,17485346.0,AML_Inverted Winger,13,18,58,75,43,87,63,20,50,41,73,54,44,85,75,55,53,65,59,Nicolò Cambiaghi,15807377,23774,12,33.61,2.07,2.7,85.05,35.35,42.72,67,43295822
83337931,,Herculano Nabian,2004-01-25,POR,Italian Serie A,Empoli,Italy (Serie A),Right,Very Strong,Reasonable,"AMR,AML,ST",182,81 kg,18,230000 - 2.3000000,4500,40,10,U20,0,-,Physical,-,Inverted Winger,Support,AML,54,9,64,49,54,64,54,4,4,49,44,19,44,49,64,54,9,54,64,39,34,4,44,54,9,14,54,19,29,74,59,4,74,49,49,24,9,9,9,64,69,19,54,54,9,54,59,3502,710,230000.0,2.3,4055058.0,AML_Inverted Winger,13,14,50,66,42,80,60,20,49,40,80,53,43,79,70,53,51,61,51,Herculano Nabian,5945500,100,12,24.57,2.21,2.19,86.47,39.33,41.45,67,83337931
43591641,Wnt,Tommaso Baldanzi,2003-03-23,ITA,Italian Serie A,Empoli,Italy (Serie A),Left,Reasonable,Very Strong,"AMC,ST",170,68 kg,19,2.8000000 - 5.6000000,154000,1,-,U20,0,-,Creative,-,False Nine,Support,ST,64,9,49,69,59,64,44,14,9,49,44,59,44,64,79,69,9,59,64,69,59,14,39,24,14,34,54,19,24,59,64,14,59,59,49,24,9,9,9,54,34,34,64,69,9,69,64,3502,710,2.8,5.6,377523.0,ST_False Nine,12,18,55,70,41,67,83,20,43,41,62,41,41,83,50,47,44,41,55,Tommaso Baldanzi,9132661,4617,10,33.43,1.98,3.2,81.21,35.23,43.02,67,43591641
43500200,,Duccio Degli Innocenti,2003-04-28,ITA,Italian Serie A,Empoli,Italy (Serie A),Right Only,Very Strong,Weak,"DM,MC",183,80 kg,19,300000 - 3000000,1800,-,-,U20,0,-,Creative,-,Deep Lying Playmaker,Support,MC,54,14,54,59,69,54,44,14,4,49,54,64,59,64,49,54,4,34,64,49,64,4,44,54,14,44,59,29,44,54,54,9,59,64,69,49,14,19,4,59,49,44,64,64,9,64,49,3502,710,300000.0,3000000.0,5000.0,MC_Deep Lying Playmaker,7,18,55,70,84,53,73,20,84,45,53,46,47,43,57,52,49,55,55,Duccio Degl'Innocenti,8851382,553,6,51.97,1.14,1.43,79.67,35.38,49.34,67,43500200
43591640,Wnt,Jacopo Fazzini,2003-03-16,ITA,Italian Serie A,Empoli,Italy (Serie A),Right,Very Strong,Weak,MC,178,70 kg,19,55000 - 550000,71500,-,-,,0,-,Intelligent,-,Mezzala,Support,MC,64,4,49,59,59,44,59,9,9,44,54,49,49,59,39,49,9,39,54,34,34,4,34,34,14,34,44,29,34,49,59,4,64,64,34,49,14,9,9,49,49,39,54,64,14,64,54,3502,710,55000.0,550000.0,4078736.0,MC_Mezzala,7,16,49,64,73,51,69,20,79,44,51,45,46,42,55,50,47,53,49,Jacopo Fazzini,5000,100,7,41.18,1.49,1.86,85.17,36.89,46.9,67,43591640
2000136661,Wnt,Jeronimo Sabbatasso,2004-06-04,ARG,Italian Serie A,Empoli,Italy (Serie A),Right,Very Strong,Weak,"MC,AMC",168,59 kg,18,75000 - 220000,14750,-,-,,0,-,Creative,-,Advanced Playmaker,Support,AMC,64,4,54,64,34,34,29,9,9,44,34,29,29,54,59,39,4,49,64,64,29,4,29,4,9,19,34,4,34,64,19,4,64,64,9,29,4,4,9,34,4,24,34,64,9,64,39,3502,710,75000.0,220000.0,146696.0,AMC_Advanced Playmaker,9,15,41,55,46,61,72,20,72,40,59,41,41,51,56,49,44,44,41,Simo,5000,18672,8,43.64,1.84,2.34,87.25,36.2,45.26,67,2000136661
2000094995,Loa,Noah El Biache,2005-02-13,BEL,Italian Serie A,Empoli,Italy (Serie A),Right,Very Strong,Weak,ST,175,64 kg,17,7000 - 70000,1100,-,-,,0,-,Leader,-,Poacher,Attack,ST,69,14,74,69,44,34,34,4,14,29,19,24,9,44,79,54,4,59,59,69,29,4,69,24,4,49,34,4,29,74,49,4,59,29,4,34,4,14,4,29,19,19,29,34,19,34,34,3502,710,7000.0,70000.0,5000.0,ST_Poacher,12,13,41,56,40,59,53,20,42,40,57,40,40,72,47,44,42,41,42,Noah Joel Sarenren Bazee,5000,12419,12,21.29,1.66,3.32,91.26,33.21,34.02,67,2000094995
2000136674,Loa,Asier Izquierdo,2005-03-03,ESP,Italian Serie A,Empoli,Italy (Serie A),Right Only,Very Strong,Weak,DC,178,69 kg,17,0 - 110000,134000,-,-,,0,-,Intelligent,-,Central Defender,Defend,DC,39,14,44,54,24,29,24,9,9,14,34,4,4,64,39,19,9,24,24,24,4,9,54,34,9,4,24,4,64,54,4,9,54,29,9,64,9,14,9,14,34,49,24,19,9,24,29,3502,710,0.0,110000.0,10891261.0,DC_Central Defender,3,12,28,45,49,40,40,20,42,65,40,50,51,40,40,41,42,43,31,Fernando,5000,64126,3,46.1,0.24,0.53,95.67,25.94,52.43,67,2000136674
2000136670,Loa,Tomas Tampucci,2005-04-21,ITA,Italian Serie A,Empoli,Italy (Serie A),Right,Very Strong,Reasonable,GK,192,79 kg,17,14000 - 140000,175000,-,-,,0,-,Distributor,-,Goalkeeper,Defend,GK,54,54,24,29,29,29,59,29,24,19,54,19,4,64,34,4,24,4,4,9,29,54,4,49,64,49,14,9,9,54,14,44,39,39,14,24,59,64,24,4,29,4,29,24,44,24,24,3502,710,14000.0,140000.0,5000.0,GK_Goalkeeper,0,40,26,54,40,40,40,71,40,40,40,40,40,40,40,40,40,40,40,Toma Bašić,5000,19568,0,44.95,0.0,0.0,75.82,22.74,73.09,67,2000136670
2000136672,Loa,Tommaso Bocci,2005-05-11,ITA,Italian Serie A,Empoli,Italy (Serie A),Right Only,Very Strong,Very Weak,AMC,183,71 kg,17,0 - 90000,79500,-,-,,0,-,Technical,-,Shadow Striker,Attack,AMC,74,4,59,44,39,34,29,14,14,44,24,29,34,24,49,39,9,54,69,44,34,14,29,44,4,29,44,34,29,64,44,4,64,59,14,24,9,9,4,29,29,29,39,54,19,59,44,3502,710,0.0,90000.0,5000.0,AMC_Shadow Striker,9,17,42,56,47,61,73,20,58,40,60,41,41,51,56,49,44,44,42,Tommaso Baldanzi,5000,2687,9,40.48,1.9,1.84,82.48,39.04,45.11,67,2000136672
2000136669,Loa,Giovanni Seghi,2005-05-06,ITA,Italian Serie A,Empoli,Italy (Serie A),Right Only,Very Strong,Weak,ST,178,67 kg,17,40000 - 120000,251000,-,-,,0,-,Physical,-,Advanced Forward,Attack,ST,64,4,24,49,29,29,34,14,14,34,24,19,9,49,64,44,4,64,64,49,24,9,64,14,14,24,34,19,19,64,54,14,64,34,9,24,9,9,9,14,29,9,24,49,9,44,34,3502,710,40000.0,120000.0,15953913.0,ST_Advanced Forward,12,15,37,52,40,58,51,20,41,40,55,40,40,69,46,44,42,40,38,Giovanni Simeone,5000,33795,12,17.7,2.1,2.68,89.11,37.96,40.08,67,2000136669
2000136668,Loa,Matteo Masini,2005-02-17,ITA,Italian Serie A,Empoli,Italy (Serie A),Right Only,Very Strong,Weak,MC,183,70 kg,17,12000 - 110000,238000,-,-,,0,-,Technical,-,Central Midfielder,Attack,MC,64,14,24,59,24,9,19,9,9,19,29,24,19,19,19,9,9,29,64,29,24,14,14,34,4,44,34,4,39,59,29,4,64,64,4,29,14,9,9,29,24,34,34,44,4,64,54,3502,710,12000.0,110000.0,2003225.0,MC_Central Midfielder,7,17,34,48,63,48,60,20,67,42,47,43,44,41,50,47,45,48,34,Matteo Darmian,5000,52517,7,53.32,1.28,0.45,84.07,38.12,54.45,67,2000136668
2000136664,Loa,Manuel Trivelli,2005-05-15,ITA,Italian Serie A,Empoli,Italy (Serie A),Right Only,Very Strong,Weak,"AMR,AML",183,69 kg,17,0 - 85000,89000,-,-,,0,-,Creative,-,Winger,Support,AMR,54,9,59,59,14,29,24,14,4,29,14,34,54,54,64,64,9,29,44,59,24,9,24,39,4,24,29,24,14,69,14,9,59,44,9,24,4,4,14,29,14,4,34,59,9,24,54,3502,710,0.0,85000.0,4334909.0,AMR_Winger,11,13,37,52,41,70,55,20,46,40,70,41,45,50,55,59,56,44,38,Manuel Locatelli,5000,25833,12,24.29,1.42,4.21,89.83,35.58,47.78,67,2000136664
2000186352,Loa,Lovro Štubljar,2004-08-09,SVN,Italian Serie A,Empoli,Italy (Serie A),Right,Very Strong,Reasonable,GK,181,71 kg,17,70000 - 700000,47000,-,-,U19,0,-,Assertive,-,Goalkeeper,Defend,GK,39,39,64,39,34,34,39,54,59,34,49,19,14,59,54,9,24,14,19,14,34,64,4,29,39,44,14,9,4,79,9,59,44,49,19,59,69,54,39,9,39,9,34,4,29,29,29,3502,710,70000.0,700000.0,783838.0,GK_Goalkeeper,0,45,30,60,40,40,40,75,40,40,40,40,40,40,40,40,40,40,45,Lovro Majer,5000,100,0,44.05,0.0,0.0,77.18,17.97,66.42,67,2000186352
2000045289,,Jordan Boli,2002-06-06,FRA,Italian Serie A,Empoli,Italy (Serie A),Right Only,Very Strong,Weak,"DR,WBR,MR",178,72 kg,20,35000 - 100000,1700,-,-,,0,-,Physical,-,Defensive Winger,Defend,MR,59,9,39,54,49,54,54,14,4,34,49,24,39,49,39,39,9,24,39,24,29,9,39,39,9,34,24,64,34,59,49,14,59,34,19,49,9,9,4,64,44,39,54,34,14,34,54,3502,710,35000.0,100000.0,10807920.0,MR_Defensive Winger,8,13,42,56,44,55,50,20,49,40,58,42,74,43,56,74,75,42,42,Jordan Amavi,5000,43456,3,41.99,0.5,1.06,83.12,29.39,47.33,67,2000045289
2000012809,Wnt,Iwo Kaczmarski,2004-04-16,POL,Italian Serie A,Empoli,Italy (Serie A),Right,Very Strong,Reasonable,"DM,MC,AMC",183,73 kg,18,700000 - 1.5000000,1400,27,1,U20,0,-,Leader,-,Ball Winning Midfielder,Defend,MC,49,14,69,49,59,49,69,14,14,44,59,39,49,54,84,39,14,34,59,64,49,4,49,59,9,54,49,59,49,64,54,14,44,59,44,54,4,19,9,44,44,54,59,59,4,59,64,3502,710,700000.0,1.5,4580573.0,MC_Ball Winning Midfielder,7,18,54,69,84,53,83,20,83,45,53,46,47,43,56,52,49,54,54,Iago,10801747,5029,7,48.01,0.98,0.8,80.9,32.63,50.36,67,2000012809
2000145098,Wnt,Edoardo Cecchi,2005-03-06,ITA,Italian Serie A,Empoli,Italy (Serie A),Right,Very Strong,Reasonable,MC,181,72 kg,17,140000 - 1.4000000,1100,-,-,,0,-,Technical,-,Central Midfielder,Attack,MC,69,14,39,69,34,14,24,9,14,39,29,14,34,34,69,14,4,39,69,24,24,4,34,39,4,49,54,14,49,24,44,4,69,69,19,24,9,14,9,34,34,39,39,44,4,69,59,3502,710,140000.0,1.4,5000.0,MC_Central Midfielder,7,17,41,55,67,49,64,20,72,43,49,44,45,41,52,49,46,51,41,Edoardo Bove,5000,15109,7,52.06,1.32,0.41,86.65,34.19,46.2,67,2000145098
43500712,Wnt,Alessio Rosa,2003-05-14,ITA,Italian Serie A,Empoli,Italy (Serie A),Right,Very Strong,Reasonable,ST,184,76 kg,19,130000 - 1.3000000,1100,-,-,,0,-,Physical,-,Poacher,Attack,ST,59,19,64,54,64,59,54,4,14,49,44,29,34,49,74,54,14,64,54,49,29,4,49,59,9,39,39,19,24,74,54,9,64,39,54,29,9,14,9,44,54,29,39,54,19,34,74,3502,710,130000.0,1.3,5000.0,ST_Poacher,12,16,49,66,41,64,55,20,43,41,60,41,41,79,50,46,44,41,51,Lucas Oliveira Rosa,1216936,100,12,21.36,2.27,2.53,87.93,39.48,44.98,67,43500712
2000047967,Loa,Emiliano Filippis,2004-06-26,ITA,Italian Serie A,Empoli,Italy (Serie A),Right,Very Strong,Weak,GK,187,75 kg,18,6000 - 55000,402000,-,-,,0,-,Distributor,-,Goalkeeper,Defend,GK,59,34,29,39,34,34,54,34,54,34,49,9,14,69,64,14,44,4,24,14,34,54,4,39,44,49,4,14,14,69,4,54,64,39,9,39,24,69,24,4,24,4,34,14,49,29,29,3502,710,6000.0,55000.0,19588600.0,GK_Goalkeeper,0,42,30,56,40,40,40,72,40,40,40,40,40,40,40,40,40,40,42,Maximilian Philipp,5000,19521,0,47.31,0.0,0.0,73.87,21.52,64.84,67,2000047967
2000024710,Wnt,Simone Barsi,2004-04-17,ITA,Italian Serie A,Empoli,Italy (Serie A),Right,Very Strong,Weak,"DR,WBR",168,61 kg,18,18000 - 190000,251000,-,-,,0,-,Technical,-,Full-Back,Defend,DR,69,9,49,69,34,19,39,4,19,24,49,24,34,54,4,34,14,34,39,39,4,19,19,24,4,54,9,34,44,29,19,9,69,29,4,44,14,14,4,69,9,64,39,44,14,24,44,3502,710,18000.0,190000.0,24529915.0,DR_Full-Back,2,14,35,51,44,41,40,20,42,47,42,43,70,40,43,57,71,41,37,Simo,5000,45356,1,56.11,0.76,1.44,83.17,31.74,54.82,67,2000024710
2000024722,Wnt,Gabriele Guarino,2004-04-14,ITA,Italian Serie A,Empoli,Italy (Serie A),Right Only,Very Strong,Weak,DC,184,78 kg,18,12000 - 130000,302000,-,-,,0,-,Physical,-,Central Defender,Stopper,DC,49,14,59,44,44,49,59,14,9,49,49,19,24,49,74,29,14,34,34,29,14,14,64,54,9,34,19,39,49,49,39,14,54,34,29,49,14,14,4,44,49,39,29,34,14,24,34,3502,710,12000.0,130000.0,12115718.0,DC_Central Defender,3,15,40,56,54,40,40,20,43,74,40,54,55,40,41,43,44,45,42,Gabriel Suazo,5000,15982,3,41.86,0.54,0.46,91.58,26.71,50.55,67,2000024722
2000024724,Loa,Gabriele Indragoli,2004-02-20,ITA,Italian Serie A,Empoli,Italy (Serie A),Right Only,Very Strong,Very Weak,DC,189,78 kg,18,14000 - 140000,4500,-,-,,0,-,Intelligent,-,Central Defender,Defend,DC,39,9,59,54,39,34,39,19,9,34,39,24,19,69,24,9,9,9,34,24,9,4,69,44,9,24,14,29,69,69,29,4,59,19,4,54,4,4,19,19,34,59,29,14,14,9,34,3502,710,14000.0,140000.0,5000.0,DC_Central Defender,3,12,33,50,51,40,40,20,42,69,40,52,52,40,41,42,43,44,36,Iago,5000,48046,3,48.32,0.06,0.0,94.88,25.15,43.1,67,2000024724
2000024723,Loa,Lorenzo Ignacchiti,2004-04-25,ITA,Italian Serie A,Empoli,Italy (Serie A),Right,Very Strong,Weak,MC,185,75 kg,18,6000 - 60000,4500,-,-,,0,-,Technical,-,Mezzala,Support,MC,74,9,64,54,24,39,34,14,14,39,39,34,34,34,19,34,4,24,74,24,19,4,34,74,14,14,54,14,34,39,44,9,69,44,9,34,14,9,9,39,29,49,44,49,4,39,64,3502,710,6000.0,60000.0,5000.0,MC_Mezzala,7,17,40,54,67,49,63,20,71,43,49,44,45,41,52,49,46,50,40,Lorenzo Venuti,5000,31093,7,48.31,1.31,1.22,82.38,33.93,47.52,67,2000024723
2000024742,Wnt,Andrea Sodero,2004-08-07,ITA,Italian Serie A,Empoli,Italy (Serie A),Left Only,Weak,Very Strong,"AMR,AML,ST",178,71 kg,17,45000 - 475000,36000,-,-,,0,-,Physical,-,Winger,Support,AML,59,4,59,44,44,59,54,9,14,39,39,34,49,39,54,44,9,44,44,34,39,9,44,44,4,29,29,19,24,44,59,14,54,44,49,29,9,14,14,54,44,24,49,39,9,49,54,3502,710,45000.0,475000.0,5000.0,AML_Winger,13,15,44,59,41,75,57,20,47,40,75,51,42,73,66,51,49,59,44,Andrew Robertson,5000,100,12,28.25,1.74,1.99,88.01,36.07,42.41,67,2000024742
2000024719,Loa,Riccardo Fini,2004-03-23,ITA,Italian Serie A,Empoli,Italy (Serie A),Right Only,Very Strong,Weak,"AMR,AML,AMC,ST",175,71 kg,18,4.5000 - 45000,2000,-,-,,0,-,Physical,-,Winger,Support,AMR,59,14,39,59,44,39,34,14,14,34,49,34,34,39,59,54,9,39,49,49,34,9,34,34,4,29,19,14,14,44,49,9,49,54,39,29,4,4,19,39,39,19,39,39,14,39,49,3502,710,4.5,45000.0,5000.0,AMR_Winger,11,16,40,55,42,72,71,20,47,40,72,41,46,71,56,61,57,44,41,Riccardo Orsolini,5000,20441,11,23.96,1.2,2.87,91.53,35.02,48.01,67,2000024719
