UID,Inf,Name,DoB,Nat,Division,Club,Based,Preferred Foot,Right Foot,Left Foot,Position,Height,Weight,Age,Transfer Value,Wage,AT Apps,AT Gls,Team,Caps,Yth Apps,Style,Rc Injury,Best_Role,Best Duty,Best_Pos,Acceleration,Aerial_Reach,Aggression,Agility,Anticipation,Balance,Bravery,Command_of_Area,Communication,Composure,Concentration,Corners,Crossing,Decisions,Determination,Dribbling,Eccentricity,Finishing,First_Touch,Flair,Free_Kick_Taking,Handling,Heading,Jumping_Reach,Kicking,Leadership,Long_Shots,Long_Throws,Marking,Natural_Fitness,Off_the_Ball,One_on_Ones,Pace,Passing,Penalty_Taking,Positioning,Punching,Reflexes,Rushing_Out,Stamina,Strength,Tackling,Teamwork,Technique,Throwing,Vision,Work_Rate,Club_id,League_id,Min_Value,Max_Value,Market_Value,Player_Role,Pos_Rank,gk,tpr_general,tpr,tpr_DM,tpr_AML,tpr_AMC,tpr_GK,tpr_MC,tpr_DC,tpr_AMR,tpr_DL,tpr_DR,tpr_ST,tpr_ML,tpr_MR,tpr_WBR,tpr_WBL,tpr_Best,fbref_player_name,Predicted_Market_Value,Predicted_Wage
2000048232,,Gabriel Carvalho,2004-01-11,POR,Spanish First Division,Atlético Madrid,Spain (First Division),Right Only,Very Strong,Weak,"AMR,AML",182,73 kg,18,40000 - 400000,10750,-,-,,0,-,Physical,-,Winger,Attack,AMR,64,4,64,69,49,39,39,14,14,29,29,39,49,19,59,59,4,34,54,74,34,14,39,49,14,9,49,24,9,64,49,4,64,39,39,9,14,14,9,39,34,14,14,54,9,29,34,66,1215,40000.0,400000.0,5000.0,AMR_Winger,11,15,42,58,42,74,57,20,47,40,74,41,46,51,57,62,59,45,43,Fabio Carvalho,5000,100
2000048464,Loa,Afonso Gama,2003-01-10,POR,Portuguese Premier League,Rio Ave,Portugal (Premier League),Right Only,Very Strong,Weak,"DM,MC",178,68 kg,19,0,9750,-,-,,0,-,Physical,-,Central Midfielder,Attack,MC,54,4,74,64,34,34,34,14,9,24,24,29,29,69,44,14,4,29,49,24,24,9,29,24,14,49,39,29,24,44,34,14,64,69,4,34,14,4,14,29,39,54,34,49,14,49,54,9116,1017,0.0,,5000.0,MC_Central Midfielder,7,17,39,53,71,49,62,20,71,43,49,44,45,41,51,48,46,50,39,,5000,53247
2000189263,,António Oliveira,2003-03-28,POR,Portuguese Premier League,Gil Vicente,Portugal (Premier League),Right,Very Strong,Weak,DC,184,74 kg,19,0,11750,-,-,,0,-,Intelligent,-,Central Defender,Defend,DC,44,4,64,64,54,29,39,4,19,24,14,14,4,64,9,4,14,4,14,24,4,19,49,54,9,64,24,4,59,64,19,9,49,19,4,64,4,9,4,24,24,54,19,4,14,9,29,4416,1017,0.0,,5000.0,DC_Central Defender,3,10,29,47,50,40,40,20,42,66,40,51,51,40,41,41,43,43,33,,5000,80888
2000189264,Wnt,Tiago Gomes,2004-07-29,POR,Portuguese Premier League,Gil Vicente,Portugal (Premier League),Left Only,Weak,Very Strong,"DL,WBL,ML,AML",167,69 kg,17,0 - 65000,21500,-,-,,0,-,Technical,-,Winger,Attack,AML,69,4,39,54,24,39,34,4,14,39,19,24,44,59,54,44,9,34,49,64,29,14,19,24,14,29,34,29,29,54,19,4,59,54,14,24,19,14,14,44,4,29,39,24,4,24,39,4416,1017,0.0,65000.0,5000.0,AML_Winger,13,16,37,52,41,70,54,20,46,40,61,71,41,50,71,49,47,72,38,,5000,31117
2000189265,,Rodrigo Pilar,2003-04-10,POR,Portuguese Premier League,Gil Vicente,Portugal (Premier League),Right Only,Very Strong,Weak,"DC,DM",180,74 kg,19,0,20500,-,-,,0,-,Intelligent,-,Central Defender,Cover,DC,39,14,34,49,54,39,14,14,9,39,44,14,19,74,24,19,14,24,54,24,24,9,44,49,9,54,34,9,34,74,34,9,54,44,14,59,4,9,14,54,24,64,39,44,14,34,44,4416,1017,0.0,,5000.0,DC_Central Defender,3,16,39,54,71,40,40,20,43,72,40,53,54,40,41,42,44,44,40,,5000,43480
2000189294,,David Pinheiro,2003-04-02,POR,Portuguese Premier League,Gil Vicente,Portugal (Premier League),Right,Very Strong,Fairly Strong,MC,171,67 kg,19,0,9000,-,-,,0,-,Intelligent,-,Central Midfielder,Attack,MC,64,14,44,49,39,34,29,4,9,39,24,29,24,39,29,19,14,34,64,49,29,19,29,34,9,49,39,24,39,24,39,19,44,49,9,29,14,9,14,39,24,24,34,39,9,69,39,4416,1017,0.0,,5000.0,MC_Central Midfielder,7,19,37,51,64,49,62,20,69,43,48,43,44,41,50,48,46,49,37,,5000,63935
83320103,,Tiago Carvalho,2003-01-27,POR,Portuguese Premier League,Vizela,Portugal (Premier League),Right Only,Very Strong,Weak,"DC,DM",185,67 kg,19,0,12750,-,-,,0,-,Intelligent,-,Central Defender,Defend,DC,49,4,39,24,49,39,39,4,9,29,19,24,29,69,74,4,14,14,49,24,29,9,54,49,14,14,9,19,44,29,14,9,24,34,19,64,4,9,14,39,34,64,29,29,9,34,39,11525,1017,0.0,,5000.0,DC_Central Defender,3,14,34,50,68,40,40,20,42,69,40,52,52,40,41,42,43,44,36,,5000,64856
2000089243,,Kristofer Käit,2005-04-04,EST,Portuguese Premier League,Rio Ave,Portugal (Premier League),Right,Very Strong,Weak,"DC,DM",191,78 kg,17,0,12250,18,-,U21,0,-,Intelligent,-,Defensive Midfielder,Defend,DM,44,9,59,39,44,19,34,4,4,29,34,14,4,59,59,24,9,19,54,24,29,9,39,59,4,19,29,24,49,59,29,14,29,44,14,49,4,14,14,49,29,69,34,39,14,29,44,9116,1017,0.0,,5000.0,DM_Defensive Midfielder,6,15,36,51,69,41,46,20,61,69,41,44,45,40,43,43,44,44,37,,5000,40000
2000189588,,Diogo Madaleno,2003-04-10,POR,Portuguese Premier League,Gil Vicente,Portugal (Premier League),Left Only,Weak,Very Strong,"DM,MC",187,71 kg,19,0,11500,-,-,,0,-,Leader,-,Central Midfielder,Attack,MC,64,14,74,64,44,19,34,9,9,34,19,24,14,64,49,4,14,29,64,29,9,9,24,39,4,49,19,4,24,59,29,4,64,54,24,39,14,4,9,24,24,54,29,44,14,49,29,4416,1017,0.0,,5000.0,MC_Central Midfielder,7,17,37,51,69,49,62,20,69,43,48,43,44,41,50,48,46,49,37,,5000,63935
2000189592,,Michael Cardo,2003-11-16,POR,Portuguese Premier League,Gil Vicente,Portugal (Premier League),Right,Very Strong,Reasonable,ST,191,78 kg,18,0,23000,3,-,,0,-,Technical,-,Advanced Forward,Attack,ST,49,14,59,49,44,34,29,4,14,34,34,29,24,49,19,59,14,44,59,49,29,4,64,79,4,19,29,19,24,34,39,14,54,24,19,29,14,4,4,34,34,29,29,54,9,34,39,4416,1017,0.0,,5000.0,ST_Advanced Forward,12,14,38,53,40,58,51,20,42,40,55,40,40,70,46,44,42,40,39,,5000,45260
2000194136,,Asier Osambela,2004-01-01,ESP,Spanish First Division,Osasuna,Spain (First Division),Right,Very Strong,Reasonable,MC,181,73 kg,18,20000 - 200000,13500,-,-,,0,-,Leader,-,Central Midfielder,Support,MC,54,4,74,69,34,34,34,14,9,29,19,24,14,49,59,19,4,34,64,24,29,14,29,49,14,54,29,4,54,39,19,14,64,69,9,34,14,9,14,29,29,44,34,39,4,44,54,1175,1215,20000.0,200000.0,5000.0,MC_Central Midfielder,7,19,39,53,66,49,62,20,71,43,49,44,45,41,51,48,46,50,39,Axel Camblan,5000,36437
2000142954,Wnt,Gonçalo Dias,2002-06-06,POR,Portuguese Premier League,Braga,Portugal (Premier League),Right Only,Very Strong,Weak,GK,189,80 kg,20,0,16250,-,-,,0,-,Assertive,-,Goalkeeper,Defend,GK,44,54,59,59,24,19,64,49,29,29,44,19,14,64,44,14,74,4,4,14,34,34,4,64,54,19,4,9,14,74,4,29,44,24,14,59,54,59,54,24,29,4,29,4,34,24,24,1301,1017,0.0,,5000.0,GK_Goalkeeper,0,42,28,56,40,40,40,72,40,40,40,40,40,40,40,40,40,40,42,,5000,38334
2000142765,,Ricardo Leal,2003-08-18,POR,Portuguese Premier League,Marítimo,Portugal (Premier League),Right Only,Very Strong,Weak,"DM,MC",175,69 kg,18,0,5500,2,-,,0,-,Technical,-,Deep Lying Playmaker,Defend,DM,54,14,24,64,44,29,34,19,4,34,34,24,9,39,34,9,4,24,64,24,24,9,24,24,9,49,34,4,24,54,29,14,64,54,19,34,4,14,9,24,19,54,24,59,9,59,49,6722,1017,0.0,,5000.0,DM_Deep Lying Playmaker,6,17,36,50,69,41,46,20,68,47,41,44,45,40,43,43,44,44,36,,5000,55985
2000142571,Lst,Eduardo Santos,2004-04-13,POR,Portuguese Premier League,Braga,Portugal (Premier League),Right,Very Strong,Weak,"AMR,AML",191,77 kg,18,95000,2800,-,-,,0,-,Technical,-,Winger,Attack,AMR,54,9,44,59,44,29,19,4,14,39,29,34,54,24,74,64,14,14,64,59,24,9,24,59,4,49,29,24,24,64,54,14,64,44,14,19,4,4,4,44,24,29,29,59,14,24,34,1301,1017,95000.0,,5000.0,AMR_Winger,11,15,41,55,42,72,56,20,47,40,72,41,46,51,56,61,57,44,41,,5000,17974
2000190484,Loa,Pedro Ribeiro,2003-07-21,POR,Portuguese Premier League,Rio Ave,Portugal (Premier League),Right Only,Very Strong,Weak,"AMR,AML",179,77 kg,18,0,2800,-,-,,0,-,Physical,-,Winger,Attack,AMR,64,19,24,64,34,29,34,9,14,54,19,34,39,64,49,39,14,14,49,74,19,4,4,29,19,4,29,24,19,74,34,9,64,34,4,24,9,9,14,34,14,29,34,24,14,34,54,9116,1017,0.0,,5000.0,AMR_Winger,11,16,36,51,41,69,54,20,46,40,69,41,45,49,55,59,55,44,37,,5000,47986
2000082351,,Cláudio Mendes,2002-10-11,GNB,Portuguese Premier League,Portimonense,Portugal (Premier League),Right,Very Strong,Reasonable,MC,176,65 kg,19,0 - 2.5000,400,25,2,,0,-,Intelligent,-,Central Midfielder,Attack,MC,44,9,74,54,44,24,34,19,4,54,39,29,19,64,34,39,14,14,64,39,29,14,14,19,9,14,59,9,39,59,54,9,54,59,9,39,4,4,19,49,29,14,34,59,9,59,44,8010,1017,0.0,2.5,5000.0,MC_Central Midfielder,7,18,41,55,67,49,64,20,72,43,49,44,45,41,52,49,46,51,41,,5000,42559
2000091745,,Tomás Marques,2005-02-16,POR,Portuguese Premier League,Braga,Portugal (Premier League),Right Only,Very Strong,Weak,"DR,DL",180,69 kg,17,50000 - 150000,108000,-,-,,0,-,Intelligent,-,Full-Back,Defend,DR,64,4,24,59,44,24,44,9,4,39,49,19,39,74,39,34,19,14,29,49,4,19,34,44,4,14,4,34,39,64,34,14,59,39,4,39,9,4,4,39,34,44,39,44,14,29,39,1301,1017,50000.0,150000.0,5000.0,DR_Full-Back,2,13,37,52,44,41,40,20,42,47,42,71,71,40,44,58,67,41,38,,5000,26904
2000131318,,Pablo Marín,2003-07-03,ESP,Spanish First Division,Real Sociedad,Spain (First Division),Right,Very Strong,Weak,"DM,MC",186,76 kg,18,150000 - 1.5000000,104000,16,7,,0,-,Intelligent,-,Central Midfielder,Support,MC,49,9,54,49,44,34,34,4,14,39,39,29,19,39,69,14,14,34,69,24,29,4,29,39,9,9,54,9,34,54,34,4,49,44,14,49,9,14,9,29,24,59,39,44,9,64,54,9017,1215,150000.0,1.5,941072.0,MC_Central Midfielder,7,16,39,53,71,49,62,20,71,43,49,44,45,41,51,48,46,50,39,Pablo Marín,5000,27801
2000091877,Lst,Pedro Miguéis,2004-11-06,POR,Portuguese Premier League,Sporting CP,Portugal (Premier League),Right Only,Very Strong,Weak,GK,189,86 kg,17,30000,65000,-,-,,0,-,Assertive,-,Goalkeeper,Defend,GK,29,34,39,34,29,24,64,59,54,24,59,4,4,69,89,4,64,9,29,4,29,49,4,49,39,4,4,4,9,64,4,49,24,54,9,19,59,69,44,9,24,14,34,9,39,29,29,10362,1017,30000.0,,5000.0,GK_Goalkeeper,0,49,27,64,40,40,40,78,40,40,40,40,40,40,40,40,40,40,49,,8322000,100
2000013611,Lst,João Madureira,2004-03-24,POR,Portuguese Premier League,Braga,Portugal (Premier League),Right Only,Very Strong,Weak,MC,180,64 kg,18,4.5000,66500,-,-,,0,-,Leader,-,Central Midfielder,Attack,MC,49,4,74,54,24,34,24,4,14,34,29,24,29,69,69,19,9,29,69,49,29,9,29,49,4,44,24,4,39,64,24,4,49,54,14,24,14,14,4,69,29,34,34,49,14,49,59,1301,1017,4.5,,5000.0,MC_Central Midfielder,7,16,41,55,67,49,64,20,72,43,49,44,45,41,52,49,46,51,41,,5000,23281
2000207104,,Safy Bensalem,2005-07-13,FRA,Ligue 1 Uber Eats,OGC Nice,France (Ligue 1 Uber Eats),Left,Weak,Very Strong,"ML,AML,AMC",170,55 kg,16,55000 - 550000,32500,-,-,,0,-,Leader,-,Winger,Attack,AML,69,14,69,69,34,34,39,14,14,39,24,24,29,49,89,19,9,39,54,64,29,14,29,19,9,49,39,29,19,59,54,4,69,54,9,9,19,9,9,39,4,34,34,54,9,39,39,7706,773,55000.0,550000.0,5000.0,AML_Winger,13,17,42,58,41,74,73,20,47,40,63,50,42,51,75,51,48,58,43,Saïd Benrahma,5000,100
2000207103,Loa,Nainy Diallo,2004-03-23,FRA,Ligue 1 Uber Eats,OGC Nice,France (Ligue 1 Uber Eats),Left,Reasonable,Very Strong,AML,178,69 kg,18,5000 - 50000,34500,-,-,,0,-,Technical,-,Winger,Support,AML,59,9,49,44,24,29,24,14,9,24,29,24,39,59,14,64,4,19,34,59,24,4,19,19,9,54,4,24,14,39,19,14,59,39,4,24,9,4,14,59,19,29,29,59,14,39,49,7706,773,5000.0,50000.0,5000.0,AML_Winger,13,13,35,49,41,67,53,20,45,40,59,48,41,49,60,49,46,54,35,Baila Diallo,5000,45452
2000217562,,Marc Marroco,2005-01-05,ESP,Spanish First Division,Espanyol,Spain (First Division),Right,Very Strong,Weak,GK,185,73 kg,17,26000 - 250000,86500,-,-,,0,-,Assertive,-,Sweeper Keeper,Defend,GK,59,34,24,49,24,24,59,49,34,9,44,14,4,59,59,9,24,14,9,4,29,59,4,34,59,44,9,9,9,24,4,24,59,29,4,34,54,49,64,14,19,14,24,9,14,19,19,3572,1215,26000.0,250000.0,5000.0,GK_Sweeper Keeper,0,38,24,52,40,40,40,69,40,40,40,40,40,40,40,40,40,40,38,Marcão,5000,33958
2000206693,Loa,Dazzeule-Castelejack Belleau,2005-02-22,FRA,Ligue 1 Uber Eats,Montpellier,France (Ligue 1 Uber Eats),Either,Very Strong,Strong,"AMR,ST",173,64 kg,17,230000 - 700000,24000,-,-,,0,-,Technical,-,Poacher,Attack,ST,64,9,44,59,29,29,19,9,4,54,19,19,29,64,74,49,9,64,59,39,24,9,64,24,9,19,24,4,14,69,29,9,54,54,24,14,14,9,14,14,29,24,24,34,4,34,34,7225,773,230000.0,700000.0,5000.0,ST_Poacher,12,16,38,53,40,58,51,20,42,40,71,40,40,70,46,44,42,40,39,Stefan Bell,5000,28451
2000218259,,Samu Almagro,2006-04-20,ESP,Spanish First Division,Cádiz,Spain (First Division),Right,Very Strong,Weak,DC,178,64 kg,16,18000 - 180000,39000,-,-,,0,-,Technical,-,Central Defender,Defend,DC,59,9,39,44,29,34,39,4,14,34,24,9,19,69,69,4,9,9,34,24,4,9,34,49,9,44,4,29,64,84,19,9,39,34,4,69,9,4,4,29,29,69,29,29,9,14,34,2811,1215,18000.0,180000.0,5000.0,DC_Central Defender,3,12,33,51,51,40,40,20,42,70,40,52,52,40,41,42,43,44,37,Iago,5000,21421
2000127234,,Francisco Nunes,2003-12-20,POR,Portuguese Premier League,Marítimo,Portugal (Premier League),Right Only,Very Strong,Weak,GK,181,69 kg,18,0,8500,7,-,,0,-,Shot Stopper,-,Sweeper Keeper,Defend,GK,64,19,64,64,29,29,74,44,29,29,64,9,9,64,54,4,24,14,4,4,19,44,4,44,39,24,4,4,9,59,14,24,44,34,9,59,49,44,49,24,14,4,29,14,29,24,24,6722,1017,0.0,,5000.0,GK_Sweeper Keeper,0,33,29,47,40,40,40,65,40,40,40,40,40,40,40,40,40,40,33,,5000,73786
2000219677,Wnt,Pedro Alpoim,2004-04-07,POR,Portuguese Premier League,Gil Vicente,Portugal (Premier League),Right Only,Very Strong,Weak,DC,189,73 kg,18,0,34500,-,-,,0,-,Physical,-,No-Nonsense Centre-Back,Cover,DC,59,9,24,49,44,34,24,14,9,19,59,4,19,59,19,24,9,4,14,24,4,14,49,69,4,9,9,4,69,74,24,14,49,34,19,44,14,14,4,34,29,54,29,14,14,4,34,4416,1017,0.0,,5000.0,DC_No-Nonsense Centre-Back,3,12,30,48,50,40,40,20,42,67,40,51,51,40,41,42,43,43,34,,5000,64904
2000019868,Lst,Dinis Gama,2004-01-16,POR,Portuguese Premier League,Braga,Portugal (Premier League),Right Only,Very Strong,Weak,DM,184,73 kg,18,10000,24000,-,-,,0,-,Technical,-,Deep Lying Playmaker,Defend,DM,64,9,34,44,29,39,39,14,4,44,29,24,34,54,44,19,9,39,54,24,34,4,34,64,9,19,34,14,29,59,34,9,59,74,29,39,19,9,9,34,24,54,44,54,14,59,59,1301,1017,10000.0,,5000.0,DM_Deep Lying Playmaker,6,18,41,55,73,41,47,20,62,49,42,45,45,40,44,44,45,45,41,,5000,20628
2000019876,Wnt,João Freitas,2003-11-17,POR,Portuguese Premier League,Estoril Praia,Portugal (Premier League),Right,Very Strong,Weak,"DR,WBR",182,67 kg,18,0 - 10000,26000,2,-,,0,-,Physical,-,Full-Back,Defend,DR,69,14,44,64,19,34,39,14,9,29,44,19,24,69,84,19,14,4,34,24,4,9,29,39,9,54,4,29,34,79,29,9,69,34,4,39,9,4,4,24,29,39,34,34,4,29,34,3593,1017,0.0,10000.0,5000.0,DR_Full-Back,2,12,36,51,44,41,40,20,42,47,42,43,70,40,43,57,71,41,37,,5000,51525
2000019878,Wnt,Miguel Duarte,2004-02-26,POR,Portuguese Premier League,Estoril Praia,Portugal (Premier League),Right Only,Very Strong,Weak,"DC,DM",183,71 kg,18,0,37000,-,-,,0,-,Intelligent,-,Central Defender,Cover,DC,44,14,54,49,59,29,39,14,4,24,54,9,24,64,39,4,14,4,34,24,24,4,54,49,14,39,9,24,49,79,14,4,39,34,4,64,14,14,14,24,14,64,24,24,14,24,14,3593,1017,0.0,,5000.0,DC_Central Defender,3,14,33,50,68,40,40,20,42,69,40,52,52,40,41,42,43,44,36,,5000,54215
2000221439,,Iddris Alhassan,2003-10-01,GHA,Portuguese Premier League,Vizela,Portugal (Premier League),Right,Very Strong,Weak,WBL,164,56 kg,18,0,4800,-,-,,0,-,Technical,-,Inverted Wing-Back,Attack,WBL,74,14,24,59,24,39,39,14,9,24,44,29,49,39,19,34,4,19,44,24,9,9,9,29,4,54,19,34,39,74,39,19,59,64,14,34,4,9,4,29,4,44,39,69,9,39,39,11525,1017,0.0,,5000.0,WBL_Inverted Wing-Back,5,15,37,51,41,42,40,20,41,42,42,64,49,40,55,46,53,71,37,,5000,56833
2000221441,,Yannick Laurent,2001-05-15,CAN,Portuguese Premier League,Vizela,Portugal (Premier League),Right,Very Strong,Weak,MC,183,76 kg,21,0,23000,-,-,,0,-,Technical,-,Mezzala,Support,MC,69,9,69,59,19,39,19,9,14,34,39,9,9,74,29,34,19,34,59,24,29,14,29,39,9,19,44,4,44,59,44,9,44,49,14,24,14,4,4,44,29,44,39,59,14,34,44,11525,1017,0.0,,5000.0,MC_Mezzala,7,17,38,52,65,49,62,20,70,43,49,43,45,41,51,48,46,50,38,,5000,79873
2000221448,Loa,Joshua Emenike,2004-04-10,NGA,Portuguese Premier League,Vizela,Portugal (Premier League),Left,Weak,Very Strong,"AMR,AML",190,77 kg,18,0 - 24000,28000,-,-,,0,-,Physical,-,Winger,Support,AML,64,4,39,49,24,29,9,14,14,29,29,34,44,29,34,24,14,24,54,64,24,4,24,59,14,54,29,4,14,59,59,14,64,29,4,24,9,4,9,34,19,14,34,64,4,14,59,11525,1017,0.0,24000.0,5000.0,AML_Winger,13,14,36,51,41,69,53,20,45,40,69,48,41,50,61,49,47,55,37,,5000,47102
2000019883,Wnt,Gustavo Barros,2004-02-23,POR,Portuguese Premier League,Famalicão,Portugal (Premier League),Left Only,Weak,Very Strong,"DL,WBL,AMR",186,76 kg,18,16000 - 160000,8250,-,-,,0,-,Technical,-,Inverted Winger,Support,AMR,44,4,59,59,24,19,34,14,14,34,39,29,54,54,9,59,9,24,34,34,29,9,29,44,4,4,19,29,34,59,64,14,64,54,29,39,9,9,9,44,29,39,34,34,4,39,39,4027,1017,16000.0,160000.0,5000.0,AMR_Inverted Winger,11,14,38,52,41,62,55,20,46,40,70,71,45,50,55,59,56,71,38,,5000,42642
2000019894,Wnt,Guilherme Lima,2004-03-09,POR,Portuguese Premier League,Rio Ave,Portugal (Premier League),Right Only,Very Strong,Weak,DM,180,71 kg,18,0,12000,-,-,,0,-,Technical,-,Defensive Midfielder,Defend,DM,34,4,59,59,54,39,19,9,14,44,24,34,34,39,39,39,4,19,49,24,34,9,34,49,9,24,39,29,34,64,34,4,59,54,14,64,4,4,4,34,24,64,44,59,14,39,59,9116,1017,0.0,,5000.0,DM_Defensive Midfielder,6,14,41,55,73,41,47,20,62,49,42,45,45,40,44,44,45,45,41,,5000,29264
2000146645,Wnt,João Pimenta,2005-02-09,POR,Portuguese Premier League,Rio Ave,Portugal (Premier League),Right,Very Strong,Weak,DC,189,76 kg,17,120000 - 350000,1500,-,-,,0,-,Intelligent,-,Central Defender,Defend,DC,49,14,64,54,44,29,39,14,4,19,34,14,4,64,24,9,4,14,29,24,4,9,54,49,19,39,4,14,64,69,24,4,39,24,4,64,9,14,9,14,29,39,24,24,14,14,29,9116,1017,120000.0,350000.0,5000.0,DC_Central Defender,3,12,30,48,50,40,40,20,42,67,40,51,51,40,41,42,43,43,34,,5000,54263
2000021473,,Diogo Morais,2000-10-12,POR,Portuguese Premier League,Gil Vicente,Portugal (Premier League),Right,Very Strong,Reasonable,"AMR,AML",170,63 kg,21,0,2400,56,6,,0,-,Technical,-,Winger,Support,AMR,64,14,49,54,34,29,4,14,14,44,29,24,49,59,39,44,9,29,59,49,24,14,24,4,14,69,19,24,19,64,49,4,64,44,9,19,14,4,4,39,4,24,29,49,9,24,54,4416,1017,0.0,,5000.0,AMR_Winger,11,16,38,52,41,70,55,20,46,40,70,41,45,50,55,59,56,44,38,,5000,74565
2000206375,,Prosper Obah,2003-11-24,NGA,Portuguese Premier League,Vizela,Portugal (Premier League),Right Only,Very Strong,Weak,"AMR,AML",175,67 kg,18,1000 - 12000,8500,-,-,,0,-,Technical,-,Winger,Attack,AMR,64,9,24,64,34,29,24,14,9,14,29,29,39,34,69,64,14,29,64,64,24,9,24,24,14,44,19,14,9,64,44,14,64,34,4,24,9,9,14,29,19,19,34,64,4,14,54,11525,1017,1000.0,12000.0,5000.0,AMR_Winger,11,16,38,52,41,70,55,20,46,40,70,41,45,50,55,59,56,44,38,,5000,42642
2000127257,Loa,José Azevedo,2004-03-15,POR,Portuguese Premier League,Gil Vicente,Portugal (Premier League),Left Only,Weak,Very Strong,GK,190,82 kg,18,0,24000,-,-,,0,-,Distributor,-,Goalkeeper,Defend,GK,44,44,49,44,29,29,49,24,49,19,44,14,9,64,74,14,24,9,14,9,24,64,4,64,64,49,14,9,9,69,4,54,54,44,4,39,49,64,34,4,19,4,29,4,39,24,24,4416,1017,0.0,,5000.0,GK_Goalkeeper,0,43,28,58,40,40,40,73,40,40,40,40,40,40,40,40,40,40,43,,5000,15001
2000221023,,Pablo Nistal,2004-05-24,ESP,Spanish First Division,Elche CF,Spain (First Division),Right,Very Strong,Weak,GK,185,72 kg,18,4.5000 - 45000,3600,-,-,,0,-,Assertive,-,Sweeper Keeper,Defend,GK,34,54,29,59,49,34,74,59,39,9,39,9,4,69,89,9,29,14,29,9,14,39,4,54,34,24,14,4,14,34,9,34,49,34,4,49,49,54,69,19,24,4,34,24,34,29,29,3469,1215,4.5,45000.0,5000.0,GK_Sweeper Keeper,0,42,29,56,40,40,40,72,40,40,40,40,40,40,40,40,40,40,42,Pablo Galdames Millán,5000,19521
2000221083,,Hugo Hernández,2005-05-21,ESP,Spanish First Division,Elche CF,Spain (First Division),Left Only,Very Weak,Very Strong,"AMC,ST",176,67 kg,17,20000 - 210000,2400,5,1,,0,-,Creative,-,Shadow Striker,Attack,AMC,69,4,44,64,44,29,24,9,4,34,24,29,24,54,14,69,14,59,69,64,34,19,44,19,14,29,44,4,34,59,59,4,69,44,34,24,9,4,9,34,39,24,39,69,19,49,44,3469,1215,20000.0,210000.0,5000.0,AMC_Shadow Striker,9,17,43,58,47,62,74,20,59,40,60,41,41,72,57,49,44,44,43,Hugo Duro,5000,100
2000085168,Lst,Fanuel Gomes,2004-06-20,GNB,Portuguese Premier League,Braga,Portugal (Premier League),Left Only,Weak,Very Strong,"AMR,AML",170,65 kg,18,22000,1200,-,-,,0,-,Technical,-,Winger,Attack,AML,64,4,59,54,34,9,24,9,4,19,29,29,54,39,79,64,14,29,54,59,24,4,4,19,14,9,29,24,24,29,44,9,64,64,19,24,9,9,14,29,9,29,34,59,4,29,54,1301,1017,22000.0,,5000.0,AML_Winger,13,16,38,53,41,71,55,20,46,40,71,49,42,51,62,49,47,56,39,,5000,27777
2000215584,,Marcos Talavera,2006-04-15,ESP,Spanish First Division,Real Betis,Spain (First Division),Right,Very Strong,Weak,ST,181,69 kg,16,22000 - 220000,1200,-,-,,0,-,Physical,-,Poacher,Attack,ST,64,9,29,59,44,24,34,19,19,49,19,14,9,39,84,59,9,64,44,44,24,4,59,44,14,44,4,9,14,64,49,4,54,29,34,9,19,4,4,39,19,9,24,44,14,19,29,8995,1215,22000.0,220000.0,5000.0,ST_Poacher,12,14,37,53,40,58,51,20,42,40,55,40,40,70,46,44,42,40,39,Marcão,5000,9173
2000109565,,Francisco Chissumba,2005-05-29,POR,Portuguese Premier League,Braga,Portugal (Premier League),Left Only,Weak,Very Strong,"DL,WBL",168,62 kg,17,120000 - 375000,600,-,-,,0,-,Technical,-,Wing-Back,Defend,DL,54,14,34,69,34,44,44,4,4,39,44,29,24,54,69,39,4,14,44,24,9,4,39,19,4,9,9,39,34,39,39,4,54,49,19,39,14,4,4,44,24,59,74,49,4,44,69,1301,1017,120000.0,375000.0,33244.0,DL_Wing-Back,4,12,40,55,42,41,40,20,41,46,42,74,54,40,54,47,54,74,41,,5000,9102
2000199062,,David Gómez,2004-08-20,ESP,Spanish First Division,Cádiz,Spain (First Division),Right,Very Strong,Reasonable,DR,187,75 kg,17,40000 - 400000,350,-,-,,0,-,Physical,-,Full-Back,Defend,DR,59,4,39,64,44,14,44,14,9,19,44,24,39,69,49,69,14,19,54,24,4,9,39,49,4,39,34,34,34,54,29,14,69,39,4,44,19,14,14,54,29,59,39,39,9,39,39,2811,1215,40000.0,400000.0,5000.0,DR_Full-Back,2,16,40,55,44,41,40,20,42,48,42,44,74,40,44,59,69,42,41,Dani Gómez,5000,13340
2000221098,,Nordin,2005-02-14,ESP,Spanish First Division,Elche CF,Spain (First Division),Right Only,Very Strong,Very Weak,ST,185,70 kg,17,0 - 100000,350,-,-,,0,-,Physical,-,Advanced Forward,Attack,ST,64,4,49,54,34,34,4,9,4,44,34,24,14,64,54,64,14,69,59,34,29,14,59,54,9,44,34,4,9,59,24,4,59,34,34,24,4,14,9,34,39,4,29,34,9,24,34,3469,1215,0.0,100000.0,5000.0,ST_Advanced Forward,12,14,38,54,40,58,52,20,42,40,56,40,40,71,47,44,42,40,40,Nordine Kandil,5000,23107
