Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,Att_Shot,Shot/90,Shot_Accuracy
2095,Lucas Pérez,es ESP,FW,Cádiz,es La Liga,33,1988,7.0,3,17,6,35.3,2.44,0.86,0.18,0.50,18.8,4,0,0,2.0,2.0,0.12,+1.0,+1.0,Matches,17.0,2.4285714285714284,35.3
2097,Nehuén Pérez,ar ARG,DF,Udinese,it Serie A,22,2000,31.3,2,16,8,50.0,0.51,0.26,0.13,0.25,18.9,0,0,0,1.0,1.0,0.06,+1.0,+1.0,Matches,16.0,0.5111821086261981,50.0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,
2101,Ivan Perišić,hr CRO,"DF,MF",Tottenham,eng Premier League,33,1989,23.4,1,29,8,27.6,1.24,0.34,0.03,0.13,15.3,2,0,0,2.6,2.6,0.09,-1.6,-1.6,Matches,29.0,1.2393162393162394,27.6
2102,Romain Perraud,fr FRA,DF,Southampton,eng Premier League,24,1997,20.4,2,30,6,20.0,1.47,0.29,0.07,0.33,22.3,0,0,0,1.3,1.3,0.04,+0.7,+0.7,Matches,30.0,1.4705882352941178,20.0
2103,Gaëtan Perrin,fr FRA,"MF,FW",Auxerre,fr Ligue 1,26,1996,15.5,3,26,9,34.6,1.68,0.58,0.08,0.22,21.2,0,1,1,2.9,2.1,0.08,+0.1,-0.1,Matches,26.0,1.6774193548387097,34.6
2104,Lucas Perrin,fr FRA,DF,Strasbourg,fr Ligue 1,23,1998,19.6,0,7,4,57.1,0.36,0.20,0.00,0.00,11.7,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches,7.0,0.3571428571428571,57.1
2106,Matteo Pessina,it ITA,MF,Monza,it Serie A,25,1997,32.6,5,25,6,24.0,0.77,0.18,0.08,0.33,19.2,0,3,3,5.1,2.8,0.11,-0.1,-0.8,Matches,25.0,0.7668711656441718,24.0
2107,Andrea Petagna,it ITA,FW,Monza,it Serie A,27,1995,18.5,4,35,12,34.3,1.89,0.65,0.09,0.25,13.2,0,1,1,5.7,4.9,0.14,-1.7,-1.9,Matches,35.0,1.8918918918918919,34.3
2108,Nils Petersen,de GER,FW,Freiburg,de Bundesliga,33,1988,3.1,1,9,2,22.2,2.92,0.65,0.11,0.50,17.7,0,0,0,1.2,1.2,0.13,-0.2,-0.2,Matches,9.0,2.903225806451613,22.2
2113,Luca Pfeiffer,de GER,FW,Stuttgart,de Bundesliga,25,1996,7.8,0,12,1,8.3,1.54,0.13,0.00,0.00,13.8,0,0,0,1.6,1.6,0.13,-1.6,-1.6,Matches,12.0,1.5384615384615385,8.3
2114,Maximilian Philipp,de GER,FW,Wolfsburg,de Bundesliga,28,1994,1.3,0,1,1,100.0,0.78,0.78,0.00,0.00,18.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,1.0,0.7692307692307692,100.0
2115,Maximilian Philipp,de GER,"FW,MF",Werder Bremen,de Bundesliga,28,1994,4.9,1,11,3,27.3,2.24,0.61,0.09,0.33,16.0,0,0,0,2.0,2.0,0.18,-1.0,-1.0,Matches,11.0,2.2448979591836733,27.3
2118,Krzysztof Piątek,pl POL,FW,Salernitana,it Serie A,27,1995,23.8,4,57,19,33.3,2.40,0.80,0.05,0.16,15.5,1,1,1,8.3,7.6,0.13,-4.3,-4.6,Matches,57.0,2.3949579831932772,33.3
2119,Roberto Piccoli,it ITA,FW,Hellas Verona,it Serie A,21,2001,2.1,0,4,2,50.0,1.87,0.94,0.00,0.00,12.7,0,0,0,0.4,0.4,0.10,-0.4,-0.4,Matches,4.0,1.9047619047619047,50.0
2120,Roberto Piccoli,it ITA,FW,Empoli,it Serie A,21,2001,5.7,2,12,6,50.0,2.09,1.05,0.17,0.33,15.5,0,0,0,1.3,1.3,0.10,+0.7,+0.7,Matches,12.0,2.1052631578947367,50.0
2121,Charles Pickel,cd COD,MF,Cremonese,it Serie A,25,1997,27.6,1,23,7,30.4,0.83,0.25,0.04,0.14,15.9,0,0,0,1.6,1.6,0.07,-0.6,-0.6,Matches,23.0,0.8333333333333333,30.4
2123,Amos Pieper,de GER,DF,Werder Bremen,de Bundesliga,24,1998,21.7,2,11,4,36.4,0.51,0.18,0.18,0.50,13.0,0,0,0,0.7,0.7,0.07,+1.3,+1.3,Matches,11.0,0.5069124423963134,36.4
2124,Ronaël Pierre-Gabriel,fr FRA,DF,Espanyol,es La Liga,24,1998,2.6,1,2,1,50.0,0.76,0.38,0.50,1.00,14.6,0,0,0,0.2,0.2,0.08,+0.8,+0.8,Matches,2.0,0.7692307692307692,50.0
2125,Ronaël Pierre-Gabriel,fr FRA,DF,Strasbourg,fr Ligue 1,24,1998,7.3,0,3,2,66.7,0.41,0.28,0.00,0.00,14.6,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches,3.0,0.4109589041095891,66.7
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,
2126,Andrea Pinamonti,it ITA,FW,Sassuolo,it Serie A,23,1999,24.0,5,66,21,31.8,2.75,0.87,0.06,0.19,15.3,0,1,1,7.1,6.3,0.10,-2.1,-2.3,Matches,66.0,2.75,31.8
2127,Ethan Pinnock,jm JAM,DF,Brentford,eng Premier League,29,1993,30.0,3,15,8,53.3,0.50,0.27,0.20,0.38,10.0,0,0,0,3.0,3.0,0.21,0.0,0.0,Matches,15.0,0.5,53.3
2128,Yeremi Pino,es ESP,"FW,MF",Villarreal,es La Liga,19,2002,27.2,4,50,19,38.0,1.84,0.70,0.08,0.21,13.2,0,0,0,8.0,8.0,0.16,-4.0,-4.0,Matches,50.0,1.8382352941176472,38.0
2130,Lorenzo Pirola,it ITA,DF,Salernitana,it Serie A,20,2002,21.6,2,13,2,15.4,0.60,0.09,0.15,1.00,11.5,0,0,0,1.5,1.5,0.11,+0.5,+0.5,Matches,13.0,0.6018518518518519,15.4
2132,Marko Pjaca,hr CRO,"MF,FW",Empoli,it Serie A,27,1995,5.8,0,15,2,13.3,2.57,0.34,0.00,0.00,19.5,0,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches,15.0,2.586206896551724,13.3
2133,Óscar Plano,es ESP,"FW,MF",Valladolid,es La Liga,31,1991,22.6,1,30,10,33.3,1.32,0.44,0.03,0.10,17.3,0,0,0,2.8,2.8,0.09,-1.8,-1.8,Matches,30.0,1.327433628318584,33.3
2134,Gonzalo Plata,ec ECU,FW,Valladolid,es La Liga,21,2000,25.6,1,37,13,35.1,1.45,0.51,0.03,0.08,17.5,1,0,0,3.7,3.7,0.10,-2.7,-2.7,Matches,37.0,1.4453125,35.1
2135,Marvin Plattenhardt,de GER,DF,Hertha BSC,de Bundesliga,30,1992,26.7,0,8,1,12.5,0.30,0.04,0.00,0.00,27.3,4,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,8.0,0.299625468164794,12.5
2136,Alassane Pléa,fr FRA,FW,Gladbach,de Bundesliga,29,1993,19.7,2,27,11,40.7,1.37,0.56,0.04,0.09,18.6,1,1,2,5.0,3.4,0.13,-3.0,-2.4,Matches,27.0,1.3705583756345179,40.7
2137,Tommaso Pobega,it ITA,MF,Milan,it Serie A,23,1999,9.8,2,20,5,25.0,2.04,0.51,0.10,0.40,18.7,0,0,0,1.4,1.4,0.07,+0.6,+0.6,Matches,20.0,2.0408163265306123,25.0
2138,Daniel Podence,pt POR,"FW,MF",Wolves,eng Premier League,26,1995,19.7,6,43,17,39.5,2.19,0.86,0.14,0.35,16.5,0,0,0,3.9,3.9,0.09,+2.1,+2.1,Matches,43.0,2.182741116751269,39.5
2139,Paul Pogba,fr FRA,"MF,FW",Juventus,it Serie A,29,1993,1.2,0,5,2,40.0,4.05,1.62,0.00,0.00,18.5,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches,5.0,4.166666666666667,40.0
2141,Matteo Politano,it ITA,FW,Napoli,it Serie A,28,1993,13.0,3,30,6,20.0,2.32,0.46,0.03,0.17,20.7,1,2,3,4.1,1.7,0.06,-1.1,-0.7,Matches,30.0,2.3076923076923075,20.0
2142,Sebastian Polter,de GER,FW,Schalke 04,de Bundesliga,31,1991,7.0,2,12,7,58.3,1.71,1.00,0.17,0.29,9.8,0,0,0,2.0,2.0,0.17,0.0,0.0,Matches,12.0,1.7142857142857142,58.3
2143,Ezequiel Ponce,ar ARG,"FW,MF",Elche,es La Liga,25,1997,12.5,4,29,9,31.0,2.33,0.72,0.14,0.44,12.9,0,0,0,3.6,3.6,0.12,+0.4,+0.4,Matches,29.0,2.32,31.0
2144,Julien Ponceau,fr FRA,MF,Lorient,fr Ligue 1,21,2000,18.4,1,14,4,28.6,0.76,0.22,0.07,0.25,18.5,0,0,0,1.8,1.8,0.13,-0.8,-0.8,Matches,14.0,0.7608695652173914,28.6
2148,Jackson Porozo,ec ECU,DF,Troyes,fr Ligue 1,21,2000,18.0,2,22,9,40.9,1.22,0.50,0.09,0.22,12.7,0,0,0,2.8,2.8,0.13,-0.8,-0.8,Matches,22.0,1.2222222222222223,40.9
2149,Pedro Porro,es ESP,"DF,MF",Tottenham,eng Premier League,22,1999,12.6,3,26,7,26.9,2.07,0.56,0.12,0.43,20.4,1,0,0,1.8,1.8,0.07,+1.2,+1.2,Matches,26.0,2.0634920634920637,26.9
2150,Francisco Portillo,es ESP,"MF,FW",Almería,es La Liga,32,1990,8.0,2,5,2,40.0,0.62,0.25,0.40,1.00,17.4,0,0,0,0.7,0.7,0.14,+1.3,+1.3,Matches,5.0,0.625,40.0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,
2151,Portu,es ESP,"MF,DF",Getafe,es La Liga,30,1992,19.7,0,15,5,33.3,0.76,0.25,0.00,0.00,18.1,0,0,0,1.7,1.7,0.12,-1.7,-1.7,Matches,15.0,0.7614213197969544,33.3
2152,Stefan Posch,at AUT,DF,Bologna,it Serie A,25,1997,28.1,6,28,10,35.7,1.00,0.36,0.21,0.60,14.2,1,0,0,3.3,3.3,0.12,+2.7,+2.7,Matches,28.0,0.9964412811387899,35.7
2154,Yussuf Poulsen,dk DEN,FW,RB Leipzig,de Bundesliga,28,1994,4.6,2,13,6,46.2,2.85,1.31,0.15,0.33,13.4,0,0,0,1.3,1.3,0.10,+0.7,+0.7,Matches,13.0,2.8260869565217392,46.2
2157,Alejandro Pozo Pozo,es ESP,DF,Almería,es La Liga,23,1999,20.9,0,10,2,20.0,0.48,0.10,0.00,0.00,20.4,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches,10.0,0.47846889952153115,20.0
2158,Dennis Praet,be BEL,"MF,FW",Leicester City,eng Premier League,28,1994,7.2,1,5,2,40.0,0.69,0.28,0.20,0.50,13.6,0,0,0,1.0,1.0,0.20,0.0,0.0,Matches,5.0,0.6944444444444444,40.0
2159,Abdón Prats,es ESP,"FW,MF",Mallorca,es La Liga,29,1992,4.6,1,6,4,66.7,1.30,0.87,0.17,0.25,13.9,0,0,0,0.7,0.7,0.12,+0.3,+0.3,Matches,6.0,1.3043478260869565,66.7
2160,Sanjin Prcić,ba BIH,MF,Strasbourg,fr Ligue 1,28,1993,18.1,1,28,7,25.0,1.54,0.39,0.04,0.14,26.0,1,0,0,1.2,1.2,0.04,-0.2,-0.2,Matches,28.0,1.5469613259668507,25.0
2162,Grischa Prömel,de GER,MF,Hoffenheim,de Bundesliga,27,1995,16.2,1,24,5,20.8,1.49,0.31,0.04,0.20,16.2,0,0,0,2.5,2.5,0.11,-1.5,-1.5,Matches,24.0,1.4814814814814816,20.8
2164,Javi Puado,es ESP,"FW,MF",Espanyol,es La Liga,24,1998,26.0,7,57,23,40.4,2.19,0.88,0.12,0.30,14.2,0,0,0,7.8,7.8,0.14,-0.8,-0.8,Matches,57.0,2.1923076923076925,40.4
2167,Arnau Puigmal,es ESP,"MF,FW",Almería,es La Liga,21,2001,8.5,1,17,6,35.3,2.01,0.71,0.06,0.17,18.1,0,0,0,1.1,1.1,0.07,-0.1,-0.1,Matches,17.0,2.0,35.3
2168,Christian Pulisic,us USA,"FW,DF",Chelsea,eng Premier League,23,1998,9.1,1,19,6,31.6,2.08,0.66,0.05,0.17,16.8,0,0,0,1.7,1.7,0.09,-0.7,-0.7,Matches,19.0,2.087912087912088,31.6
2169,Ignacio Pussetto,ar ARG,"MF,DF",Sampdoria,it Serie A,26,1995,1.7,0,2,2,100.0,1.18,1.18,0.00,0.00,14.2,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,2.0,1.1764705882352942,100.0
2171,Fabio Quagliarella,it ITA,FW,Sampdoria,it Serie A,39,1983,8.9,1,36,6,16.7,4.05,0.68,0.03,0.17,16.5,0,0,0,2.8,2.8,0.08,-1.8,-1.8,Matches,36.0,4.044943820224719,16.7
2172,Giacomo Quagliata,it ITA,DF,Cremonese,it Serie A,22,2000,7.8,0,9,1,11.1,1.16,0.13,0.00,0.00,19.9,1,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches,9.0,1.153846153846154,11.1
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,
2178,Adrien Rabiot,fr FRA,MF,Juventus,it Serie A,27,1995,30.5,8,48,22,45.8,1.57,0.72,0.17,0.36,16.4,0,0,0,6.2,5.8,0.13,+1.8,+2.2,Matches,48.0,1.5737704918032787,45.8
2179,Nemanja Radonjić,rs SRB,"MF,FW",Torino,it Serie A,26,1996,16.2,2,52,17,32.7,3.20,1.05,0.04,0.12,17.5,0,0,0,5.0,5.0,0.10,-3.0,-3.0,Matches,52.0,3.2098765432098766,32.7
2184,Antonio Raillo,es ESP,DF,Mallorca,es La Liga,30,1991,30.7,2,13,5,38.5,0.42,0.16,0.15,0.40,13.9,0,0,0,0.6,0.6,0.05,+1.4,+1.4,Matches,13.0,0.4234527687296417,38.5
2187,Ivan Rakitić,hr CRO,MF,Sevilla,es La Liga,34,1988,19.9,1,29,8,27.6,1.46,0.40,0.00,0.00,27.3,5,1,2,3.3,1.7,0.06,-2.3,-1.7,Matches,29.0,1.4572864321608041,27.6
2189,Largie Ramazani,be BEL,"FW,MF",Almería,es La Liga,21,2001,15.6,3,40,18,45.0,2.57,1.15,0.08,0.17,19.8,1,0,1,4.2,3.4,0.08,-1.2,-0.4,Matches,40.0,2.5641025641025643,45.0
2191,Adil Rami,fr FRA,DF,Troyes,fr Ligue 1,36,1985,17.7,0,9,3,33.3,0.51,0.17,0.00,0.00,26.0,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches,9.0,0.5084745762711864,33.3
2192,Chris Ramos,es ESP,FW,Cádiz,es La Liga,25,1997,7.9,1,31,6,19.4,3.93,0.76,0.03,0.17,13.3,0,0,0,3.0,3.0,0.10,-2.0,-2.0,Matches,31.0,3.9240506329113924,19.4
2193,Sergio Ramos,es ESP,DF,Paris S-G,fr Ligue 1,36,1986,30.0,2,19,7,36.8,0.63,0.23,0.11,0.29,14.6,1,0,0,1.7,1.7,0.09,+0.3,+0.3,Matches,19.0,0.6333333333333333,36.8
2195,Aaron Ramsey,wls WAL,MF,Nice,fr Ligue 1,31,1990,17.6,1,22,6,27.3,1.25,0.34,0.05,0.17,15.3,1,0,0,2.5,2.5,0.11,-1.5,-1.5,Matches,22.0,1.25,27.3
2196,Jacob Ramsey,eng ENG,"MF,FW",Aston Villa,eng Premier League,21,2001,29.3,6,33,13,39.4,1.13,0.44,0.18,0.46,15.9,0,0,0,5.0,5.0,0.15,+1.0,+1.0,Matches,33.0,1.1262798634812285,39.4
2199,Filippo Ranocchia,it ITA,MF,Monza,it Serie A,21,2001,5.9,1,19,8,42.1,3.23,1.36,0.05,0.13,25.2,5,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches,19.0,3.2203389830508473,42.1
2200,Lilian Raolisoa,fr FRA,"DF,MF",Angers,fr Ligue 1,22,2000,1.9,1,3,2,66.7,1.56,1.04,0.33,0.50,18.7,0,0,0,0.2,0.2,0.06,+0.8,+0.8,Matches,3.0,1.5789473684210527,66.7
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,
2201,Raphinha,br BRA,FW,Barcelona,es La Liga,25,1996,23.0,7,79,25,31.6,3.43,1.09,0.09,0.28,18.5,11,0,0,9.3,9.3,0.12,-2.3,-2.3,Matches,79.0,3.4347826086956523,31.6
2203,Elba Rashani,xk KVX,"MF,FW",Clermont Foot,fr Ligue 1,29,1993,24.0,3,35,13,37.1,1.46,0.54,0.09,0.23,14.4,0,0,0,4.7,4.7,0.13,-1.7,-1.7,Matches,35.0,1.4583333333333333,37.1
2204,Marcus Rashford,eng ENG,FW,Manchester Utd,eng Premier League,24,1997,32.0,17,108,49,45.4,3.38,1.53,0.16,0.35,16.4,7,0,0,15.4,15.4,0.15,+1.6,+1.6,Matches,108.0,3.375,45.4
2206,Giacomo Raspadori,it ITA,"FW,MF",Napoli,it Serie A,22,2000,10.1,2,41,16,39.0,4.05,1.58,0.05,0.13,17.1,3,0,0,3.5,3.5,0.09,-1.5,-1.5,Matches,41.0,4.0594059405940595,39.0
2207,Rafael Ratão,br BRA,"FW,MF",Toulouse,fr Ligue 1,26,1995,20.6,5,31,11,35.5,1.51,0.53,0.16,0.45,12.4,0,0,0,5.1,5.1,0.17,-0.1,-0.1,Matches,31.0,1.5048543689320388,35.5
2208,David Raum,de GER,"DF,MF",RB Leipzig,de Bundesliga,24,1998,18.7,0,14,5,35.7,0.75,0.27,0.00,0.00,23.1,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches,14.0,0.7486631016042781,35.7
2210,Rayan Raveloson,mg MAD,"DF,MF",Auxerre,fr Ligue 1,25,1997,27.0,2,29,5,17.2,1.07,0.19,0.07,0.40,19.5,3,0,0,2.4,2.4,0.08,-0.4,-0.4,Matches,29.0,1.0740740740740742,17.2
2212,Tim Ream,us USA,DF,Fulham,eng Premier League,34,1987,32.2,1,3,2,66.7,0.09,0.06,0.33,0.50,9.8,0,0,0,0.3,0.3,0.09,+0.7,+0.7,Matches,3.0,0.09316770186335403,66.7
2213,Ante Rebić,hr CRO,"FW,MF",Milan,it Serie A,28,1993,10.9,3,27,13,48.1,2.48,1.19,0.11,0.23,16.0,2,0,0,3.5,3.5,0.13,-0.5,-0.5,Matches,27.0,2.477064220183486,48.1
2214,Arkadiusz Reca,pl POL,DF,Spezia,it Serie A,27,1995,24.1,1,22,8,36.4,0.91,0.33,0.05,0.13,23.7,0,0,0,1.0,1.0,0.04,0.0,0.0,Matches,22.0,0.9128630705394191,36.4
2216,Harrison Reed,eng ENG,MF,Fulham,eng Premier League,27,1995,31.8,3,20,7,35.0,0.63,0.22,0.15,0.43,20.1,0,0,0,1.9,1.9,0.09,+1.1,+1.1,Matches,20.0,0.6289308176100629,35.0
2217,Sergio Reguilón,es ESP,DF,Atlético Madrid,es La Liga,25,1996,3.4,0,3,1,33.3,0.87,0.29,0.00,0.00,17.7,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,3.0,0.8823529411764706,33.3
2218,Bobby Reid,jm JAM,"FW,DF",Fulham,eng Premier League,29,1993,27.5,4,31,10,32.3,1.13,0.36,0.13,0.40,13.7,0,0,0,3.9,3.9,0.13,+0.1,+0.1,Matches,31.0,1.1272727272727272,32.3
2221,Jeff Reine-Adélaïde,fr FRA,MF,Lyon,fr Ligue 1,24,1998,3.7,0,10,7,70.0,2.68,1.87,0.00,0.00,20.0,0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches,10.0,2.7027027027027026,70.0
2222,Reinier,br BRA,"MF,FW",Girona,es La Liga,20,2002,7.2,2,10,4,40.0,1.39,0.56,0.20,0.50,11.6,0,0,0,1.5,1.5,0.15,+0.5,+0.5,Matches,10.0,1.3888888888888888,40.0
2224,Karim Rekik,nl NED,DF,Sevilla,es La Liga,27,1994,13.1,1,8,1,12.5,0.61,0.08,0.13,1.00,15.6,0,0,0,0.8,0.8,0.10,+0.2,+0.2,Matches,8.0,0.6106870229007634,12.5
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,
2227,Marco Reus,de GER,"MF,FW",Dortmund,de Bundesliga,33,1989,15.0,6,36,10,27.8,2.39,0.67,0.14,0.50,16.6,6,1,1,5.1,4.3,0.12,+0.9,+0.7,Matches,36.0,2.4,27.8
2229,Elvis Rexhbeçaj,de GER,MF,Augsburg,de Bundesliga,24,1997,28.0,0,16,5,31.3,0.57,0.18,0.00,0.00,27.0,0,0,0,0.3,0.3,0.02,-0.3,-0.3,Matches,16.0,0.5714285714285714,31.3
2230,Gio Reyna,us USA,"FW,MF",Dortmund,de Bundesliga,19,2002,6.9,7,24,11,45.8,3.46,1.58,0.25,0.55,15.1,1,1,1,4.3,3.5,0.16,+2.7,+2.5,Matches,24.0,3.4782608695652173,45.8
2232,Nico Ribaudo,es ESP,"MF,FW",Espanyol,es La Liga,21,2001,13.9,1,33,11,33.3,2.38,0.79,0.03,0.09,20.4,3,0,0,3.7,3.7,0.11,-2.7,-2.7,Matches,33.0,2.3741007194244603,33.3
2233,Alexsandro Ribeiro,br BRA,DF,Lille,fr Ligue 1,22,1999,17.9,3,17,7,41.2,0.95,0.39,0.18,0.43,9.5,0,0,0,1.8,1.8,0.11,+1.2,+1.2,Matches,17.0,0.9497206703910616,41.2
2235,Samuele Ricci,it ITA,MF,Torino,it Serie A,20,2001,23.0,2,21,7,33.3,0.91,0.30,0.10,0.29,21.5,0,0,0,1.7,1.7,0.08,+0.3,+0.3,Matches,21.0,0.9130434782608695,33.3
2236,Declan Rice,eng ENG,MF,West Ham,eng Premier League,23,1999,36.4,4,35,8,22.9,0.96,0.22,0.11,0.50,23.6,1,0,1,2.4,1.6,0.05,+1.6,+2.4,Matches,35.0,0.9615384615384616,22.9
2238,Richarlison,br BRA,"MF,FW",Tottenham,eng Premier League,25,1997,11.2,1,27,14,51.9,2.41,1.25,0.04,0.07,12.6,0,0,0,3.3,3.3,0.12,-2.3,-2.3,Matches,27.0,2.410714285714286,51.9
2239,Marco Richter,de GER,"MF,FW",Hertha BSC,de Bundesliga,24,1997,20.4,6,49,15,30.6,2.40,0.74,0.12,0.40,22.3,4,0,0,3.7,3.7,0.08,+2.3,+2.3,Matches,49.0,2.401960784313726,30.6
2240,Diego Rico,es ESP,DF,Real Sociedad,es La Liga,29,1993,18.3,0,9,3,33.3,0.49,0.16,0.00,0.00,27.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,9.0,0.4918032786885246,33.3
2243,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,34,1988,28.4,0,11,3,27.3,0.39,0.11,0.00,0.00,22.0,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches,11.0,0.38732394366197187,27.3
2245,Renaud Ripart,fr FRA,"FW,MF",Troyes,fr Ligue 1,29,1993,14.7,4,39,14,35.9,2.66,0.95,0.10,0.29,16.0,0,0,0,3.5,3.5,0.09,+0.5,+0.5,Matches,39.0,2.653061224489796,35.9
2246,Rodrigo Riquelme,es ESP,"MF,FW",Girona,es La Liga,22,2000,24.2,4,56,22,39.3,2.31,0.91,0.07,0.18,20.0,2,0,0,4.0,4.0,0.07,0.0,0.0,Matches,56.0,2.31404958677686,39.3
2248,Sergi Roberto,es ESP,"DF,MF",Barcelona,es La Liga,30,1992,14.5,4,18,6,33.3,1.24,0.41,0.22,0.67,15.6,0,0,0,2.4,2.4,0.13,+1.6,+1.6,Matches,18.0,1.2413793103448276,33.3
2249,Lucas Robertone,ar ARG,MF,Almería,es La Liga,25,1997,31.6,2,37,7,18.9,1.17,0.22,0.05,0.29,25.4,4,0,0,2.6,2.6,0.07,-0.6,-0.6,Matches,37.0,1.1708860759493671,18.9
2250,Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,28,1994,28.7,0,13,2,15.4,0.45,0.07,0.00,0.00,14.5,0,0,0,1.3,1.3,0.11,-1.3,-1.3,Matches,13.0,0.4529616724738676,15.4
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,
2253,Joel Roca,es ESP,"MF,FW",Girona,es La Liga,17,2005,0.9,0,4,2,50.0,4.29,2.14,0.00,0.00,18.3,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches,4.0,4.444444444444445,50.0
2254,Marc Roca,es ESP,MF,Leeds United,eng Premier League,25,1996,25.7,1,35,13,37.1,1.36,0.51,0.03,0.08,22.3,4,0,0,2.1,2.1,0.06,-1.1,-1.1,Matches,35.0,1.3618677042801557,37.1
2255,Enzo Roco,cl CHI,DF,Elche,es La Liga,29,1992,18.4,0,10,3,30.0,0.54,0.16,0.00,0.00,10.3,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches,10.0,0.5434782608695653,30.0
2257,Sebastian Rode,de GER,MF,Eint Frankfurt,de Bundesliga,31,1990,15.7,4,9,4,44.4,0.57,0.25,0.44,1.00,18.7,0,0,0,0.9,0.9,0.10,+3.1,+3.1,Matches,9.0,0.5732484076433121,44.4
2258,Joe Rodon,wls WAL,DF,Rennes,fr Ligue 1,24,1997,15.7,1,7,2,28.6,0.44,0.13,0.14,0.50,6.9,0,0,0,0.9,0.9,0.13,+0.1,+0.1,Matches,7.0,0.445859872611465,28.6
2259,Rodri,es ESP,MF,Manchester City,eng Premier League,26,1996,32.3,2,50,14,28.0,1.55,0.43,0.04,0.14,17.1,0,0,0,4.6,4.6,0.09,-2.6,-2.6,Matches,50.0,1.5479876160990713,28.0
2260,Rodri,es ESP,"FW,MF",Betis,es La Liga,22,2000,17.8,2,15,6,40.0,0.84,0.34,0.13,0.33,17.4,0,0,0,1.4,1.4,0.09,+0.6,+0.6,Matches,15.0,0.8426966292134831,40.0
2261,Rodrigo,es ESP,"FW,MF",Leeds United,eng Premier League,31,1991,21.5,13,66,25,37.9,3.07,1.16,0.18,0.48,15.8,2,1,1,8.0,7.2,0.11,+5.0,+4.8,Matches,66.0,3.0697674418604652,37.9
2262,Ángel Rodríguez,es ESP,"FW,MF",Mallorca,es La Liga,35,1987,4.4,1,13,6,46.2,2.97,1.37,0.08,0.17,13.1,0,0,0,2.8,2.8,0.21,-1.8,-1.8,Matches,13.0,2.954545454545454,46.2
2263,Óscar Rodríguez Arnaiz,es ESP,MF,Celta Vigo,es La Liga,24,1998,19.7,2,43,17,39.5,2.18,0.86,0.05,0.12,24.6,10,0,0,3.6,3.6,0.08,-1.6,-1.6,Matches,43.0,2.182741116751269,39.5
