,UID,Inf,Name,DoB,Nat,Division,Club,Based,Preferred Foot,Right Foot,Left Foot,Position,Height,Weight,Age,Transfer Value,Wage,AT Apps,AT Gls,Team,Caps,Yth Apps,Style,Rc Injury,Best Role,Best Duty,Best Pos,Acceleration,Aerial Reach,Aggression,Agility,Anticipation,Balance,Bravery,Command of Area,Communication,Composure,Concentration,Corners,Crossing,Decisions,Determination,Dribbling,Eccentricity,Finishing,First Touch,Flair,Free Kick Taking,Handling,Heading,Jumping Reach,Kicking,Leadership,Long Shots,Long Throws,Marking,Fitness,Off the Ball,One vs One,Pace,Passing,Penalty Taking,Positioning,Punching,Reflexes,Rushing Out,Stamina,Strength,Tackling,Teamwork,Technique,Throwing,Vision,Work Rate,Unnamed: 0,fm,normal
8352,83278291,,João Gonçalves,2000-11-05,POR,Portuguese Premier League,Boavista,Portugal (Premier League),Right,Very Strong,Weak,GK,188,80 kg,21,€12K - €120K,"€3,000 p/m",2,-,,0,1,Assertive,-,Sweeper Keeper,Support,GK,45,70,65,65,50,60,65,55,55,55,40,15,15,45,65,10,50,5,40,10,35,40,30,75,40,50,15,5,15,55,15,50,45,40,15,55,40,60,65,60,70,5,60,40,60,35,60,147,BVT,Boavista
8353,2000194003,Wnt,Júlio Dabó,2004-03-13,GNB,Portuguese Premier League,Boavista,Portugal (Premier League),Left Only,Weak,Very Strong,"DL,WBL",177,72 kg,18,€20K - €190K,€275 p/m,-,-,,0,-,Technical,-,Full-Back,Defend,DL,75,5,25,70,50,45,45,5,5,45,35,25,40,65,20,25,15,30,40,40,15,5,25,50,10,50,20,35,45,35,40,5,70,50,35,55,10,10,15,55,40,75,45,45,15,25,45,147,BVT,Boavista
8354,2000013409,,Berna,2003-09-15,POR,Portuguese Premier League,Boavista,Portugal (Premier League),Left,Weak,Very Strong,MC,169,63 kg,18,€160K - €500K,"€1,900 p/m",-,-,,0,-,Technical,-,Carrilero,Support,MC,55,15,55,65,45,55,50,15,10,40,45,50,50,50,70,55,20,50,55,30,35,20,30,30,15,50,40,25,45,60,45,10,55,60,40,55,15,10,15,60,40,40,50,55,10,55,40,147,BVT,Boavista
8355,2000047602,Wnt,Pedro Gomes,2003-06-04,POR,Portuguese Premier League,Boavista,Portugal (Premier League),Right,Very Strong,Reasonable,DC,184,72 kg,19,€22K - €220K,"€1,700 p/m",-,-,,0,-,Intelligent,-,Central Defender,Stopper,DC,60,5,75,50,50,40,45,20,10,40,50,35,20,70,60,25,15,35,40,25,30,10,65,35,5,35,35,5,65,50,35,10,35,25,30,35,20,10,5,25,50,65,35,30,10,25,40,147,BVT,Boavista
8356,2000124909,Wnt,Joel Silva,2003-02-11,POR,Portuguese Premier League,Boavista,Portugal (Premier League),Left Only,Weak,Very Strong,MC,181,68 kg,19,€90K - €275K,"€1,700 p/m",-,-,,0,-,Intelligent,-,Central Midfielder,Attack,MC,65,20,35,45,45,45,20,5,20,40,25,40,40,75,75,30,5,45,75,25,40,10,40,55,15,60,50,10,50,70,40,15,40,55,30,35,5,5,15,40,35,40,45,55,5,70,65,147,BVT,Boavista
8357,2000047034,,Cristiano Fitzgerald,2003-11-10,IRL,Portuguese Premier League,Boavista,Portugal (Premier League),Right Only,Very Strong,Weak,"AMR,AML,AMC",174,66 kg,18,€0 - €90K,"€1,700 p/m",-,-,,0,-,Physical,-,Winger,Support,AMR,60,15,35,55,25,35,15,5,5,20,35,25,35,65,25,50,10,40,60,60,30,15,30,35,15,25,35,15,30,60,50,5,65,25,5,30,10,10,20,40,20,25,35,60,5,40,60,147,BVT,Boavista
8358,2000044864,,Diego Llorente,2001-10-08,DOM,Portuguese Premier League,Boavista,Portugal (Premier League),Right Only,Very Strong,Weak,AMR,179,71 kg,20,0,"€1,900 p/m",6,-,,0,-,Technical,-,Winger,Support,AMR,70,5,75,55,45,15,25,15,15,40,35,35,35,65,65,60,15,25,60,60,35,10,35,40,15,5,40,30,35,45,50,5,45,45,20,20,5,15,15,50,20,40,40,65,15,25,45,147,BVT,Boavista
8359,2000215140,,Tiago Machado,2004-04-02,POR,Portuguese Premier League,Boavista,Portugal (Premier League),Left,Weak,Very Strong,ST,185,79 kg,18,€0 - €60K,"€1,700 p/m",-,-,,0,-,Physical,-,Poacher,Attack,ST,70,10,40,45,35,35,20,15,5,35,35,30,20,60,65,40,5,45,60,45,30,5,70,60,10,5,40,25,20,90,35,15,50,40,5,35,15,15,5,40,20,5,30,45,10,20,40,147,BVT,Boavista
8360,2000146610,Yth,Gustavo António,2005-05-05,POR,Portuguese Premier League,Boavista,Portugal (Premier League),Left,Weak,Very Strong,"AMR,AML",179,70 kg,17,€0 - €50K,€275 p/m,-,-,,0,-,Creative,-,Winger,Attack,AML,65,15,30,45,35,30,30,5,15,25,15,35,50,65,30,65,5,30,40,60,15,15,20,25,10,55,15,5,25,75,25,15,60,55,25,20,10,10,5,30,15,20,35,60,5,45,55,147,BVT,Boavista
8361,2000146420,Yth,Gonçalo Liça,2005-02-03,POR,Portuguese Premier League,Boavista,Portugal (Premier League),Right Only,Very Strong,Weak,"DR,WBR,MC",176,72 kg,17,€0 - €40K,€275 p/m,-,-,,0,-,Physical,-,Complete Wing-Back,Support,DR,50,15,40,60,25,40,10,10,20,45,25,30,40,75,60,40,10,15,40,35,35,5,25,30,15,20,35,35,40,90,35,5,75,60,20,25,15,5,5,50,35,45,40,45,5,40,45,147,BVT,Boavista
8362,2000129403,Loa,Jake Micallef,2004-01-12,MLT,Portuguese Premier League,Boavista,Portugal (Premier League),Right,Very Strong,Fairly Strong,"DC,DM,MC",180,73 kg,18,0,€275 p/m,18,-,U21,0,-,Physical,-,Central Defender,Stopper,DC,55,5,75,50,20,25,30,15,5,15,15,5,10,65,45,15,10,5,40,25,20,15,25,40,15,10,5,15,25,60,25,10,45,25,10,35,5,5,15,30,25,50,30,25,15,25,50,147,BVT,Boavista
8363,2000157181,Yth,Pedro Peralta,2004-01-06,POR,Portuguese Premier League,Boavista,Portugal (Premier League),Right,Very Strong,Weak,"DM,MC",175,60 kg,18,0,€275 p/m,1,-,,0,-,Technical,-,Central Midfielder,Support,MC,50,10,45,65,35,35,35,15,15,20,20,30,20,70,30,25,10,25,55,25,30,15,30,35,10,40,40,15,45,60,40,15,50,60,10,25,15,15,10,40,20,70,35,40,5,40,60,147,BVT,Boavista
8364,2000212939,Yth,Sean Gatt,2005-08-25,MLT,Portuguese Premier League,Boavista,Portugal (Premier League),Right Only,Very Strong,Weak,ST,174,62 kg,16,0,€275 p/m,-,-,U21,0,-,Technical,-,Advanced Forward,Attack,ST,65,5,45,55,15,25,20,10,15,35,10,20,25,20,70,45,15,65,65,40,20,20,35,20,15,40,20,5,5,55,45,10,55,25,20,15,10,5,15,15,30,5,20,40,15,20,25,147,BVT,Boavista
8365,2000225236,,Jaden Gasking,2005-02-28,AUS,Portuguese Premier League,Boavista,Portugal (Premier League),Right Only,Very Strong,Very Weak,ST,184,70 kg,17,€18K - €180K,€500 p/m,-,-,,0,-,Physical,-,Poacher,Attack,ST,65,10,55,65,45,30,15,5,15,30,30,25,15,35,20,65,15,65,65,45,25,10,65,45,15,45,30,5,25,80,50,5,65,30,25,5,15,5,15,25,30,20,25,45,10,10,30,147,BVT,Boavista
8366,2000013417,Wnt,Martim Rocha,2004-04-11,POR,Portuguese Premier League,Boavista,Portugal (Premier League),Right Only,Very Strong,Weak,DC,190,81 kg,18,€2.5K - €8K,€275 p/m,-,-,,0,-,Physical,-,Central Defender,Defend,DC,70,10,35,45,65,35,40,15,15,30,40,20,20,65,45,5,10,10,30,25,5,5,70,60,10,25,15,5,70,70,20,5,50,35,25,30,5,5,15,25,45,40,25,30,10,30,35,147,BVT,Boavista
8367,2000225229,Yth,Luís Henrique,2004-11-17,BRA,Portuguese Premier League,Boavista,Portugal (Premier League),Right Only,Very Strong,Weak,GK,188,70 kg,17,€35K - €100K,€275 p/m,-,-,,0,-,Distributor,-,Sweeper Keeper,Defend,GK,60,20,45,30,30,30,75,50,25,25,40,15,5,65,45,10,25,15,25,15,15,65,5,50,65,50,10,10,15,90,10,60,65,40,15,50,75,55,40,15,15,10,30,20,40,25,25,147,BVT,Boavista
8368,2000225235,Loa,Renan Pineschi,2004-08-06,BRA,Portuguese Premier League,Boavista,Portugal (Premier League),Right Only,Very Strong,Weak,ST,176,64 kg,17,0,€275 p/m,-,-,,0,-,Technical,-,Advanced Forward,Attack,ST,65,5,75,50,45,30,30,5,15,35,5,20,10,30,65,60,15,65,55,60,25,15,50,40,5,5,20,10,20,65,45,15,65,35,5,20,5,5,15,30,20,15,25,60,15,35,15,147,BVT,Boavista
8369,2000225233,Yth,Anthony Barile,2004-01-28,ITA,Portuguese Premier League,Boavista,Portugal (Premier League),Right Only,Very Strong,Weak,AML,164,56 kg,18,0,€275 p/m,-,-,,0,-,Creative,-,Inverted Winger,Attack,AML,65,15,25,55,30,35,25,5,5,25,10,25,45,45,45,50,10,35,60,70,25,10,25,10,10,40,20,25,10,75,15,5,55,25,15,15,10,15,15,40,5,25,35,35,10,50,60,147,BVT,Boavista
8370,2000225234,Loa,Francisco Agustín,2004-11-05,VEN,Portuguese Premier League,Boavista,Portugal (Premier League),Right,Very Strong,Weak,MC,172,60 kg,17,0,€275 p/m,-,-,,0,-,Physical,-,Central Midfielder,Attack,MC,55,5,55,65,35,25,15,15,15,15,15,15,5,60,70,5,15,25,65,40,20,10,5,10,15,5,30,5,20,80,20,5,65,65,5,25,5,10,10,40,15,20,30,55,10,35,55,147,BVT,Boavista
8371,14110838,,Santiago Colombatto,1997-01-17,ARG,Portuguese Premier League,Famalicão,Portugal (Premier League),Left,Reasonable,Very Strong,"DM,MC",179,71 kg,25,€12K - €6.4M,"€21,500 p/m",162,6,,0,5,Technical,-,Deep Lying Playmaker,Defend,DM,60,10,55,65,65,70,70,5,5,65,50,55,60,70,75,55,5,45,65,55,60,5,50,50,10,60,60,50,60,50,60,5,60,70,50,55,5,15,20,70,60,60,65,65,10,70,55,148,Famalicão,Famalicão
8372,55062071,,Ivo Rodrigues,1995-03-30,POR,Portuguese Premier League,Famalicão,Portugal (Premier League),Right,Very Strong,Reasonable,"AMR,AML,ST",180,70 kg,27,€275K - €2.7M,"€13,750 p/m",228,35,,0,-,Technical,-,Inverted Winger,Support,AML,70,15,40,65,60,60,60,15,5,55,55,60,70,45,75,65,15,70,65,65,65,5,45,45,5,35,70,35,35,60,65,10,70,65,60,35,5,5,20,65,35,40,60,70,15,65,70,148,Famalicão,Famalicão
8373,18102670,Inj,José Luis Rodríguez,1998-06-19,PAN,Portuguese Premier League,Famalicão,Portugal (Premier League),Left,Reasonable,Very Strong,"MR,ML,AMR,AML",180,77 kg,24,€80K - €800K,"€14,500 p/m",94,11,Main,39,-,Physical,-,Inverted Winger,Support,AMR,75,15,40,60,50,50,50,20,5,50,55,35,55,45,60,70,10,55,55,70,35,10,45,55,20,40,35,35,35,60,50,15,75,55,55,25,10,10,15,55,55,35,50,60,5,50,55,148,Famalicão,Famalicão
8374,67258040,Wnt,Gustavo Assunção,2000-03-30,BRA,Portuguese Premier League,Famalicão,Portugal (Premier League),Right,Very Strong,Fairly Strong,"DM,MC",178,66 kg,22,€475K - €5.4M,"€15,250 p/m",70,1,,0,-,Technical,-,Deep Lying Playmaker,Defend,DM,55,10,70,65,65,70,55,15,10,75,70,55,60,70,65,65,20,45,65,55,35,15,45,35,15,65,40,60,55,65,60,15,60,70,45,60,15,10,10,65,40,65,75,75,5,75,65,148,Famalicão,Famalicão
8375,55022124,,Pelé,1991-09-29,GNB,Portuguese Premier League,Famalicão,Portugal (Premier League),Right,Very Strong,Reasonable,"DM,MC",182,75 kg,30,€170K - €1.7M,"€159,000 p/m",206,20,Main,21,-,Physical,-,Ball Winning Midfielder,Defend,DM,65,15,60,50,50,70,65,15,5,60,65,50,45,50,65,60,5,50,60,50,40,5,60,55,15,65,60,50,65,80,50,15,60,65,70,65,10,15,10,70,80,65,70,60,15,55,65,148,Famalicão,Famalicão
8376,19362992,Wnt,Riccieli,1998-09-17,BRA,Portuguese Premier League,Famalicão,Portugal (Premier League),Right,Very Strong,Weak,DC,184,80 kg,23,€220K - €2.2M,"€13,500 p/m",96,7,,0,-,Physical,-,No-Nonsense Centre-Back,Stopper,DC,65,10,80,60,70,65,70,5,15,50,60,20,25,55,75,35,15,35,50,40,30,15,70,70,15,65,30,50,70,70,40,10,60,60,45,65,15,5,15,65,65,65,70,55,15,55,55,148,Famalicão,Famalicão
8377,67262227,Inj,Iván Jaime,2000-09-26,ESP,Portuguese Premier League,Famalicão,Portugal (Premier League),Right,Very Strong,Reasonable,"MC,AML,AMC",180,72 kg,21,€400K - €4.1M,"€12,750 p/m",102,12,,0,-,Technical,Damaged cruciate ligaments,Inverted Winger,Support,AML,60,10,35,70,40,55,40,5,20,75,55,65,70,70,55,75,15,50,75,65,60,15,35,45,10,40,50,55,35,65,60,15,55,70,45,45,5,15,5,60,50,45,55,80,5,75,45,148,Famalicão,Famalicão
8378,83206395,,Francisco Moura,1999-08-16,POR,Portuguese Premier League,Famalicão,Portugal (Premier League),Left Only,Weak,Very Strong,"DL,WBL,ML,AML",181,75 kg,22,€250K - €2.5M,"€16,750 p/m",47,5,,0,-,Technical,-,Winger,Support,AML,75,10,45,65,60,55,55,5,5,60,55,55,55,55,65,70,5,50,65,65,50,15,40,50,15,40,40,50,40,65,60,5,70,60,45,45,5,5,10,65,60,60,45,75,20,55,65,148,Famalicão,Famalicão
8379,19362984,,Luiz Júnior,2001-01-14,BRA,Portuguese Premier League,Famalicão,Portugal (Premier League),Left,Weak,Very Strong,GK,192,97 kg,21,€9.6M - €14.5M,"€15,250 p/m",54,-,,0,-,Assertive,-,Sweeper Keeper,Support,GK,60,75,60,60,65,70,70,50,50,40,75,25,10,55,65,10,60,15,50,10,45,65,15,80,60,35,10,15,5,65,5,60,65,60,10,40,40,80,90,55,70,10,60,50,60,50,55,148,Famalicão,Famalicão
8380,55023244,Inj,André Simões,1989-12-16,POR,Portuguese Premier League,Famalicão,Portugal (Premier League),Right,Very Strong,Weak,"DM,MC",177,76 kg,32,Not for Sale,"€13,250 p/m",377,29,,0,-,Leader,-,Ball Winning Midfielder,Defend,DM,55,10,70,60,70,65,70,10,5,65,60,25,45,60,75,50,10,40,60,40,35,5,60,35,15,75,50,25,65,60,50,20,55,65,40,70,5,10,15,65,60,65,70,60,15,55,75,148,Famalicão,Famalicão
8381,48042327,,Zaydou Youssouf,1999-07-11,FRA,Portuguese Premier League,Famalicão,Portugal (Premier League),Left,Reasonable,Very Strong,"MC,AMC",182,81 kg,22,€220K - €2.2M,"€23,000 p/m",95,2,,0,2,Technical,-,Mezzala,Attack,MC,70,15,65,70,55,70,65,5,10,60,55,60,65,60,60,70,5,50,65,70,55,15,40,50,5,60,55,25,40,30,65,10,65,60,55,55,10,20,10,65,55,40,55,70,5,65,70,148,Famalicão,Famalicão
8382,67246260,,Álex Millán,1999-11-07,ESP,Portuguese Premier League,Famalicão,Portugal (Premier League),Right,Very Strong,Reasonable,ST,185,74 kg,22,€180K - €1.8M,"€8,500 p/m",104,33,,0,-,Physical,-,Pressing Forward,Attack,ST,75,5,60,60,55,40,70,15,10,45,50,45,45,55,65,65,10,55,60,60,50,10,60,55,15,35,50,30,25,60,50,10,70,45,70,40,15,15,5,50,60,40,75,65,15,65,50,148,Famalicão,Famalicão
8383,55009690,,Rúben Lima,1989-10-03,POR,Portuguese Premier League,Famalicão,Portugal (Premier League),Left,Weak,Very Strong,"DL,WBL,ML",177,70 kg,32,€110K - €1.1M,"€13,750 p/m",271,3,,0,14,Technical,-,Full-Back,Support,DL,55,5,75,60,70,55,50,15,10,70,65,65,70,60,60,65,5,35,65,65,60,5,50,40,10,60,55,45,60,55,45,10,60,65,35,60,5,10,5,60,55,65,65,75,5,70,65,148,Famalicão,Famalicão
8384,14150323,Wnt,Hernán de la Fuente,1997-01-07,ARG,Portuguese Premier League,Famalicão,Portugal (Premier League),Right,Very Strong,Reasonable,"DR,WBR",177,73 kg,25,€50K - €500K,"€14,000 p/m",68,3,,0,-,Technical,-,Wing-Back,Defend,DR,70,5,65,70,70,60,65,5,5,65,45,40,50,60,65,55,15,35,55,45,35,5,40,40,5,30,60,65,55,75,65,10,70,60,55,45,15,10,5,65,45,65,65,60,10,60,70,148,Famalicão,Famalicão
8385,67245731,,Martín Aguirregabiría,1996-10-05,ESP,Portuguese Premier League,Famalicão,Portugal (Premier League),Right,Very Strong,Reasonable,"DR,WBR",178,69 kg,25,€55K - €550K,"€13,750 p/m",139,2,,0,6,Leader,-,Wing-Back,Defend,DR,70,15,65,65,60,60,70,10,15,55,60,35,60,60,65,55,15,45,55,45,40,15,35,40,10,60,45,60,65,65,70,15,70,45,55,60,15,5,15,65,55,65,60,60,15,55,70,148,Famalicão,Famalicão
8386,36099373,,Enea Mihaj,1998-07-05,ALB,Portuguese Premier League,Famalicão,Portugal (Premier League),Right,Very Strong,Reasonable,DC,186,81 kg,23,€300K - €900K,"€12,250 p/m",68,1,,8,2,Leader,-,Central Defender,Defend,DC,45,15,65,45,60,60,65,10,10,60,55,35,40,55,75,45,10,20,45,20,30,10,65,70,10,45,35,60,65,50,40,5,50,60,25,65,15,5,10,60,70,60,65,50,5,45,65,148,Famalicão,Famalicão
8387,83228369,,Alexandre Penetra,2001-09-09,POR,Portuguese Premier League,Famalicão,Portugal (Premier League),Right,Very Strong,Weak,DC,184,73 kg,20,€3.2M - €6.4M,"€10,750 p/m",30,1,U21,0,3,Physical,-,Central Defender,Defend,DC,60,5,70,60,75,55,55,20,10,45,70,40,35,60,65,40,15,45,60,10,25,10,75,60,15,75,30,50,65,70,40,15,60,65,20,60,10,10,5,65,60,65,60,55,10,55,60,148,Famalicão,Famalicão
8388,83111532,Inj,David Tavares,1999-03-19,POR,Portuguese Premier League,Famalicão,Portugal (Premier League),Left,Weak,Very Strong,"DM,MC",190,82 kg,23,€110K - €1.1M,"€10,750 p/m",60,-,,0,-,Physical,Torn knee ligaments,Ball Winning Midfielder,Support,MC,65,20,70,60,55,75,65,5,10,60,40,55,60,50,40,60,15,40,60,65,45,5,40,70,5,40,45,25,50,80,50,5,65,65,50,40,5,5,20,65,75,55,65,65,10,55,75,148,Famalicão,Famalicão
8389,83105843,Inj,Diogo Queirós,1999-01-05,POR,Portuguese Premier League,Famalicão,Portugal (Premier League),Right,Very Strong,Reasonable,DC,185,80 kg,23,€100K - €1M,"€13,750 p/m",92,2,,0,16,Physical,-,Central Defender,Defend,DC,55,15,70,55,60,65,70,5,15,60,55,20,20,65,60,40,5,25,50,20,25,10,70,65,15,65,25,20,70,80,35,15,60,55,60,60,5,10,15,70,65,60,65,50,10,45,65,148,Famalicão,Famalicão
8390,49057003,,Junior Kadile,2002-12-16,FRA,Portuguese Premier League,Famalicão,Portugal (Premier League),Right Only,Very Strong,Weak,"AMR,AML",182,76 kg,19,€110K - €1.1M,"€10,750 p/m",4,-,,0,-,Physical,-,Winger,Support,AMR,75,10,70,70,60,55,65,10,10,35,40,35,40,35,70,65,5,50,60,60,45,5,50,55,5,35,50,35,25,70,60,15,75,40,15,30,5,15,20,60,50,50,40,60,10,45,70,148,Famalicão,Famalicão
8391,55003130,,Rui Fonte,1990-04-23,POR,Portuguese Premier League,Famalicão,Portugal (Premier League),Right,Very Strong,Reasonable,"AMC,ST",181,73 kg,32,€90K - €900K,"€12,750 p/m",262,57,,0,22,Technical,Damaged cruciate ligaments,Deep Lying Forward,Attack,ST,60,15,65,60,40,65,50,10,5,70,55,30,40,65,60,65,5,60,60,70,65,15,55,50,5,55,40,25,25,45,65,5,60,65,65,40,15,10,10,50,50,45,60,75,10,70,65,148,Famalicão,Famalicão
8392,83261936,,Pedro Brazão,2002-12-30,POR,Portuguese Premier League,Famalicão,Portugal (Premier League),Left,Reasonable,Very Strong,"AMR,AML,AMC",177,64 kg,19,€550K - €5.6M,"€10,250 p/m",32,2,,0,-,Technical,-,Inverted Winger,Attack,AMR,65,15,50,75,45,60,40,10,20,65,55,60,60,50,55,70,5,40,70,80,60,5,35,30,10,25,40,20,25,65,50,10,65,60,40,35,15,10,15,60,35,25,55,80,15,60,50,148,Famalicão,Famalicão
8393,86027648,,Jhonder Cádiz,1995-07-29,VEN,Portuguese Premier League,Famalicão,Portugal (Premier League),Right,Very Strong,Reasonable,ST,190,85 kg,26,€60K - €600K,"€16,250 p/m",207,40,,4,-,Physical,-,Target Forward,Support,ST,60,5,70,55,50,55,60,5,20,60,55,20,30,55,55,60,15,55,60,50,35,20,65,80,5,50,55,40,20,75,50,15,65,40,65,30,5,5,15,60,80,30,60,60,15,50,55,148,Famalicão,Famalicão
8394,58105463,,Ivan Zlobin,1997-03-07,RUS,Portuguese Premier League,Famalicão,Portugal (Premier League),Right Only,Very Strong,Weak,GK,191,83 kg,25,€20K - €190K,"€12,000 p/m",71,-,,0,-,Assertive,-,Sweeper Keeper,Support,GK,60,75,65,60,60,65,60,50,55,55,40,10,5,50,65,5,45,5,45,5,20,55,35,75,60,40,5,5,5,70,10,60,60,50,10,60,45,60,65,55,60,10,60,50,60,40,70,148,Famalicão,Famalicão
8395,48043652,,Théo Fonseca,2000-06-11,POR,Portuguese Premier League,Famalicão,Portugal (Premier League),Right Only,Very Strong,Weak,"AMR,ST",178,75 kg,22,€110K - €1.1M,"€6,250 p/m",47,16,,0,-,Intelligent,-,Pressing Forward,Attack,ST,60,10,70,60,65,55,65,15,10,60,60,40,40,55,70,55,5,65,55,55,40,10,70,45,5,35,50,25,25,65,65,10,60,50,60,25,10,15,15,55,55,30,50,55,5,55,65,148,Famalicão,Famalicão
8396,2000097441,,Olawale Farayola,2002-10-10,NGA,Portuguese Premier League,Famalicão,Portugal (Premier League),Right,Very Strong,Reasonable,"AMR,AML",178,66 kg,19,€85K - €250K,"€1,400 p/m",20,1,,0,-,Technical,-,Inverted Winger,Support,AML,65,15,45,65,20,35,5,5,10,30,30,30,35,65,20,65,20,25,45,60,30,15,30,30,5,50,30,15,15,35,60,5,65,50,20,20,20,10,20,45,20,30,35,60,5,40,40,148,Famalicão,Famalicão
8397,83195699,,Francisco Saldanha,2001-03-19,POR,Portuguese Premier League,Famalicão,Portugal (Premier League),Right Only,Very Strong,Weak,"DC,DM",176,65 kg,21,€30K - €300K,"€5,750 p/m",-,-,,0,-,Technical,-,Defensive Midfielder,Defend,DM,50,5,45,50,55,50,45,15,5,60,65,20,15,60,60,45,10,35,55,25,20,10,65,65,5,60,30,20,55,60,40,10,50,60,30,55,15,20,15,55,45,60,60,55,5,55,60,148,Famalicão,Famalicão
8398,2000028095,,Gürkan Başkan,2002-04-01,TUR,Portuguese Premier League,Famalicão,Portugal (Premier League),Right,Very Strong,Reasonable,DC,190,83 kg,20,€60K - €600K,"€5,250 p/m",10,-,,0,-,Technical,-,Central Defender,Defend,DC,40,5,35,30,30,50,50,10,5,60,55,15,20,55,20,35,5,10,50,25,5,15,55,65,15,60,35,45,55,45,45,15,50,50,15,55,15,15,5,55,40,80,45,40,15,30,50,148,Famalicão,Famalicão
8399,19290528,,Dalberson,1997-01-13,BRA,Portuguese Premier League,Famalicão,Portugal (Premier League),Left,Reasonable,Very Strong,GK,191,92 kg,25,€0 - €70K,"€6,250 p/m",17,-,,0,-,Distributor,-,Sweeper Keeper,Defend,GK,55,60,40,60,45,40,65,55,45,40,60,20,15,45,55,15,25,5,30,10,40,45,45,80,60,25,5,15,10,35,10,60,60,30,10,60,70,60,70,60,65,5,55,35,60,20,50,148,Famalicão,Famalicão
8400,15085775,,Ryan Teague,2002-01-24,AUS,Portuguese Premier League,Famalicão,Portugal (Premier League),Left,Weak,Very Strong,"DM,MC,AMC",182,76 kg,20,€40K - €375K,"€6,250 p/m",42,1,U23,0,-,Technical,-,Mezzala,Support,MC,55,15,50,55,55,55,45,15,5,55,50,55,40,55,55,60,10,35,60,50,50,5,45,50,10,40,50,20,45,50,55,5,55,65,40,50,5,15,10,55,50,60,55,60,5,65,65,148,Famalicão,Famalicão
8401,2000013430,Wnt,Pablo,2004-01-02,BRA,Portuguese Premier League,Famalicão,Portugal (Premier League),Right,Very Strong,Reasonable,ST,184,76 kg,18,€150K - €1.5M,"€7,500 p/m",5,-,,0,-,Technical,-,Advanced Forward,Attack,ST,65,15,35,60,35,45,35,10,5,30,45,40,30,70,30,55,5,70,70,70,40,20,70,35,5,30,45,10,25,50,70,10,60,25,25,45,15,5,20,35,55,25,40,70,10,35,45,148,Famalicão,Famalicão
8402,2000146882,,Gustavo Sá,2004-11-11,POR,Portuguese Premier League,Famalicão,Portugal (Premier League),Right Only,Very Strong,Weak,"MC,AMC",186,80 kg,17,€100K - €1M,"€4,200 p/m",-,-,,0,-,Physical,-,Mezzala,Attack,MC,65,5,45,65,20,35,40,5,15,55,30,30,20,50,60,50,10,40,65,65,30,5,30,60,5,5,50,15,30,40,45,10,65,55,55,25,10,10,10,55,55,25,35,50,5,55,60,148,Famalicão,Famalicão
8403,19372223,,Lucas Henrique,2000-06-14,BRA,Portuguese Premier League,Famalicão,Portugal (Premier League),Left Only,Weak,Very Strong,"AMC,ST",187,75 kg,22,€5K - €55K,"€5,000 p/m",5,-,,0,-,Technical,-,Shadow Striker,Attack,AMC,55,10,40,65,45,40,15,5,15,50,35,35,35,55,20,75,15,70,60,55,35,10,45,75,5,55,40,25,35,65,50,5,55,60,55,30,5,10,10,35,40,35,40,70,15,45,45,148,Famalicão,Famalicão
8404,83314097,Wnt,Pedro Martins,2001-08-28,POR,Portuguese Premier League,Famalicão,Portugal (Premier League),Left Only,Very Weak,Very Strong,"DL,WBL,ML,AML",179,63 kg,20,€450K - €1.3M,"€3,200 p/m",28,1,,0,-,Physical,-,Winger,Support,AML,60,15,60,60,50,50,50,15,15,50,50,30,60,50,15,45,10,50,45,35,30,5,50,50,15,60,45,35,45,85,60,15,60,50,40,50,5,10,10,50,60,50,50,50,15,50,55,148,Famalicão,Famalicão
8405,2000041566,,Nemanja Perović,2002-03-08,MNE,Portuguese Premier League,Famalicão,Portugal (Premier League),Right,Very Strong,Reasonable,DC,194,81 kg,20,€55K - €550K,"€3,700 p/m",-,-,U21,0,4,Physical,-,Central Defender,Defend,DC,55,15,60,60,45,35,45,10,15,35,35,10,5,65,85,5,5,5,35,25,5,15,65,75,5,10,25,5,65,25,30,10,65,35,30,65,10,5,5,35,35,65,30,20,5,20,35,148,Famalicão,Famalicão
8406,83297773,,Fodé Konaté,2000-12-02,MLI,Portuguese Premier League,Famalicão,Portugal (Premier League),Right,Very Strong,Reasonable,"DR,WBR",172,68 kg,21,€65K - €200K,"€3,600 p/m",-,-,,0,-,Physical,-,Wing-Back,Defend,DR,65,5,60,65,35,60,60,10,15,45,45,30,40,45,75,45,15,25,40,30,25,15,40,50,5,20,30,35,40,60,45,5,60,35,30,35,5,10,15,65,55,45,65,40,15,40,65,148,Famalicão,Famalicão
8407,2000143961,Wnt,Morgan Agbeko,2004-03-16,NGA,Portuguese Premier League,Famalicão,Portugal (Premier League),Right,Very Strong,Reasonable,"AMR,AML,ST",176,66 kg,18,€50K - €140K,"€1,900 p/m",6,9,,0,-,Technical,-,Inverted Winger,Support,AML,70,10,45,60,35,45,15,15,10,60,45,30,45,40,65,65,15,50,40,50,15,5,45,40,20,30,45,35,35,75,25,5,65,60,25,35,5,15,5,35,30,40,15,55,20,45,40,148,Famalicão,Famalicão
