,Name,Overall,Potential,Performance,Country,Club,Preferred Foot,Weak Foot,Skill Moves,Height,Offensive Work Rate,Defensive Work Rate,Value,Wage,ID,Crosses,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive Awareness,Standing Tackle,Sliding Tackle,Goalkeeping Diving,Goalkeeping Handling,Goalkeeping Kicking,Goalkeeping Positioning,Goalkeeping Reflexes,player_id,player_url,fifa_version,fifa_update,update_as_of,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_id,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined_date,club_contract_valid_until_year,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk
4375,I. Bel Hassani,66,66,66.0,Morocco,RKC Waalwijk,Left,2,3,175,Medium,Medium,€850K,€3K,220118,72,65,40,65,63,66,73,74,64,67,68,57,71,64,75,72,39,52,60,69,59,42,60,72,60,66,40,32,36,13,11,12,8,9,220118,/player/220118/iliass-bel-hassani/230002,23.0,2.0,2022-09-26,I. Bel Hassani,Iliass Bel Hassani,"CAM, RW, CM",66,66,850000.0,3000.0,29,1992-09-16,175,72,1905.0,RKC Waalwijk,10.0,Eredivisie,1.0,RCM,11.0,,2021-07-01,2023.0,129,Morocco,,,,Left,2,3,1,Medium/Medium,Normal (170-185),No,1200000.0,,"Flair, Outside Foot Shot",62.0,67.0,69.0,67.0,38.0,57.0,72,65,40,65,63,66,73,74,64,67,68,57,71,64,75,72,39,52,60,69,59,42,60,72,60,66.0,40,32,36,13,11,12,8,9,,62+2,62+2,62+2,66,65,65,65,66,66,66,66,65+1,62+2,62+2,62+2,65+1,54+2,53+2,53+2,53+2,54+2,51+2,46+2,46+2,46+2,51+2,16+2
4376,E. Taşdemir,66,66,66.0,Turkey,Galatasaray SK,Left,2,3,176,High,Medium,€850K,€15K,223402,64,57,51,64,60,70,75,65,62,68,79,76,74,63,73,68,73,61,55,55,63,62,64,59,50,66,60,61,64,7,10,8,7,11,223402,/player/223402/emre-tasdemir/230002,23.0,2.0,2022-09-26,E. Taşdemir,Emre Taşdemir,"LB, LM",66,67,925000.0,15000.0,26,1995-08-08,176,70,325.0,Galatasaray,68.0,Super Lig,1.0,RES,13.0,,2019-01-10,2023.0,48,Turkey,,,,Left,2,3,1,High/Medium,Lean (170-185),No,1800000.0,,,77.0,59.0,63.0,69.0,60.0,59.0,64,57,51,64,60,70,75,65,62,68,79,76,74,63,73,68,73,61,55,55,63,62,64,59,50,66.0,60,61,64,7,10,8,7,11,,63+2,63+2,63+2,66,65,65,65,66,65+2,65+2,65+2,66+1,63+2,63+2,63+2,66+1,65+2,62+2,62+2,62+2,65+2,64+2,61+2,61+2,61+2,64+2,15+2
4377,Ivo Pinto,66,66,66.0,Portugal,Fortuna Sittard,Right,3,3,182,High,Medium,€600K,€4K,197860,62,38,55,62,44,62,59,55,59,64,76,74,70,62,62,60,71,68,70,49,68,62,54,54,44,63,63,64,63,10,11,14,12,16,197860,/player/197860/ivo-daniel-f-mendonca-pinto/230002,23.0,2.0,2022-09-26,Ivo Pinto,Ivo Daniel Ferreira Mendonça Pinto,"RB, CB, LB",66,66,600000.0,4000.0,32,1990-01-07,182,75,634.0,Fortuna Sittard,10.0,Eredivisie,1.0,RB,12.0,,2022-07-01,2023.0,38,Portugal,,,,Right,3,3,1,High/Medium,Normal (170-185),No,900000.0,,Team Player,75.0,46.0,59.0,63.0,62.0,69.0,62,38,55,62,44,62,59,55,59,64,76,74,70,62,62,60,71,68,70,49,68,62,54,54,44,63.0,63,64,63,10,11,14,12,16,,57+2,57+2,57+2,60,59,59,59,60,59+2,59+2,59+2,61+2,60+2,60+2,60+2,61+2,64+2,63+2,63+2,63+2,64+2,64+2,64+2,64+2,64+2,64+2,18+2
4378,P. Clement,65,67,66.0,Netherlands,RKC Waalwijk,Right,3,3,177,Medium,Medium,€875K,€2K,236037,63,59,55,71,56,66,64,57,67,65,68,58,75,62,75,61,67,72,57,61,55,59,58,65,57,62,58,51,53,6,11,9,11,12,236037,/player/236037/pelle-clement/230002,23.0,2.0,2022-09-26,P. Clement,Pelle Clement,"CM, CAM",65,67,875000.0,2000.0,26,1996-05-19,177,67,1905.0,RKC Waalwijk,10.0,Eredivisie,1.0,LCM,14.0,,2022-08-05,2023.0,34,Netherlands,,,,Right,3,3,1,Medium/Medium,Normal (170-185),No,1300000.0,,,63.0,60.0,67.0,67.0,55.0,61.0,63,59,55,71,56,66,64,57,67,65,68,58,75,62,75,61,67,72,57,61,55,59,58,65,57,62.0,58,51,53,6,11,9,11,12,,61+2,61+2,61+2,64,63,63,63,64,65+2,65+2,65+2,65+2,65+2,65+2,65+2,65+2,62+2,62+2,62+2,62+2,62+2,60+2,57+2,57+2,57+2,60+2,16+2
4379,A. Meijers,66,66,66.0,Netherlands,Sparta Rotterdam,Left,4,3,176,Medium,Medium,€325K,€3K,188621,61,47,63,62,58,65,71,69,64,65,64,62,67,65,74,67,80,68,68,60,67,62,64,66,56,70,64,64,65,7,15,7,10,15,188621,/player/188621/aaron-meijers/230002,23.0,2.0,2022-09-26,A. Meijers,Aaron Meijers,LB,66,66,325000.0,3000.0,34,1987-10-28,176,77,100646.0,Sparta Rotterdam,10.0,Eredivisie,1.0,SUB,14.0,,2021-08-30,2023.0,34,Netherlands,,,,Left,4,3,1,Medium/Medium,Normal (170-185),No,471000.0,,,63.0,55.0,64.0,66.0,64.0,68.0,61,47,63,62,58,65,71,69,64,65,64,62,67,65,74,67,80,68,68,60,67,62,64,66,56,70.0,64,64,65,7,15,7,10,15,,61+2,61+2,61+2,62,62,62,62,62,63+2,63+2,63+2,63+2,64+2,64+2,64+2,63+2,64+2,64+2,64+2,64+2,64+2,64+2,65+1,65+1,65+1,64+2,17+2
4380,M. Kabasakal,63,68,65.5,Turkey,İstanbulspor,Right,2,3,178,Medium,Medium,€625K,€3K,233465,55,40,52,66,43,67,57,46,69,65,63,64,76,62,72,63,56,62,58,60,66,58,58,65,50,50,59,60,56,5,10,10,11,14,233465,/player/233465/melih-kabasakal/230002,23.0,2.0,2022-09-26,M. Kabasakal,Melih Kabasakal,"CDM, CM",63,68,625000.0,3000.0,26,1996-02-19,178,72,746.0,İstanbulspor,68.0,Super Lig,1.0,RCM,57.0,,2020-01-31,2023.0,48,Turkey,,,,Right,2,3,1,Medium/Medium,Normal (170-185),No,1300000.0,,,64.0,50.0,63.0,66.0,58.0,61.0,55,40,52,66,43,67,57,46,69,65,63,64,76,62,72,63,56,62,58,60,66,58,58,65,50,50.0,59,60,56,5,10,10,11,14,,57+2,57+2,57+2,61,61,61,61,61,63+2,63+2,63+2,62+2,64+2,64+2,64+2,62+2,61+2,62+2,62+2,62+2,61+2,60+2,59+2,59+2,59+2,60+2,16+2
4381,P. Zovko,58,73,65.5,Bosnia and Herzegovina,Spezia,Left,2,1,192,Medium,Medium,€425K,€1K,264460,12,6,11,19,6,7,14,10,17,10,23,17,28,42,29,45,33,23,56,6,17,7,8,32,18,39,6,10,13,55,59,60,55,66,264460,/player/264460/petar-zovko/230002,23.0,2.0,2022-09-26,P. Zovko,Petar Zovko,GK,58,73,425000.0,1000.0,20,2002-03-25,192,80,110741.0,Spezia,31.0,Serie B,1.0,RES,40.0,,2021-07-12,2024.0,8,Bosnia and Herzegovina,,,,Left,2,1,1,Medium/Medium,Normal (185+),No,1000000.0,,,,,,,,,12,6,11,19,6,7,14,10,17,10,23,17,28,42,29,45,33,23,56,6,17,7,8,32,18,39.0,6,10,13,55,59,60,55,66,21.0,18+2,18+2,18+2,15,17,17,17,15,17+2,17+2,17+2,16+2,18+2,18+2,18+2,16+2,16+2,17+2,17+2,17+2,16+2,15+2,17+2,17+2,17+2,15+2,57+2
4382,J. Eitschberger,58,73,65.5,Germany,Hertha BSC,Right,3,2,181,High,Medium,€450K,€1K,268536,58,32,41,55,27,61,43,36,41,58,67,64,71,50,67,41,61,54,54,30,46,55,37,42,33,38,53,58,57,12,10,6,10,9,268536,/player/268536/julian-eitschberger/230002,23.0,2.0,2022-09-26,J. Eitschberger,Julian Eitschberger,"RB, CB",58,73,450000.0,1000.0,18,2004-03-05,181,73,166.0,Hertha BSC,19.0,2. Bundesliga,1.0,RES,42.0,,2022-04-09,2026.0,21,Germany,,,,Right,3,2,1,High/Medium,Normal (170-185),No,1100000.0,,,65.0,33.0,49.0,60.0,54.0,53.0,58,32,41,55,27,61,43,36,41,58,67,64,71,50,67,41,61,54,54,30,46,55,37,42,33,38.0,53,58,57,12,10,6,10,9,,46+2,46+2,46+2,52,49,49,49,52,50+2,50+2,50+2,53+2,49+2,49+2,49+2,53+2,57+2,53+2,53+2,53+2,57+2,56+2,54+2,54+2,54+2,56+2,14+2
4383,J. Meyer,59,72,65.5,Germany,VfB Stuttgart,Right,2,2,181,Low,Medium,€525K,€2K,263150,45,39,58,63,37,58,45,37,54,63,57,55,55,59,61,58,54,40,63,42,57,56,50,43,41,54,57,64,62,8,6,14,13,9,263150,/player/263150/jordan-meyer/230002,23.0,2.0,2022-09-26,J. Meyer,Jordan Meyer,CDM,59,72,525000.0,2000.0,20,2002-03-26,181,73,36.0,VfB Stuttgart,19.0,Bundesliga,1.0,RES,35.0,,2021-07-01,2025.0,21,Germany,,,,Right,2,2,1,Low/Medium,Normal (170-185),No,1300000.0,,Injury Prone,56.0,44.0,52.0,59.0,60.0,56.0,45,39,58,63,37,58,45,37,54,63,57,55,55,59,61,58,54,40,63,42,57,56,50,43,41,54.0,57,64,62,8,6,14,13,9,,54+2,54+2,54+2,54,54,54,54,54,54+2,54+2,54+2,54+2,55+2,55+2,55+2,54+2,56+2,58+2,58+2,58+2,56+2,57+2,60+2,60+2,60+2,57+2,15+2
4384,Ricardo Fernandes,64,67,65.5,Portugal,Santa Clara,Right,2,1,193,Medium,Medium,€575K,€1K,239657,14,8,13,23,9,8,14,14,18,12,18,30,31,61,26,47,30,23,55,7,16,12,4,45,10,25,11,12,11,61,61,63,64,65,239657,/player/239657/ricardo-jose-da-silva-fernandes/230002,23.0,2.0,2022-09-26,Ricardo Fernandes,Ricardo José da Silva Fernandes,GK,64,67,575000.0,1000.0,27,1994-10-28,193,85,1438.0,Santa Clara,308.0,Liga Portugal,1.0,SUB,1.0,,2021-07-12,2024.0,38,Portugal,,,,Right,2,1,1,Medium/Medium,Lean (185+),No,1200000.0,,,,,,,,,14,8,13,23,9,8,14,14,18,12,18,30,31,61,26,47,30,23,55,7,16,12,4,45,10,25.0,11,12,11,61,61,63,64,65,23.0,21+2,21+2,21+2,19,21,21,21,19,22+2,22+2,22+2,20+2,22+2,22+2,22+2,20+2,19+2,21+2,21+2,21+2,19+2,19+2,20+2,20+2,20+2,19+2,63+2
4385,S. Angori,58,73,65.5,Italy,Empoli,Left,3,2,184,Medium,Medium,€450K,€500,270658,55,36,45,51,35,62,42,32,39,43,67,65,63,51,60,40,61,64,56,41,53,59,56,45,36,40,50,60,56,15,14,13,8,13,270658,/player/270658/samuele-angori/230002,23.0,2.0,2022-09-26,S. Angori,Samuele Angori,"LWB, LB",58,73,450000.0,500.0,18,2003-10-07,184,72,1746.0,Empoli,31.0,Serie A,1.0,RES,15.0,Perugia,,2023.0,27,Italy,,,,Left,3,2,1,Medium/Medium,Normal (170-185),No,,,,66.0,39.0,47.0,55.0,55.0,58.0,55,36,45,51,35,62,42,32,39,43,67,65,63,51,60,40,61,64,56,41,53,59,56,45,36,40.0,50,60,56,15,14,13,8,13,,48+2,48+2,48+2,53,50,50,50,53,50+2,50+2,50+2,53+2,50+2,50+2,50+2,53+2,56+2,52+2,52+2,52+2,56+2,56+2,54+2,54+2,54+2,56+2,17+2
4386,L. Valente,58,73,65.5,Italy,FC Groningen,Right,3,2,190,Medium,Medium,€475K,€550,262221,47,42,47,65,39,60,49,40,60,63,51,65,64,54,56,56,50,38,60,44,56,29,45,64,48,60,37,40,32,14,15,7,14,9,262221,/player/262221/luciano-valente/230002,23.0,2.0,2022-09-26,L. Valente,Luciano Valente,CAM,58,73,475000.0,550.0,18,2003-10-04,190,78,1915.0,FC Groningen,10.0,Eredivisie,1.0,RES,40.0,,2021-05-16,2023.0,27,Italy,,,,Right,3,2,1,Medium/Medium,Lean (185+),No,986000.0,,,59.0,46.0,58.0,61.0,37.0,53.0,47,42,47,65,39,60,49,40,60,63,51,65,64,54,56,56,50,38,60,44,56,29,45,64,48,60.0,37,40,32,14,15,7,14,9,,52+2,52+2,52+2,56,55,55,55,56,58+2,58+2,58+2,56+2,56+2,56+2,56+2,56+2,46+2,49+2,49+2,49+2,46+2,45+2,45+2,45+2,45+2,45+2,17+2
4387,A. Georgen,62,69,65.5,France,AJ Auxerre,Right,3,2,172,Medium,Medium,€750K,€3K,229194,67,48,53,59,40,63,45,44,48,63,68,71,77,50,81,56,59,47,58,43,51,53,55,43,48,55,62,63,62,7,7,11,10,14,229194,/player/229194/alec-georgen/230002,23.0,2.0,2022-09-26,A. Georgen,Alec Georgen,RB,62,69,750000.0,3000.0,23,1998-09-17,172,69,57.0,Auxerre,16.0,Ligue 2,1.0,RES,15.0,,2020-06-10,2023.0,18,France,,,,Right,3,2,1,Medium/Medium,Lean (170-185),No,1700000.0,,Injury Prone,70.0,49.0,54.0,64.0,60.0,54.0,67,48,53,59,40,63,45,44,48,63,68,71,77,50,81,56,59,47,58,43,51,53,55,43,48,55.0,62,63,62,7,7,11,10,14,,56+2,56+2,56+2,59,56,56,56,59,56+2,56+2,56+2,58+2,54+2,54+2,54+2,58+2,60+2,56+2,56+2,56+2,60+2,60+2,58+2,58+2,58+2,60+2,14+2
4388,J. Donkor,62,69,65.5,Belgium,Excelsior,Right,4,3,176,Medium,Medium,€800K,€1K,251959,54,54,36,56,52,69,56,41,47,66,86,85,76,55,73,61,58,43,42,45,35,18,54,44,55,57,27,28,24,7,15,10,15,9,251959,/player/251959/jacky-donkor/230002,23.0,2.0,2022-09-26,J. Donkor,Jacky Donkor,LM,62,69,800000.0,1000.0,23,1998-11-12,176,70,1971.0,Excelsior,10.0,Eredivisie,1.0,SUB,11.0,,2022-07-21,2025.0,7,Belgium,,,,Right,4,3,1,Medium/Medium,Lean (170-185),No,1300000.0,,Technical Dribbler (AI),85.0,54.0,51.0,68.0,26.0,42.0,54,54,36,56,52,69,56,41,47,66,86,85,76,55,73,61,58,43,42,45,35,18,54,44,55,57.0,27,28,24,7,15,10,15,9,,57+2,57+2,57+2,62,60,60,60,62,59+2,59+2,59+2,61+2,51+2,51+2,51+2,61+2,46+2,40+2,40+2,40+2,46+2,44+2,35+2,35+2,35+2,44+2,16+2
4389,S. Onur,60,71,65.5,Turkey,Fatih Karagümrük S.K.,Left,3,2,175,Medium,Medium,€525K,€2K,258897,60,61,39,62,42,66,68,69,57,63,69,66,71,47,76,63,37,45,38,59,47,27,56,56,64,49,29,27,31,10,9,13,10,12,258897,/player/258897/samed-onur/230002,23.0,2.0,2022-09-26,S. Onur,Samed Onur,"CAM, LW, RW",60,71,525000.0,2000.0,19,2002-07-15,175,67,111117.0,Fatih Karagümrük,68.0,Super Lig,1.0,SUB,32.0,,2021-07-11,2024.0,48,Turkey,,,,Left,3,2,1,Medium/Medium,Lean (170-185),No,1200000.0,,Finesse Shot,67.0,60.0,60.0,64.0,29.0,42.0,60,61,39,62,42,66,68,69,57,63,69,66,71,47,76,63,37,45,38,59,47,27,56,56,64,49.0,29,27,31,10,9,13,10,12,,57+2,57+2,57+2,61,60,60,60,61,60+2,60+2,60+2,60+2,55+2,55+2,55+2,60+2,47+2,44+2,44+2,44+2,47+2,44+2,37+2,37+2,37+2,44+2,14+2
4390,Lluc Matas,60,71,65.5,Spain,Girona FC,Right,3,1,186,Medium,Medium,€475K,€2K,271442,10,9,14,20,9,7,10,13,22,15,26,20,38,46,39,47,52,25,40,5,22,6,7,21,18,31,6,12,12,68,59,62,56,60,271442,/player/271442/lluc-matas-garcia/230002,23.0,2.0,2022-09-26,Lluc Matas,Lluc Matas García,GK,60,71,475000.0,2000.0,20,2002-01-01,186,75,110062.0,Girona,53.0,La Liga,1.0,RES,30.0,,2021-07-01,2023.0,45,Spain,,,,Right,3,1,1,Medium/Medium,Lean (185+),No,1100000.0,,,,,,,,,10,9,14,20,9,7,10,13,22,15,26,20,38,46,39,47,52,25,40,5,22,6,7,21,18,31.0,6,12,12,68,59,62,56,60,24.0,20+2,20+2,20+2,16,18,18,18,16,18+2,18+2,18+2,17+2,18+2,18+2,18+2,17+2,17+2,18+2,18+2,18+2,17+2,16+2,18+2,18+2,18+2,16+2,59+2
4391,S. van Duivenbooden,58,73,65.5,Netherlands,Vitesse,Right,4,2,190,Medium,Medium,€500K,€2K,268453,42,64,61,52,53,62,60,67,47,57,49,50,48,53,46,57,53,54,71,52,57,18,58,52,60,53,20,18,20,14,6,8,6,9,268453,/player/268453/simon-van-duivenbooden/230002,23.0,2.0,2022-09-26,S. van Duivenbooden,Simon van Duivenbooden,ST,58,73,500000.0,2000.0,20,2002-05-11,190,80,1909.0,Vitesse,10.0,Eredivisie,1.0,RES,53.0,,2021-07-01,2023.0,34,Netherlands,,,,Right,4,2,1,Medium/Medium,Lean (185+),No,1100000.0,,,50.0,59.0,50.0,57.0,23.0,63.0,42,64,61,52,53,62,60,67,47,57,49,50,48,53,46,57,53,54,71,52,57,18,58,52,60,53.0,20,18,20,14,6,8,6,9,,58+2,58+2,58+2,55,57,57,57,55,55+2,55+2,55+2,54+2,50+2,50+2,50+2,54+2,39+2,40+2,40+2,40+2,39+2,37+2,38+2,38+2,38+2,37+2,14+2
4392,R. Trevitt,58,73,65.5,England,Brentford,Right,3,2,170,High,Medium,€475K,€4K,262569,50,58,32,60,41,61,42,42,51,62,62,60,58,42,62,61,37,53,54,43,53,30,58,59,45,58,44,43,39,7,6,11,11,7,262569,/player/262569/ryan-trevitt/230002,23.0,2.0,2022-09-26,R. Trevitt,Ryan Trevitt,"CAM, CM, LW",58,73,475000.0,4000.0,19,2003-03-12,170,65,1925.0,Brentford,13.0,Premier League,1.0,RES,35.0,,2021-01-11,2024.0,14,England,,,,Right,3,2,1,High/Medium,Lean (170-),No,1200000.0,,,61.0,54.0,55.0,60.0,39.0,53.0,50,58,32,60,41,61,42,42,51,62,62,60,58,42,62,61,37,53,54,43,53,30,58,59,45,58.0,44,43,39,7,6,11,11,7,,54+2,54+2,54+2,57,57,57,57,57,58+2,58+2,58+2,57+2,54+2,54+2,54+2,57+2,49+2,48+2,48+2,48+2,49+2,47+2,43+2,43+2,43+2,47+2,12+2
4393,B. Lyons-Foster,58,73,65.5,England,Tottenham Hotspur,Right,3,2,185,Medium,Medium,€475K,€7K,243848,36,24,59,51,30,37,33,28,43,47,54,49,48,52,63,42,63,47,67,23,59,58,30,39,47,49,56,60,55,6,10,9,8,6,243848,/player/243848/brooklyn-lyons-foster/230002,23.0,2.0,2022-09-26,B. Lyons-Foster,Brooklyn Lyons-Foster,"CB, CDM",58,73,475000.0,7000.0,21,2000-12-01,185,74,18.0,Tottenham Hotspur,13.0,Premier League,1.0,RES,53.0,,2018-07-01,2023.0,14,England,,,,Right,3,2,1,Medium/Medium,Lean (185+),No,1200000.0,,,51.0,29.0,42.0,44.0,58.0,60.0,36,24,59,51,30,37,33,28,43,47,54,49,48,52,63,42,63,47,67,23,59,58,30,39,47,49.0,56,60,55,6,10,9,8,6,,42+2,42+2,42+2,40,41,41,41,40,41+2,41+2,41+2,42+2,45+2,45+2,45+2,42+2,50+2,53+2,53+2,53+2,50+2,52+2,58+2,58+2,58+2,52+2,12+2
4394,F. Marschall,58,73,65.5,England,Aston Villa,Right,2,1,195,Medium,Medium,€425K,€3K,268583,10,6,14,26,9,8,12,11,29,18,17,24,25,47,21,46,34,17,59,9,22,12,4,42,18,38,10,11,13,58,56,61,57,59,268583,/player/268583/filip-marschall/230002,23.0,2.0,2022-09-26,F. Marschall,Filip Marschall,GK,58,73,425000.0,3000.0,19,2003-04-24,195,87,2.0,Aston Villa,13.0,Premier League,1.0,RES,42.0,,2021-06-07,2026.0,14,England,,,,Right,2,1,1,Medium/Medium,Lean (185+),No,1100000.0,,,,,,,,,10,6,14,26,9,8,12,11,29,18,17,24,25,47,21,46,34,17,59,9,22,12,4,42,18,38.0,10,11,13,58,56,61,57,59,20.0,20+2,20+2,20+2,18,20,20,20,18,22+2,22+2,22+2,19+2,23+2,23+2,23+2,19+2,18+2,22+2,22+2,22+2,18+2,17+2,21+2,21+2,21+2,17+2,57+2
4395,M. Bouchouari,61,70,65.5,Belgium,FC Emmen,Right,3,3,170,Medium,Medium,€700K,€2K,260168,60,48,27,52,29,70,48,38,48,65,81,73,84,55,87,41,76,61,53,43,58,59,41,37,47,53,53,59,60,5,6,12,8,6,260168,/player/260168/mohamed-bouchouari/230002,23.0,2.0,2022-09-26,M. Bouchouari,Mohamed Bouchouari,"RB, LB",61,70,700000.0,2000.0,21,2000-11-15,170,61,100628.0,FC Emmen,10.0,Eredivisie,1.0,SUB,34.0,Anderlecht,,2023.0,7,Belgium,,,,Right,3,3,1,Medium/Medium,Normal (170-),No,,,Speed Dribbler (AI),77.0,44.0,49.0,69.0,54.0,57.0,60,48,27,52,29,70,48,38,48,65,81,73,84,55,87,41,76,61,53,43,58,59,41,37,47,53.0,53,59,60,5,6,12,8,6,,51+2,51+2,51+2,59,55,55,55,59,55+2,55+2,55+2,59+2,53+2,53+2,53+2,59+2,61+2,56+2,56+2,56+2,61+2,59+2,55+2,55+2,55+2,59+2,12+2
4396,Matis Carvalho,61,70,65.5,Portugal,Montpellier Hérault SC,Right,2,1,186,Medium,Medium,€625K,€2K,246603,10,8,12,27,5,8,10,13,25,19,37,38,36,52,43,44,59,29,62,5,26,10,10,22,18,49,10,13,12,62,61,59,59,63,246603,/player/246603/matis-carvalho/230002,23.0,2.0,2022-09-26,Matis Carvalho,Matis Carvalho,GK,61,70,625000.0,2000.0,23,1999-04-28,186,80,70.0,Montpellier,16.0,Ligue 1,1.0,RES,30.0,,2019-07-01,2023.0,38,Portugal,,,,Right,2,1,1,Medium/Medium,Normal (185+),No,1300000.0,,,,,,,,,10,8,12,27,5,8,10,13,25,19,37,38,36,52,43,44,59,29,62,5,26,10,10,22,18,49.0,10,13,12,62,61,59,59,63,37.0,23+2,23+2,23+2,20,21,21,21,20,21+2,21+2,21+2,22+2,22+2,22+2,22+2,22+2,21+2,23+2,23+2,23+2,21+2,21+2,23+2,23+2,23+2,21+2,60+2
4397,Joel Silva,60,71,65.5,Portugal,Boavista FC,Right,5,2,185,Medium,Medium,€525K,€1K,271289,47,47,35,70,47,58,44,48,64,60,69,71,58,58,54,61,59,63,72,50,60,56,58,53,52,47,44,57,58,8,10,10,8,7,271289,/player/271289/joel-filipe-organista-da-silva/230002,23.0,2.0,2022-09-26,Joel Silva,Joel Filipe Organista da Silva,CM,60,71,525000.0,1000.0,19,2003-02-11,185,70,1898.0,Boavista,308.0,Liga Portugal,1.0,RES,16.0,,2021-07-01,2027.0,38,Portugal,,,,Right,5,2,1,Medium/Medium,Normal (185+),No,1200000.0,,,70.0,51.0,59.0,58.0,51.0,67.0,47,47,35,70,47,58,44,48,64,60,69,71,58,58,54,61,59,63,72,50,60,56,58,53,52,47.0,44,57,58,8,10,10,8,7,,56+2,56+2,56+2,58,58,58,58,58,59+2,59+2,59+2,60+2,60+2,60+2,60+2,60+2,58+2,60+2,60+2,60+2,58+2,57+2,56+2,56+2,56+2,57+2,14+2
4398,R. Kharchouch,65,66,65.5,Netherlands,Excelsior,Right,4,2,192,High,Medium,€850K,€2K,257039,42,67,68,59,59,63,48,40,48,57,53,57,51,63,56,67,72,63,84,65,39,15,66,51,64,60,20,20,25,7,9,12,12,11,257039,/player/257039/reda-kharchouch/230002,23.0,2.0,2022-09-26,R. Kharchouch,Reda Kharchouch,ST,65,66,850000.0,2000.0,26,1995-08-27,192,75,1971.0,Excelsior,10.0,Eredivisie,1.0,SUB,9.0,,2022-07-12,2025.0,34,Netherlands,,,,Right,4,2,1,High/Medium,Normal (185+),No,1300000.0,,,55.0,66.0,51.0,60.0,24.0,69.0,42,67,68,59,59,63,48,40,48,57,53,57,51,63,56,67,72,63,84,65,39,15,66,51,64,60.0,20,20,25,7,9,12,12,11,,65+1,65+1,65+1,59,61,61,61,59,59+2,59+2,59+2,58+2,54+2,54+2,54+2,58+2,42+2,42+2,42+2,42+2,42+2,40+2,40+2,40+2,40+2,40+2,16+2
4399,A. Salama,61,70,65.5,France,Angers SCO,Right,3,2,192,Medium,Medium,€750K,€3K,267465,33,66,64,49,44,59,42,41,34,61,57,63,51,53,46,60,59,51,69,62,40,17,61,51,70,47,13,20,18,6,7,9,14,15,267465,/player/267465/amine-salama/230002,23.0,2.0,2022-09-26,A. Salama,Amine Salama,ST,61,70,750000.0,3000.0,21,2000-07-18,192,78,1530.0,Angers SCO,16.0,Ligue 2,1.0,RES,11.0,,2022-06-10,2026.0,18,France,,,,Right,3,2,1,Medium/Medium,Lean (185+),No,1700000.0,,,60.0,63.0,43.0,57.0,22.0,58.0,33,66,64,49,44,59,42,41,34,61,57,63,51,53,46,60,59,51,69,62,40,17,61,51,70,47.0,13,20,18,6,7,9,14,15,,61+2,61+2,61+2,56,59,59,59,56,56+2,56+2,56+2,54+2,49+2,49+2,49+2,54+2,38+2,37+2,37+2,37+2,38+2,37+2,36+2,36+2,36+2,37+2,15+2
4400,H. Ali,61,70,65.5,Sweden,SC Heerenveen,Right,3,2,180,Medium,High,€675K,€1K,252736,48,27,43,58,24,54,40,31,49,61,75,71,74,55,64,49,61,65,53,35,60,57,44,41,35,54,62,59,56,9,12,14,14,11,252736,/player/252736/hussein-ali/230002,23.0,2.0,2022-09-26,H. Ali,Hussein Ali,RWB,61,70,675000.0,1000.0,20,2002-03-01,180,65,1913.0,SC Heerenveen,10.0,Eredivisie,1.0,SUB,15.0,,2022-07-19,2025.0,46,Sweden,,,,Right,3,2,1,Medium/High,Lean (170-185),No,1100000.0,,,73.0,34.0,49.0,59.0,58.0,58.0,48,27,43,58,24,54,40,31,49,61,75,71,74,55,64,49,61,65,53,35,60,57,44,41,35,54.0,62,59,56,9,12,14,14,11,,48+2,48+2,48+2,53,51,51,51,53,52+2,52+2,52+2,54+2,53+2,53+2,53+2,54+2,59+2,57+2,57+2,57+2,59+2,59+2,57+2,57+2,57+2,59+2,16+2
