Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Total,Total.1,Total.2,Total.3,Total.4,Short,Short.1,Short.2,Medium,Medium.1,Medium.2,Long,Long.1,Long.2,Unnamed: 23_level_0,Unnamed: 24_level_0,Expected,Expected.1,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0,Unnamed: 31_level_0,Unnamed: 32_level_0,90s,Att,Pos,Squad,Player,Pass/90,Shot_Accuracy,Pass_Accuracy
2031,Miloš Pantović,rs SRB,MF,Union Berlin,de Bundesliga,26,1996,2.3,46,75,61.3,693,285,27,35,77.1,13,23,56.5,4,10,40.0,0,0.0,0.2,0.0,0,2,2,1,4,Matches,2.3,75.0,MF,Union Berlin,Miloš Pantović,32.608695652173914,,61.3
2032,Flavio Paoletti,it ITA,MF,Sampdoria,it Serie A,19,2003,3.2,138,168,82.1,2534,583,58,66,87.9,64,71,90.1,14,19,73.7,0,0.0,0.1,0.0,1,7,0,0,8,Matches,3.2,168.0,MF,Sampdoria,Flavio Paoletti,52.5,,82.1
2033,Antonios Papadopoulos,de GER,DF,Dortmund,de Bundesliga,22,1999,0.1,17,19,89.5,348,123,5,5,100.0,10,12,83.3,2,2,100.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches,0.1,19.0,DF,Dortmund,Antonios Papadopoulos,190.0,26.9,89.5
2034,Lucas Paquetá,br BRA,MF,West Ham,eng Premier League,24,1997,23.9,907,1157,78.4,14158,4393,476,559,85.2,324,394,82.2,68,104,65.4,3,2.5,2.6,+0.5,32,98,30,3,147,Matches,23.9,1157.0,MF,West Ham,Lucas Paquetá,48.41004184100419,,78.4
2035,Lucas Paquetá,br BRA,MF,Lyon,fr Ligue 1,24,1997,1.8,110,126,87.3,1981,536,54,60,90.0,36,40,90.0,16,21,76.2,0,0.2,0.7,-0.2,3,14,3,1,8,Matches,1.8,126.0,MF,Lyon,Lucas Paquetá,70.0,,87.3
2036,Aitor Paredes,es ESP,DF,Athletic Club,es La Liga,22,2000,9.5,464,521,89.1,9712,3359,133,143,93.0,258,273,94.5,68,93,73.1,0,0.4,0.2,-0.4,3,29,2,0,33,Matches,9.5,521.0,DF,Athletic Club,Aitor Paredes,54.8421052631579,,89.1
2037,Kevin Paredes,us USA,"FW,MF",Wolfsburg,de Bundesliga,19,2003,5.9,159,211,75.4,2576,866,82,98,83.7,59,73,80.8,12,27,44.4,3,1.7,1.4,+1.3,13,15,16,5,29,Matches,5.9,211.0,"FW,MF",Wolfsburg,Kevin Paredes,35.762711864406775,,75.4
2038,Leandro Paredes,ar ARG,MF,Juventus,it Serie A,28,1994,10.9,681,778,87.5,12988,4913,263,280,93.9,316,339,93.2,92,140,65.7,0,1.9,2.5,-1.9,21,65,12,2,72,Matches,10.9,778.0,MF,Juventus,Leandro Paredes,71.37614678899082,,87.5
2039,Leandro Paredes,ar ARG,MF,Paris S-G,fr Ligue 1,28,1994,0.6,68,70,97.1,1060,325,36,38,94.7,25,25,100.0,4,4,100.0,1,0.4,0.4,+0.6,2,7,1,0,6,Matches,0.6,70.0,MF,Paris S-G,Leandro Paredes,116.66666666666669,,97.1
2040,Daniel Parejo,es ESP,MF,Villarreal,es La Liga,33,1989,36.5,2224,2569,86.6,40111,13261,1001,1069,93.6,915,1001,91.4,255,393,64.9,4,4.1,5.1,-0.1,50,271,35,3,250,Matches,36.5,2569.0,MF,Villarreal,Daniel Parejo,70.38356164383562,,86.6
2041,Fabiano Parisi,it ITA,DF,Empoli,it Serie A,21,2000,31.4,1263,1646,76.7,20129,9462,684,768,89.1,457,589,77.6,95,184,51.6,0,2.0,1.5,-2.0,21,99,35,11,154,Matches,31.4,1646.0,DF,Empoli,Fabiano Parisi,52.4203821656051,,76.7
2042,Moises Parra Gutierrez,es ESP,FW,Getafe,es La Liga,20,2002,0.1,3,3,100.0,29,17,3,3,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,0.1,3.0,FW,Getafe,Moises Parra Gutierrez,30.0,,100.0
2043,Raúl Parra,es ESP,DF,Cádiz,es La Liga,22,1999,3.4,74,114,64.9,1530,614,24,28,85.7,34,49,69.4,15,28,53.6,0,0.0,0.1,0.0,1,7,1,1,7,Matches,3.4,114.0,DF,Cádiz,Raúl Parra,33.529411764705884,,64.9
2044,Thomas Partey,gh GHA,MF,Arsenal,eng Premier League,29,1993,27.6,1731,1985,87.2,30132,9207,804,876,91.8,712,801,88.9,178,240,74.2,0,1.5,2.4,-1.5,26,231,24,2,231,Matches,27.6,1985.0,MF,Arsenal,Thomas Partey,71.92028985507245,,87.2
2045,Marco Pašalić,hr CRO,MF,Dortmund,de Bundesliga,21,2000,0.1,6,7,85.7,69,32,4,4,100.0,2,3,66.7,0,0,,0,0.0,0.0,0.0,0,2,0,0,3,Matches,0.1,7.0,MF,Dortmund,Marco Pašalić,70.0,,85.7
2046,Mario Pašalić,hr CRO,"MF,FW",Atalanta,it Serie A,27,1995,19.7,567,705,80.4,9192,2177,286,335,85.4,216,246,87.8,46,69,66.7,2,2.2,1.6,-0.2,16,55,25,2,82,Matches,19.7,705.0,"MF,FW",Atalanta,Mario Pašalić,35.786802030456855,,80.4
2047,Pascu,es ESP,"DF,FW",Villarreal,es La Liga,19,2003,0.1,5,8,62.5,68,15,2,5,40.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,Matches,0.1,8.0,"DF,FW",Villarreal,Pascu,80.0,,62.5
2048,Felix Passlack,de GER,DF,Dortmund,de Bundesliga,24,1998,0.7,30,40,75.0,655,309,8,10,80.0,16,17,94.1,6,11,54.5,0,0.4,0.2,-0.4,2,3,2,1,8,Matches,0.7,40.0,DF,Dortmund,Felix Passlack,57.142857142857146,,75.0
2049,Javier Pastore,ar ARG,MF,Elche,es La Liga,33,1989,0.1,6,8,75.0,81,49,3,3,100.0,0,1,0.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches,0.1,8.0,MF,Elche,Javier Pastore,80.0,,75.0
2050,Patric,es ESP,DF,Lazio,it Serie A,29,1993,15.7,947,1063,89.1,19277,6374,317,342,92.7,426,448,95.1,173,235,73.6,0,0.0,0.2,0.0,2,30,2,0,27,Matches,15.7,1063.0,DF,Lazio,Patric,67.70700636942675,,89.1
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,,,Pos,Squad,Player,,,
2051,Rui Patrício,pt POR,GK,Roma,it Serie A,34,1988,35.0,677,887,76.3,18489,12522,130,130,100.0,310,313,99.0,235,439,53.5,0,0.0,0.0,0.0,0,7,0,0,0,Matches,35.0,887.0,GK,Roma,Rui Patrício,25.34285714285714,,76.3
2052,Nathan Patterson,sct SCO,"DF,MF",Everton,eng Premier League,20,2001,14.2,488,649,75.2,7279,2596,284,315,90.2,172,230,74.8,22,67,32.8,0,0.4,0.7,-0.4,6,21,10,4,24,Matches,14.2,649.0,"DF,MF",Everton,Nathan Patterson,45.70422535211268,,75.2
2053,Paulinho,br BRA,FW,Leverkusen,de Bundesliga,22,2000,0.9,23,28,82.1,279,86,16,19,84.2,5,6,83.3,0,0,,0,0.0,0.0,0.0,0,1,0,0,4,Matches,0.9,28.0,FW,Leverkusen,Paulinho,31.11111111111111,,82.1
2054,Gabriel Paulista,br BRA,DF,Valencia,es La Liga,31,1990,16.7,645,769,83.9,12734,5198,221,251,88.0,329,373,88.2,87,127,68.5,0,0.3,0.4,-0.3,5,53,4,0,61,Matches,16.7,769.0,DF,Valencia,Gabriel Paulista,46.047904191616766,,83.9
2055,Benjamin Pavard,fr FRA,DF,Bayern Munich,de Bundesliga,26,1996,27.0,2120,2400,88.3,37520,14296,867,940,92.2,1064,1162,91.6,155,231,67.1,1,2.4,3.9,-1.4,19,184,21,9,202,Matches,27.0,2400.0,DF,Bayern Munich,Benjamin Pavard,88.88888888888889,,88.3
2056,Jiří Pavlenka,cz CZE,GK,Werder Bremen,de Bundesliga,30,1992,32.3,832,1176,70.7,25281,18992,148,150,98.7,362,367,98.6,321,651,49.3,0,0.0,0.1,0.0,0,20,1,0,0,Matches,32.3,1176.0,GK,Werder Bremen,Jiří Pavlenka,36.40866873065016,,70.7
2057,Dimitri Payet,fr FRA,"MF,FW",Marseille,fr Ligue 1,35,1987,9.3,386,520,74.2,7048,2234,173,210,82.4,146,187,78.1,53,89,59.6,3,3.5,3.4,-0.5,31,37,28,1,71,Matches,9.3,520.0,"MF,FW",Marseille,Dimitri Payet,55.91397849462365,,74.2
2058,Ben Pearson,eng ENG,MF,Bournemouth,eng Premier League,27,1995,3.2,108,134,80.6,1814,501,50,58,86.2,45,55,81.8,8,15,53.3,0,0.0,0.0,0.0,0,8,0,0,5,Matches,3.2,134.0,MF,Bournemouth,Ben Pearson,41.875,,80.6
2059,Kristian Pedersen,dk DEN,DF,Köln,de Bundesliga,27,1994,3.1,121,173,69.9,2180,1051,48,59,81.4,58,78,74.4,12,25,48.0,0,0.1,0.0,-0.1,2,7,1,0,10,Matches,3.1,173.0,DF,Köln,Kristian Pedersen,55.80645161290322,,69.9
2060,Mads Pedersen,dk DEN,"DF,MF",Augsburg,de Bundesliga,25,1996,20.4,473,696,68.0,8287,3196,214,258,82.9,204,306,66.7,41,90,45.6,0,0.9,0.9,-0.9,15,31,13,6,46,Matches,20.4,696.0,"DF,MF",Augsburg,Mads Pedersen,34.11764705882353,,68.0
2061,Alfonso Pedraza,es ESP,DF,Villarreal,es La Liga,26,1996,18.1,641,832,77.0,9606,2553,366,401,91.3,221,283,78.1,35,80,43.8,3,2.0,1.3,+1.0,18,22,19,9,31,Matches,18.1,832.0,DF,Villarreal,Alfonso Pedraza,45.96685082872928,,77.0
2062,Pedri,es ESP,MF,Barcelona,es La Liga,19,2002,22.0,1251,1449,86.3,22516,4967,574,632,90.8,485,546,88.8,164,198,82.8,1,5.0,5.3,-4.0,42,161,30,2,184,Matches,22.0,1449.0,MF,Barcelona,Pedri,65.86363636363636,38.1,86.3
2063,Pedro,es ESP,FW,Lazio,it Serie A,35,1987,21.1,771,950,81.2,10609,2051,473,524,90.3,216,280,77.1,37,69,53.6,3,2.6,2.0,+0.4,23,36,23,3,52,Matches,21.1,950.0,FW,Lazio,Pedro,45.02369668246445,,81.2
2064,Adrià Pedrosa,es ESP,"DF,MF",Espanyol,es La Liga,24,1998,2.5,61,76,80.3,881,239,37,40,92.5,20,27,74.1,2,4,50.0,0,0.7,1.0,-0.7,5,2,4,2,4,Matches,2.5,76.0,"DF,MF",Espanyol,Adrià Pedrosa,30.4,,80.3
2065,Jordan Pefok,us USA,FW,Union Berlin,de Bundesliga,26,1996,15.1,165,300,55.0,1999,598,108,153,70.6,35,83,42.2,6,16,37.5,4,1.8,1.1,+2.2,18,18,8,0,27,Matches,15.1,300.0,FW,Union Berlin,Jordan Pefok,19.86754966887417,,55.0
2066,Gianluca Pegolo,it ITA,GK,Sassuolo,it Serie A,41,1981,2.0,64,77,83.1,1652,1058,13,13,100.0,31,32,96.9,19,31,61.3,0,0.0,0.0,0.0,0,0,0,0,0,Matches,2.0,77.0,GK,Sassuolo,Gianluca Pegolo,38.5,,83.1
2067,Dženan Pejčinović,de GER,FW,Wolfsburg,de Bundesliga,17,2005,0.1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,0.1,0.0,FW,Wolfsburg,Dženan Pejčinović,0.0,,
2068,Peter Pekarík,sk SVK,DF,Hertha BSC,de Bundesliga,35,1986,2.3,89,115,77.4,1465,603,43,47,91.5,35,46,76.1,9,17,52.9,0,0.0,0.1,0.0,1,4,1,1,7,Matches,2.3,115.0,DF,Hertha BSC,Peter Pekarík,50.00000000000001,,77.4
2069,Pietro Pellegri,it ITA,FW,Torino,it Serie A,21,2001,5.2,61,80,76.3,785,70,39,49,79.6,18,19,94.7,1,3,33.3,0,0.5,0.5,-0.5,5,3,3,0,8,Matches,5.2,80.0,FW,Torino,Pietro Pellegri,15.384615384615383,27.4,76.3
2070,Lorenzo Pellegrini,it ITA,MF,Roma,it Serie A,26,1996,28.3,816,1114,73.2,14299,4489,390,452,86.3,275,352,78.1,118,238,49.6,5,6.9,6.2,-1.9,70,62,23,3,106,Matches,28.3,1114.0,MF,Roma,Lorenzo Pellegrini,39.36395759717314,,73.2
2071,Luca Pellegrini,it ITA,DF,Lazio,it Serie A,23,1999,2.0,137,168,81.5,2378,735,72,76,94.7,45,57,78.9,19,29,65.5,0,0.2,0.3,-0.2,4,9,8,6,9,Matches,2.0,168.0,DF,Lazio,Luca Pellegrini,84.0,,81.5
2072,Luca Pellegrini,it ITA,DF,Eint Frankfurt,de Bundesliga,23,1999,6.2,292,431,67.7,5244,2035,140,164,85.4,106,137,77.4,38,90,42.2,0,0.8,0.9,-0.8,8,16,4,2,22,Matches,6.2,431.0,DF,Eint Frankfurt,Luca Pellegrini,69.51612903225806,,67.7
2073,Théo Pellenard,fr FRA,DF,Auxerre,fr Ligue 1,28,1994,1.1,11,21,52.4,216,175,4,5,80.0,5,8,62.5,2,6,33.3,0,0.0,0.0,0.0,0,4,0,0,2,Matches,1.1,21.0,DF,Auxerre,Théo Pellenard,19.09090909090909,,52.4
2074,Facundo Pellistri,uy URU,"FW,MF",Manchester Utd,eng Premier League,20,2001,0.7,15,16,93.8,180,17,8,9,88.9,5,5,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,Matches,0.7,16.0,"FW,MF",Manchester Utd,Facundo Pellistri,22.857142857142858,,93.8
2075,Timothee Pembele,fr FRA,DF,Paris S-G,fr Ligue 1,19,2002,2.9,71,89,79.8,939,189,44,49,89.8,20,24,83.3,2,5,40.0,1,0.3,0.4,+0.7,2,2,0,0,5,Matches,2.9,89.0,DF,Paris S-G,Timothee Pembele,30.6896551724138,,79.8
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,,,Pos,Squad,Player,,,
2076,Iñaki Peña,es ESP,GK,Barcelona,es La Liga,23,1999,0.8,25,27,92.6,585,407,3,3,100.0,18,18,100.0,4,6,66.7,0,0.0,0.0,0.0,0,0,0,0,0,Matches,0.8,27.0,GK,Barcelona,Iñaki Peña,33.75,,92.6
2077,Rubén Peña,es ESP,"DF,MF",Osasuna,es La Liga,31,1991,14.2,432,620,69.7,6862,3062,233,261,89.3,156,220,70.9,34,94,36.2,1,1.0,1.4,0.0,10,37,12,7,61,Matches,14.2,620.0,"DF,MF",Osasuna,Rubén Peña,43.66197183098592,,69.7
2078,Patrick Pentz,at AUT,GK,Reims,fr Ligue 1,25,1997,7.0,141,211,66.8,3725,2480,34,36,94.4,61,61,100.0,44,112,39.3,0,0.0,0.0,0.0,0,3,0,0,0,Matches,7.0,211.0,GK,Reims,Patrick Pentz,30.142857142857142,37.0,66.8
2079,Nicolas Pépé,ci CIV,"FW,MF",Nice,fr Ligue 1,27,1995,16.6,558,694,80.4,8009,1739,327,376,87.0,159,198,80.3,35,54,64.8,0,2.6,3.1,-2.6,28,29,19,4,53,Matches,16.6,694.0,"FW,MF",Nice,Nicolas Pépé,41.80722891566265,,80.4
2080,Ricardo Pepi,us USA,FW,Augsburg,de Bundesliga,19,2003,1.1,18,27,66.7,223,7,10,15,66.7,6,7,85.7,0,0,,0,0.1,0.0,-0.1,2,0,0,0,1,Matches,1.1,27.0,FW,Augsburg,Ricardo Pepi,24.545454545454543,,66.7
2081,Pepín,gq EQG,MF,Monza,it Serie A,25,1996,12.5,554,666,83.2,9428,2784,263,298,88.3,240,269,89.2,38,64,59.4,2,1.5,1.3,+0.5,9,67,18,2,74,Matches,12.5,666.0,MF,Monza,Pepín,53.28,,83.2
2082,Alberto Perea,es ESP,MF,Cádiz,es La Liga,31,1990,0.5,10,12,83.3,114,30,6,7,85.7,3,3,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,2,Matches,0.5,12.0,MF,Cádiz,Alberto Perea,24.0,,83.3
2083,Juan Perea,co COL,FW,Stuttgart,de Bundesliga,22,2000,4.6,50,79,63.3,753,185,30,40,75.0,13,21,61.9,5,9,55.6,0,0.7,0.4,-0.7,2,7,2,1,8,Matches,4.6,79.0,FW,Stuttgart,Juan Perea,17.17391304347826,36.1,63.3
2084,Andreas Pereira,br BRA,MF,Fulham,eng Premier League,26,1996,29.9,701,1068,65.6,13078,4235,336,419,80.2,229,315,72.7,116,251,46.2,6,5.2,4.1,+0.8,60,86,22,9,121,Matches,29.9,1068.0,MF,Fulham,Andreas Pereira,35.719063545150505,,65.6
2085,Brayann Pereira,fr FRA,DF,Auxerre,fr Ligue 1,19,2003,2.0,56,79,70.9,812,282,32,38,84.2,21,32,65.6,3,6,50.0,0,0.0,0.0,0.0,0,1,0,0,4,Matches,2.0,79.0,DF,Auxerre,Brayann Pereira,39.5,,70.9
2086,Danilo Pereira,pt POR,"DF,MF",Paris S-G,fr Ligue 1,30,1991,26.8,1950,2068,94.3,32419,10970,909,946,96.1,859,899,95.6,136,164,82.9,0,0.5,0.9,-0.5,4,200,7,0,154,Matches,26.8,2068.0,"DF,MF",Paris S-G,Danilo Pereira,77.16417910447761,,94.3
2087,Mathias Pereira Lage,pt POR,"MF,FW",Brest,fr Ligue 1,25,1996,14.0,257,387,66.4,4010,1256,135,169,79.9,77,114,67.5,27,63,42.9,1,1.6,1.3,-0.6,14,25,3,2,30,Matches,14.0,387.0,"MF,FW",Brest,Mathias Pereira Lage,27.642857142857142,,66.4
2088,Ricardo Pereira,pt POR,"DF,MF",Leicester City,eng Premier League,28,1993,5.0,252,322,78.3,4024,1552,130,147,88.4,105,125,84.0,12,27,44.4,1,0.6,0.6,+0.4,7,25,10,3,27,Matches,5.0,322.0,"DF,MF",Leicester City,Ricardo Pereira,64.4,39.0,78.3
2089,Roberto Pereyra,ar ARG,"DF,MF",Udinese,it Serie A,31,1991,31.3,1038,1277,81.3,15942,5060,561,611,91.8,377,460,82.0,61,104,58.7,7,5.5,5.7,+1.5,49,86,49,14,143,Matches,31.3,1277.0,"DF,MF",Udinese,Roberto Pereyra,40.79872204472844,,81.3
2090,Ayoze Pérez,es ESP,"MF,FW",Leicester City,eng Premier League,29,1993,4.2,118,171,69.0,1698,468,75,89,84.3,28,43,65.1,9,18,50.0,1,1.5,0.6,-0.5,11,13,6,0,20,Matches,4.2,171.0,"MF,FW",Leicester City,Ayoze Pérez,40.71428571428572,,69.0
2091,Ayoze Pérez,es ESP,"FW,MF",Betis,es La Liga,29,1993,15.4,308,391,78.8,3512,1077,221,255,86.7,60,79,75.9,5,6,83.3,1,2.0,2.0,-1.0,13,19,14,0,39,Matches,15.4,391.0,"FW,MF",Betis,Ayoze Pérez,25.38961038961039,37.0,78.8
2092,Carles Pérez,es ESP,"MF,FW",Celta Vigo,es La Liga,24,1998,23.8,564,689,81.9,8850,1735,291,330,88.2,218,259,84.2,36,61,59.0,5,2.0,1.7,+3.0,23,33,19,3,66,Matches,23.8,689.0,"MF,FW",Celta Vigo,Carles Pérez,28.949579831932773,,81.9
2093,Francisco Perez,es ESP,"FW,MF",Valencia,es La Liga,19,2002,1.6,59,77,76.6,832,197,31,36,86.1,23,29,79.3,1,3,33.3,0,0.0,0.1,0.0,0,2,3,0,8,Matches,1.6,77.0,"FW,MF",Valencia,Francisco Perez,48.125,21.7,76.6
2094,Kike Pérez,es ESP,MF,Valladolid,es La Liga,25,1997,25.6,927,1223,75.8,16632,4584,446,527,84.6,338,413,81.8,123,199,61.8,2,2.2,2.0,-0.2,32,101,19,5,134,Matches,25.6,1223.0,MF,Valladolid,Kike Pérez,47.7734375,,75.8
2095,Lucas Pérez,es ESP,FW,Cádiz,es La Liga,33,1988,7.0,169,236,71.6,2634,646,96,106,90.6,48,63,76.2,17,48,35.4,0,0.6,1.0,-0.6,4,13,7,3,14,Matches,7.0,236.0,FW,Cádiz,Lucas Pérez,33.714285714285715,,71.6
2096,Luis Pérez,es ESP,DF,Valladolid,es La Liga,27,1995,13.5,436,574,76.0,7137,2375,232,253,91.7,149,204,73.0,42,70,60.0,1,0.9,0.9,+0.1,13,30,15,13,42,Matches,13.5,574.0,DF,Valladolid,Luis Pérez,42.51851851851852,,76.0
2097,Nehuén Pérez,ar ARG,DF,Udinese,it Serie A,22,2000,31.3,1538,1807,85.1,30754,10954,557,598,93.1,730,810,90.1,224,352,63.6,0,0.5,0.5,-0.5,10,107,8,3,101,Matches,31.3,1807.0,DF,Udinese,Nehuén Pérez,57.73162939297124,,85.1
2098,Simone Perilli,it ITA,GK,Hellas Verona,it Serie A,27,1995,1.0,10,34,29.4,455,391,1,1,100.0,3,3,100.0,6,30,20.0,0,0.0,0.0,0.0,0,3,0,0,0,Matches,1.0,34.0,GK,Hellas Verona,Simone Perilli,34.0,,29.4
2099,Mattia Perin,it ITA,GK,Juventus,it Serie A,29,1992,10.5,265,351,75.5,6305,4120,64,65,98.5,148,148,100.0,53,137,38.7,0,0.0,0.0,0.0,0,6,0,0,1,Matches,10.5,351.0,GK,Juventus,Mattia Perin,33.42857142857143,,75.5
2100,Samuele Perisan,it ITA,GK,Empoli,it Serie A,24,1997,7.0,174,230,75.7,4436,3030,53,53,100.0,68,69,98.6,53,105,50.5,0,0.0,0.0,0.0,0,0,0,0,0,Matches,7.0,230.0,GK,Empoli,Samuele Perisan,32.857142857142854,,75.7
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,,,Pos,Squad,Player,,,
2101,Ivan Perišić,hr CRO,"DF,MF",Tottenham,eng Premier League,33,1989,23.4,713,1121,63.6,12565,3575,357,443,80.6,249,389,64.0,91,210,43.3,8,6.1,5.2,+1.9,48,29,36,24,61,Matches,23.4,1121.0,"DF,MF",Tottenham,Ivan Perišić,47.90598290598291,,63.6
2102,Romain Perraud,fr FRA,DF,Southampton,eng Premier League,24,1997,20.4,623,885,70.4,8776,3419,377,443,85.1,200,270,74.1,26,91,28.6,2,1.9,1.9,+0.1,15,47,15,8,62,Matches,20.4,885.0,DF,Southampton,Romain Perraud,43.38235294117647,,70.4
2103,Gaëtan Perrin,fr FRA,"MF,FW",Auxerre,fr Ligue 1,26,1996,15.5,315,434,72.6,5718,1802,140,175,80.0,122,158,77.2,41,67,61.2,1,1.9,1.5,-0.9,25,39,18,4,69,Matches,15.5,434.0,"MF,FW",Auxerre,Gaëtan Perrin,28.0,,72.6
2104,Lucas Perrin,fr FRA,DF,Strasbourg,fr Ligue 1,23,1998,19.6,678,829,81.8,13175,5389,231,261,88.5,353,400,88.3,82,144,56.9,1,1.0,1.5,0.0,8,56,9,2,50,Matches,19.6,829.0,DF,Strasbourg,Lucas Perrin,42.295918367346935,,81.8
2105,Máximo Perrone,ar ARG,MF,Manchester City,eng Premier League,19,2003,0.2,18,21,85.7,228,32,11,12,91.7,5,5,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,2,Matches,0.2,21.0,MF,Manchester City,Máximo Perrone,105.0,,85.7
2106,Matteo Pessina,it ITA,MF,Monza,it Serie A,25,1997,32.6,1719,2025,84.9,28932,8199,807,896,90.1,731,813,89.9,134,190,70.5,3,2.1,2.7,+0.9,22,150,36,3,193,Matches,32.6,2025.0,MF,Monza,Matteo Pessina,62.11656441717791,,84.9
2107,Andrea Petagna,it ITA,FW,Monza,it Serie A,27,1995,18.5,316,434,72.8,4500,728,193,237,81.4,85,122,69.7,17,27,63.0,5,4.4,2.0,+0.6,30,20,10,0,34,Matches,18.5,434.0,FW,Monza,Andrea Petagna,23.45945945945946,,72.8
2108,Nils Petersen,de GER,FW,Freiburg,de Bundesliga,33,1988,3.1,33,74,44.6,408,79,18,36,50.0,10,22,45.5,2,6,33.3,0,0.0,0.0,0.0,1,1,1,0,5,Matches,3.1,74.0,FW,Freiburg,Nils Petersen,23.870967741935484,,44.6
2109,Lukas Petkov,bg BUL,"MF,FW",Augsburg,de Bundesliga,21,2000,1.6,18,34,52.9,295,96,9,16,56.3,5,9,55.6,3,6,50.0,0,0.0,0.1,0.0,0,3,0,0,2,Matches,1.6,34.0,"MF,FW",Augsburg,Lukas Petkov,21.25,,52.9
2110,Cameron Peupion,au AUS,MF,Brighton,eng Premier League,19,2002,0.1,3,4,75.0,33,1,3,4,75.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,0.1,4.0,MF,Brighton,Cameron Peupion,40.0,,75.0
2111,Germán Pezzella,ar ARG,DF,Betis,es La Liga,31,1991,27.9,1129,1312,86.1,21195,8087,408,432,94.4,608,657,92.5,101,192,52.6,0,0.2,0.4,-0.2,4,45,3,0,54,Matches,27.9,1312.0,DF,Betis,Germán Pezzella,47.02508960573477,,86.1
2112,Giuseppe Pezzella,it ITA,DF,Lecce,it Serie A,24,1997,10.2,419,534,78.5,6752,2619,209,238,87.8,176,215,81.9,25,55,45.5,1,0.6,0.3,+0.4,7,44,10,4,65,Matches,10.2,534.0,DF,Lecce,Giuseppe Pezzella,52.352941176470594,,78.5
2113,Luca Pfeiffer,de GER,FW,Stuttgart,de Bundesliga,25,1996,7.8,129,201,64.2,2051,499,68,96,70.8,44,67,65.7,11,16,68.8,0,1.0,1.1,-1.0,12,8,5,1,22,Matches,7.8,201.0,FW,Stuttgart,Luca Pfeiffer,25.76923076923077,,64.2
2114,Maximilian Philipp,de GER,FW,Wolfsburg,de Bundesliga,28,1994,1.3,27,42,64.3,427,64,17,19,89.5,7,9,77.8,2,9,22.2,0,0.0,0.1,0.0,1,1,1,0,1,Matches,1.3,42.0,FW,Wolfsburg,Maximilian Philipp,32.30769230769231,,64.3
2115,Maximilian Philipp,de GER,"FW,MF",Werder Bremen,de Bundesliga,28,1994,4.9,109,138,79.0,1495,286,65,75,86.7,29,38,76.3,5,5,100.0,0,0.2,0.2,-0.2,4,5,1,0,6,Matches,4.9,138.0,"FW,MF",Werder Bremen,Maximilian Philipp,28.163265306122447,,79.0
2116,Kalvin Phillips,eng ENG,MF,Manchester City,eng Premier League,26,1995,3.3,289,313,92.3,5155,873,113,120,94.2,148,153,96.7,25,33,75.8,0,0.2,0.1,-0.2,3,32,0,0,18,Matches,3.3,313.0,MF,Manchester City,Kalvin Phillips,94.84848484848486,,92.3
2117,Nathaniel Phillips,eng ENG,DF,Liverpool,eng Premier League,25,1997,0.7,71,82,86.6,1364,602,32,34,94.1,27,29,93.1,9,14,64.3,0,0.0,0.0,0.0,0,7,0,0,9,Matches,0.7,82.0,DF,Liverpool,Nathaniel Phillips,117.14285714285715,33.3,86.6
2118,Krzysztof Piątek,pl POL,FW,Salernitana,it Serie A,27,1995,23.8,379,558,67.9,5117,687,219,293,74.7,110,158,69.6,17,33,51.5,5,2.1,0.8,+2.9,22,24,10,0,33,Matches,23.8,558.0,FW,Salernitana,Krzysztof Piątek,23.445378151260503,,67.9
