Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Touches,Touches.1,Touches.2,Touches.3,Touches.4,Touches.5,Touches.6,Take-Ons,Take-Ons.1,Take-Ons.2,Take-Ons.3,Take-Ons.4,Carries,Carries.1,Carries.2,Carries.3,Carries.4,Carries.5,Carries.6,Carries.7,Receiving,Receiving.1,Unnamed: 31_level_0,90s,Att,Pos,Squad,Player,Dribble/90,Shot_Accuracy,Dribble_Accuracy
2306,Aitor Ruibal,es ESP,"DF,FW",Betis,es La Liga,26,1996,16.2,1062,44,338,468,278,24,1062,67,35,52.2,31,46.3,559,2936,1818,38,27,8,24,13,597,70,Matches,16.2,67.0,"DF,FW",Betis,Aitor Ruibal,4.135802469135803,,52.2
2307,Kays Ruiz Atil,fr FRA,MF,Auxerre,fr Ligue 1,19,2002,0.7,41,0,19,19,4,1,41,1,1,100.0,0,0.0,31,160,68,1,0,1,2,1,23,2,Matches,0.7,1.0,MF,Auxerre,Kays Ruiz Atil,1.4285714285714286,,100.0
2308,Fabián Ruiz Peña,es ESP,MF,Paris S-G,fr Ligue 1,26,1996,21.0,1971,53,411,1161,410,41,1971,30,18,60.0,12,40.0,1681,7230,3162,32,35,4,23,16,1580,86,Matches,21.0,30.0,MF,Paris S-G,Fabián Ruiz Peña,1.4285714285714286,,60.0
2309,Víctor Ruiz,es ESP,DF,Betis,es La Liga,33,1989,6.2,315,50,180,128,8,4,315,0,0,,0,,167,877,447,4,3,1,1,0,183,0,Matches,6.2,0.0,DF,Betis,Víctor Ruiz,0.0,,
2310,Gerónimo Rulli,ar ARG,GK,Villarreal,es La Liga,30,1992,14.0,579,476,577,3,0,0,579,0,0,,0,,335,1591,1061,0,0,0,0,0,283,0,Matches,14.0,0.0,GK,Villarreal,Gerónimo Rulli,0.0,,
2311,Alessandro Russo,it ITA,GK,Sassuolo,it Serie A,21,2001,1.0,55,47,55,0,0,0,55,0,0,,0,,33,125,68,0,0,0,0,0,33,0,Matches,1.0,0.0,GK,Sassuolo,Alessandro Russo,0.0,,
2312,Franco Russo,ar ARG,DF,Mallorca,es La Liga,27,1994,1.6,78,12,47,28,3,0,78,0,0,,0,,43,163,63,0,0,0,0,1,41,0,Matches,1.6,0.0,DF,Mallorca,Franco Russo,0.0,,
2313,Georginio Rutter,fr FRA,"FW,MF",Leeds United,eng Premier League,20,2002,3.0,124,4,13,47,65,20,124,25,9,36.0,13,52.0,76,351,126,5,1,3,15,14,86,21,Matches,3.0,25.0,"FW,MF",Leeds United,Georginio Rutter,8.333333333333334,,36.0
2314,Georginio Rutter,fr FRA,FW,Hoffenheim,de Bundesliga,20,2002,11.2,338,9,27,98,219,67,338,71,34,47.9,34,47.9,235,1541,723,32,11,24,46,25,260,75,Matches,11.2,71.0,FW,Hoffenheim,Georginio Rutter,6.339285714285714,,47.9
2315,Julian Ryerson,no NOR,DF,Union Berlin,de Bundesliga,24,1997,11.5,627,29,176,246,215,12,627,38,18,47.4,15,39.5,292,1652,690,20,16,4,11,14,293,32,Matches,11.5,38.0,DF,Union Berlin,Julian Ryerson,3.3043478260869565,,47.4
2316,Julian Ryerson,no NOR,DF,Dortmund,de Bundesliga,24,1997,15.7,1162,39,313,548,311,12,1162,47,17,36.2,22,46.8,646,3311,1758,54,26,6,18,18,723,69,Matches,15.7,47.0,DF,Dortmund,Julian Ryerson,2.993630573248408,,36.2
2317,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,29,1992,29.0,1340,883,1318,23,0,0,1340,0,0,,0,,861,4709,3107,0,0,0,0,0,727,0,Matches,29.0,0.0,GK,Union Berlin,Frederik Rønnow,0.0,,
2318,José Sá,pt POR,GK,Wolves,eng Premier League,29,1993,36.0,1277,1153,1271,7,0,0,1277,2,2,100.0,0,0.0,731,4563,2991,0,0,0,4,0,585,0,Matches,36.0,2.0,GK,Wolves,José Sá,0.0555555555555555,,100.0
2319,Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,29,1993,18.7,1179,83,388,521,284,16,1179,39,19,48.7,13,33.3,619,3101,1754,41,36,3,25,25,671,64,Matches,18.7,39.0,DF,Betis,Youssouf Sabaly,2.085561497326203,,48.7
2320,Halid Šabanović,ba BIH,DF,Angers,fr Ligue 1,22,1999,7.1,352,23,84,178,94,6,352,12,4,33.3,8,66.7,232,1268,519,5,10,1,12,3,203,30,Matches,7.1,12.0,DF,Angers,Halid Šabanović,1.6901408450704227,,33.3
2321,Abdelhamid Sabiri,ma MAR,"MF,FW",Sampdoria,it Serie A,25,1996,11.9,618,15,64,304,257,31,616,39,14,35.9,17,43.6,363,1503,536,7,20,5,34,28,423,54,Matches,11.9,39.0,"MF,FW",Sampdoria,Abdelhamid Sabiri,3.277310924369748,,35.9
2322,Marcel Sabitzer,at AUT,MF,Manchester Utd,eng Premier League,28,1994,7.0,377,18,69,200,110,20,377,3,1,33.3,1,33.3,209,751,361,8,6,0,9,5,247,26,Matches,7.0,3.0,MF,Manchester Utd,Marcel Sabitzer,0.4285714285714285,,33.3
2323,Marcel Sabitzer,at AUT,MF,Bayern Munich,de Bundesliga,28,1994,7.0,548,10,88,323,141,9,548,3,1,33.3,2,66.7,312,1283,572,7,8,0,6,3,368,19,Matches,7.0,3.0,MF,Bayern Munich,Marcel Sabitzer,0.4285714285714285,,33.3
2324,Falaye Sacko,ml MLI,DF,Montpellier,fr Ligue 1,27,1995,28.7,1503,135,519,692,315,29,1503,36,17,47.2,15,41.7,962,6066,2873,50,36,6,33,13,820,70,Matches,28.7,36.0,DF,Montpellier,Falaye Sacko,1.2543554006968642,,47.2
2325,Umar Sadiq,ng NGA,FW,Almería,es La Liga,25,1997,2.7,74,3,6,31,39,18,74,12,4,33.3,8,66.7,47,390,211,5,8,6,7,11,53,7,Matches,2.7,12.0,FW,Almería,Umar Sadiq,4.444444444444444,,33.3
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,,,Pos,Squad,Player,,,
2326,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,25,1997,0.9,26,1,2,9,15,2,26,3,2,66.7,0,0.0,16,62,9,0,0,1,6,2,21,6,Matches,0.9,3.0,FW,Real Sociedad,Umar Sadiq,3.333333333333333,,66.7
2327,Alexis Saelemaekers,be BEL,"FW,DF",Milan,it Serie A,23,1999,15.6,836,13,105,337,407,50,836,72,31,43.1,32,44.4,503,3229,1563,52,23,15,38,21,568,143,Matches,15.6,72.0,"FW,DF",Milan,Alexis Saelemaekers,4.615384615384616,,43.1
2328,Wesley Saïd,fr FRA,"FW,MF",Lens,fr Ligue 1,27,1995,7.2,270,2,11,145,121,41,270,26,17,65.4,9,34.6,220,1330,491,19,12,6,18,6,217,67,Matches,7.2,26.0,"FW,MF",Lens,Wesley Saïd,3.611111111111111,,65.4
2329,Allan Saint-Maximin,fr FRA,FW,Newcastle Utd,eng Premier League,25,1997,12.4,598,5,69,198,348,77,598,99,57,57.6,33,33.3,435,4137,2512,93,51,41,31,30,456,111,Matches,12.4,99.0,FW,Newcastle Utd,Allan Saint-Maximin,7.983870967741935,,57.6
2330,Théo Sainte-Luce,fr FRA,DF,Montpellier,fr Ligue 1,23,1998,5.9,326,19,93,160,76,6,326,13,8,61.5,5,38.5,201,1032,417,5,9,1,9,4,183,36,Matches,5.9,13.0,DF,Montpellier,Théo Sainte-Luce,2.2033898305084745,,61.5
2331,Samuel Sáiz,es ESP,MF,Girona,es La Liga,31,1991,2.7,192,0,21,98,75,7,190,10,4,40.0,6,60.0,131,713,244,5,5,2,10,4,154,18,Matches,2.7,10.0,MF,Girona,Samuel Sáiz,3.7037037037037033,33.7,40.0
2332,Bukayo Saka,eng ENG,FW,Arsenal,eng Premier League,20,2001,35.3,1882,21,160,474,1270,237,1879,161,61,37.9,69,42.9,1191,8403,4557,179,92,84,78,59,1361,520,Matches,35.3,161.0,FW,Arsenal,Bukayo Saka,4.560906515580737,,37.9
2333,Hamza Sakhi,fr FRA,MF,Auxerre,fr Ligue 1,26,1996,18.4,1112,20,171,614,342,28,1112,27,15,55.6,6,22.2,834,5023,2110,43,37,3,20,13,779,75,Matches,18.4,27.0,MF,Auxerre,Hamza Sakhi,1.4673913043478262,,55.6
2334,Mamadou Sakho,fr FRA,DF,Montpellier,fr Ligue 1,32,1990,8.5,539,74,239,293,8,5,539,2,1,50.0,1,50.0,382,1940,1144,0,0,0,1,0,357,2,Matches,8.5,2.0,DF,Montpellier,Mamadou Sakho,0.2352941176470588,,50.0
2335,Jacopo Sala,it ITA,MF,Spezia,it Serie A,30,1991,1.2,57,2,14,28,16,2,57,3,0,0.0,2,66.7,32,119,68,2,0,0,1,0,34,3,Matches,1.2,3.0,MF,Spezia,Jacopo Sala,2.5,,0.0
2336,Ibrahim Salah,ma MAR,"FW,MF",Rennes,fr Ligue 1,20,2001,2.5,154,2,24,59,75,5,154,18,13,72.2,5,27.8,121,1086,469,13,11,1,5,4,109,27,Matches,2.5,18.0,"FW,MF",Rennes,Ibrahim Salah,7.2,37.2,72.2
2337,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,30,1992,36.6,1634,4,83,539,1028,301,1630,135,51,37.8,72,53.3,1108,6393,3036,120,66,87,110,79,1305,421,Matches,36.6,135.0,FW,Liverpool,Mohamed Salah,3.6885245901639343,,37.8
2338,Amine Salama,fr FRA,"FW,MF",Angers,fr Ligue 1,22,2000,13.9,484,6,51,232,215,48,484,56,22,39.3,31,55.4,360,2756,1060,35,19,16,48,19,351,94,Matches,13.9,56.0,"FW,MF",Angers,Amine Salama,4.028776978417266,,39.3
2339,Kike Salas,es ESP,DF,Sevilla,es La Liga,20,2002,4.1,255,39,133,112,10,3,255,0,0,,0,,149,530,227,3,1,0,2,1,177,0,Matches,4.1,0.0,DF,Sevilla,Kike Salas,0.0,,
2340,William Saliba,fr FRA,DF,Arsenal,eng Premier League,21,2001,26.8,2056,174,905,1094,64,15,2056,11,8,72.7,1,9.1,1323,6658,3908,13,14,1,15,6,1423,2,Matches,26.8,11.0,DF,Arsenal,William Saliba,0.4104477611940298,,72.7
2341,Dikeni-Rafid Salifou,tg TOG,MF,Werder Bremen,de Bundesliga,19,2003,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches,0.0,0.0,MF,Werder Bremen,Dikeni-Rafid Salifou,,,
2342,Mohammed Salisu,gh GHA,DF,Southampton,eng Premier League,23,1999,21.9,1504,220,756,634,124,25,1504,11,8,72.7,3,27.3,724,3383,1556,5,10,0,5,9,757,4,Matches,21.9,11.0,DF,Southampton,Mohammed Salisu,0.5022831050228311,,72.7
2343,Roland Sallai,hu HUN,"MF,FW",Freiburg,de Bundesliga,25,1997,11.1,465,11,72,194,202,40,465,27,12,44.4,12,44.4,274,1435,579,22,11,3,21,10,328,71,Matches,11.1,27.0,"MF,FW",Freiburg,Roland Sallai,2.4324324324324325,,44.4
2344,Yoann Salmier,gf GUF,DF,Troyes,fr Ligue 1,29,1992,29.4,1764,252,871,821,89,20,1764,13,6,46.2,5,38.5,1235,7197,3568,24,23,3,9,7,1082,9,Matches,29.4,13.0,DF,Troyes,Yoann Salmier,0.4421768707482993,,46.2
2345,Salvi,es ESP,"FW,MF",Rayo Vallecano,es La Liga,31,1991,5.4,254,4,31,81,145,18,254,9,3,33.3,6,66.7,139,920,459,27,14,3,9,6,162,51,Matches,5.4,9.0,"FW,MF",Rayo Vallecano,Salvi,1.6666666666666663,36.0,33.3
2346,Lazar Samardzic,rs SRB,MF,Udinese,it Serie A,20,2002,20.5,1098,20,160,572,381,38,1098,64,28,43.8,34,53.1,619,3575,1568,34,33,7,29,20,716,65,Matches,20.5,64.0,MF,Udinese,Lazar Samardzic,3.1219512195121952,,43.8
2347,Diadie Samassékou,ml MLI,"MF,FW",Hoffenheim,de Bundesliga,26,1996,0.4,23,1,5,15,3,0,23,1,1,100.0,0,0.0,9,39,13,0,0,0,0,0,13,1,Matches,0.4,1.0,"MF,FW",Hoffenheim,Diadie Samassékou,2.5,32.9,100.0
2348,Mama Samba Baldé,gw GNB,FW,Troyes,fr Ligue 1,26,1995,29.6,1009,21,120,498,422,125,1007,124,56,45.2,54,43.5,687,4596,1725,51,29,25,122,68,681,179,Matches,29.6,124.0,FW,Troyes,Mama Samba Baldé,4.189189189189189,,45.2
2349,Brice Samba,fr FRA,GK,Lens,fr Ligue 1,28,1994,37.0,1307,942,1291,18,0,0,1307,1,1,100.0,0,0.0,987,5296,3117,0,0,0,1,0,712,0,Matches,37.0,1.0,GK,Lens,Brice Samba,0.027027027027027,,100.0
2350,Albert Sambi Lokonga,be BEL,MF,Arsenal,eng Premier League,22,1999,2.2,154,6,32,95,29,0,154,2,1,50.0,0,0.0,96,393,145,0,6,0,1,1,113,2,Matches,2.2,2.0,MF,Arsenal,Albert Sambi Lokonga,0.9090909090909092,,50.0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,,,Pos,Squad,Player,,,
2351,Albert Sambi Lokonga,be BEL,MF,Crystal Palace,eng Premier League,22,1999,6.0,325,22,109,170,47,2,325,5,1,20.0,2,40.0,172,804,368,2,2,0,3,6,211,2,Matches,6.0,5.0,MF,Crystal Palace,Albert Sambi Lokonga,0.8333333333333334,,20.0
2352,Junior Sambia,fr FRA,DF,Salernitana,it Serie A,25,1996,7.7,504,21,114,221,172,13,504,29,10,34.5,17,58.6,258,1443,803,23,22,6,13,9,301,38,Matches,7.7,29.0,DF,Salernitana,Junior Sambia,3.766233766233766,,34.5
2353,Fede San Emeterio,es ESP,MF,Cádiz,es La Liga,25,1997,20.5,834,64,251,498,91,8,834,5,2,40.0,2,40.0,392,1506,605,1,7,1,11,8,436,11,Matches,20.5,5.0,MF,Cádiz,Fede San Emeterio,0.2439024390243902,35.8,40.0
2354,Antonio Sanabria,py PAR,FW,Torino,it Serie A,26,1996,27.0,946,11,49,457,450,117,945,41,23,56.1,11,26.8,496,2285,536,17,19,11,83,29,730,139,Matches,27.0,41.0,FW,Torino,Antonio Sanabria,1.5185185185185186,,56.1
2355,Leandro Sanca,gw GNB,"FW,MF",Spezia,it Serie A,22,2000,0.4,17,0,1,6,11,0,17,5,3,60.0,2,40.0,10,66,15,1,1,0,1,1,11,3,Matches,0.4,5.0,"FW,MF",Spezia,Leandro Sanca,12.5,33.9,60.0
2356,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,22,2000,28.1,1269,17,114,623,561,80,1267,83,46,55.4,25,30.1,847,5286,2806,91,71,17,82,61,981,156,Matches,28.1,83.0,MF,Athletic Club,Oihan Sancet,2.9537366548042705,,55.4
2357,Renato Sanches,pt POR,MF,Paris S-G,fr Ligue 1,24,1997,8.0,753,17,106,479,179,18,753,22,13,59.1,7,31.8,648,3751,2154,30,26,4,13,8,625,25,Matches,8.0,22.0,MF,Paris S-G,Renato Sanches,2.75,46.0,59.1
2358,Alexis Sánchez,cl CHI,"FW,MF",Marseille,fr Ligue 1,33,1988,29.8,1234,7,69,513,663,145,1231,82,43,52.4,32,39.0,950,4916,1398,42,24,20,85,62,961,232,Matches,29.8,82.0,"FW,MF",Marseille,Alexis Sánchez,2.751677852348993,,52.4
2359,Antonio Sánchez,es ESP,"MF,DF",Mallorca,es La Liga,25,1997,12.0,602,18,150,279,187,16,602,26,12,46.2,14,53.8,349,2184,850,22,19,2,25,19,342,56,Matches,12.0,26.0,"MF,DF",Mallorca,Antonio Sánchez,2.1666666666666665,,46.2
2360,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,26,1996,9.5,719,99,364,310,46,10,719,6,2,33.3,3,50.0,406,1607,788,5,2,0,3,2,473,4,Matches,9.5,6.0,DF,Tottenham,Davinson Sánchez,0.631578947368421,,33.3
2361,Iván Sánchez,es ESP,"MF,FW",Valladolid,es La Liga,29,1992,12.8,616,9,99,292,241,26,616,63,36,57.1,16,25.4,449,3611,1974,58,31,12,21,15,472,61,Matches,12.8,63.0,"MF,FW",Valladolid,Iván Sánchez,4.921875,,57.1
2362,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,25,1997,26.6,1444,219,838,577,41,15,1444,7,7,100.0,0,0.0,800,4466,2820,21,9,1,7,4,906,5,Matches,26.6,7.0,DF,Valladolid,Javi Sánchez,0.2631578947368421,,100.0
2363,Manu Sánchez,es ESP,DF,Osasuna,es La Liga,21,2000,23.6,1385,64,330,619,451,43,1385,41,16,39.0,23,56.1,689,3461,1930,42,27,3,27,14,782,105,Matches,23.6,41.0,DF,Osasuna,Manu Sánchez,1.7372881355932202,,39.0
2364,Robert Sánchez,es ESP,GK,Brighton,eng Premier League,24,1997,23.0,826,692,822,4,0,0,826,0,0,,0,,523,2418,1458,0,0,0,0,0,480,0,Matches,23.0,0.0,GK,Brighton,Robert Sánchez,0.0,,
2365,Jadon Sancho,eng ENG,"FW,MF",Manchester Utd,eng Premier League,22,2000,18.7,977,16,118,339,536,106,977,78,33,42.3,40,51.3,640,3825,2193,88,39,45,50,20,715,173,Matches,18.7,78.0,"FW,MF",Manchester Utd,Jadon Sancho,4.171122994652406,,42.3
2366,Alex Sandro,br BRA,DF,Juventus,it Serie A,31,1991,19.9,1455,118,521,750,196,13,1455,28,19,67.9,4,14.3,763,4257,2489,51,36,3,26,17,901,25,Matches,19.9,28.0,DF,Juventus,Alex Sandro,1.407035175879397,37.2,67.9
2367,Leroy Sané,de GER,"MF,FW",Bayern Munich,de Bundesliga,26,1996,22.3,1379,10,111,616,683,101,1379,136,75,55.1,56,41.2,941,6150,2650,77,69,30,60,60,1134,198,Matches,22.3,136.0,"MF,FW",Bayern Munich,Leroy Sané,6.098654708520179,,55.1
2368,Sidi Sané,de GER,FW,Schalke 04,de Bundesliga,19,2003,0.3,10,1,1,4,5,0,10,1,0,0.0,0,0.0,5,15,12,0,0,0,1,0,6,0,Matches,0.3,1.0,FW,Schalke 04,Sidi Sané,3.333333333333333,,0.0
2369,Morgan Sanson,fr FRA,MF,Aston Villa,eng Premier League,27,1994,0.1,9,1,1,4,4,0,9,0,0,,0,,5,11,9,0,0,0,1,0,5,0,Matches,0.1,0.0,MF,Aston Villa,Morgan Sanson,0.0,,
2370,Morgan Sanson,fr FRA,MF,Strasbourg,fr Ligue 1,27,1994,15.8,843,11,115,479,265,36,843,46,17,37.0,19,41.3,641,4176,1880,43,49,12,34,23,585,70,Matches,15.8,46.0,MF,Strasbourg,Morgan Sanson,2.911392405063291,,37.0
2371,Nicola Sansone,it ITA,FW,Bologna,it Serie A,30,1991,8.2,314,4,26,139,156,29,314,19,4,21.1,11,57.9,209,1114,446,17,14,7,23,14,246,72,Matches,8.2,19.0,FW,Bologna,Nicola Sansone,2.317073170731708,,21.1
2372,Baptiste Santamaria,fr FRA,MF,Rennes,fr Ligue 1,27,1995,20.1,1499,41,271,1023,218,16,1499,17,9,52.9,7,41.2,1122,5728,2726,17,37,1,30,11,1024,21,Matches,20.1,17.0,MF,Rennes,Baptiste Santamaria,0.8457711442786069,35.1,52.9
2373,Riccardo Saponara,it ITA,FW,Fiorentina,it Serie A,30,1991,13.4,606,12,66,235,317,61,606,42,18,42.9,19,45.2,409,2870,1567,56,37,16,29,19,470,125,Matches,13.4,42.0,FW,Fiorentina,Riccardo Saponara,3.134328358208955,,42.9
2374,Pablo Sarabia,es ESP,"FW,MF",Wolves,eng Premier League,30,1992,8.5,450,9,68,189,199,22,450,12,2,16.7,9,75.0,267,1195,522,17,15,4,9,14,312,54,Matches,8.5,12.0,"FW,MF",Wolves,Pablo Sarabia,1.411764705882353,,16.7
2375,Pablo Sarabia,es ESP,"FW,MF",Paris S-G,fr Ligue 1,30,1992,4.1,225,1,40,91,94,15,225,5,1,20.0,3,60.0,181,953,406,9,8,0,11,7,178,37,Matches,4.1,5.0,"FW,MF",Paris S-G,Pablo Sarabia,1.2195121951219514,,20.0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,,,Pos,Squad,Player,,,
2376,Jeremy Sarmiento,ec ECU,MF,Brighton,eng Premier League,20,2002,2.0,100,0,13,39,48,10,100,11,6,54.5,4,36.4,69,386,129,5,3,1,6,7,77,20,Matches,2.0,11.0,MF,Brighton,Jeremy Sarmiento,5.5,,54.5
2377,Amin Sarr,se SWE,FW,Lyon,fr Ligue 1,21,2001,6.0,203,3,13,96,97,20,203,14,4,28.6,8,57.1,144,863,344,12,15,5,20,5,138,47,Matches,6.0,14.0,FW,Lyon,Amin Sarr,2.333333333333333,,28.6
2378,Bouna Sarr,sn SEN,FW,Bayern Munich,de Bundesliga,30,1992,0.0,2,0,1,1,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches,0.0,0.0,FW,Bayern Munich,Bouna Sarr,,,
2379,Malang Sarr,fr FRA,DF,Monaco,fr Ligue 1,23,1999,8.0,590,54,210,366,17,1,590,4,2,50.0,2,50.0,457,2591,1656,5,7,2,4,2,410,2,Matches,8.0,4.0,DF,Monaco,Malang Sarr,0.5,,50.0
2380,Mamadou Sarr,fr FRA,MF,Lyon,fr Ligue 1,16,2005,0.1,9,0,6,3,0,0,9,0,0,,0,,8,39,6,0,0,0,0,0,8,0,Matches,0.1,0.0,MF,Lyon,Mamadou Sarr,0.0,,
2381,Mouhamadou Sarr,sn SEN,GK,Cremonese,it Serie A,25,1997,2.0,89,74,88,1,0,0,89,0,0,,0,,32,133,75,0,0,0,0,0,49,0,Matches,2.0,0.0,GK,Cremonese,Mouhamadou Sarr,0.0,26.3,
2382,Martin Satriano,uy URU,FW,Empoli,it Serie A,21,2001,18.9,597,19,67,250,291,77,597,48,19,39.6,27,56.3,346,1840,737,29,22,12,54,45,466,127,Matches,18.9,48.0,FW,Empoli,Martin Satriano,2.53968253968254,41.4,39.6
2383,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,30,1991,28.3,2067,41,289,1138,677,34,2061,138,72,52.2,42,30.4,1493,8500,3547,48,63,4,71,50,1379,117,Matches,28.3,138.0,MF,Montpellier,Téji Savanier,4.876325088339223,,52.2
2384,Esteban Saveljich,me MNE,FW,Rayo Vallecano,es La Liga,31,1991,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches,0.0,0.0,FW,Rayo Vallecano,Esteban Saveljich,,,
2385,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,31,1991,21.6,1317,166,647,636,35,6,1317,5,4,80.0,0,0.0,777,3967,2536,20,5,1,2,3,892,6,Matches,21.6,5.0,DF,Atlético Madrid,Stefan Savić,0.2314814814814814,,80.0
2386,Joe Scally,us USA,DF,Gladbach,de Bundesliga,19,2002,24.5,1373,84,456,663,263,20,1373,28,11,39.3,13,46.4,704,3297,1544,29,23,1,22,14,804,60,Matches,24.5,28.0,DF,Gladbach,Joe Scally,1.1428571428571428,,39.3
2387,Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,18,2003,25.9,1762,124,687,861,226,32,1762,26,12,46.2,11,42.3,917,3552,1989,22,22,6,20,8,1146,34,Matches,25.9,26.0,DF,Atalanta,Giorgio Scalvini,1.003861003861004,,46.2
2388,Gianluca Scamacca,it ITA,FW,West Ham,eng Premier League,23,1999,10.3,273,5,13,136,127,38,273,15,7,46.7,6,40.0,143,660,282,13,7,3,23,19,203,48,Matches,10.3,15.0,FW,West Ham,Gianluca Scamacca,1.4563106796116505,,46.7
2389,Gustavo Scarpa,br BRA,"MF,FW",Nott'ham Forest,eng Premier League,28,1994,2.0,108,3,24,58,27,1,108,4,1,25.0,2,50.0,67,515,313,9,5,0,1,0,71,4,Matches,2.0,4.0,"MF,FW",Nott'ham Forest,Gustavo Scarpa,2.0,,25.0
2390,Kevin Schade,de GER,FW,Brentford,eng Premier League,20,2001,8.1,291,7,38,94,165,48,291,35,12,34.3,18,51.4,147,1199,501,24,12,15,25,9,186,57,Matches,8.1,35.0,FW,Brentford,Kevin Schade,4.320987654320988,,34.3
2391,Kevin Schade,de GER,"FW,MF",Freiburg,de Bundesliga,20,2001,2.0,100,3,12,37,52,13,100,12,3,25.0,8,66.7,48,319,129,7,3,5,8,6,68,20,Matches,2.0,12.0,"FW,MF",Freiburg,Kevin Schade,6.0,,25.0
2392,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,23,1999,9.6,391,15,90,189,125,14,391,32,9,28.1,14,43.8,203,1157,523,15,12,4,21,13,212,18,Matches,9.6,32.0,MF,Union Berlin,András Schäfer,3.333333333333333,25.0,28.1
2393,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,30,1991,35.6,2235,248,1101,938,213,73,2235,13,4,30.8,7,53.8,1214,6337,4115,27,26,3,20,7,1341,32,Matches,35.6,13.0,DF,Newcastle Utd,Fabian Schär,0.3651685393258427,,30.8
2394,Derry Scherhant,de GER,"FW,MF",Hertha BSC,de Bundesliga,19,2002,3.2,101,5,21,47,37,7,101,16,6,37.5,10,62.5,62,283,68,4,1,4,8,8,65,16,Matches,3.2,16.0,"FW,MF",Hertha BSC,Derry Scherhant,5.0,,37.5
2395,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,26,1996,10.5,358,8,22,168,172,48,358,16,7,43.8,8,50.0,195,697,234,8,9,3,28,13,298,68,Matches,10.5,16.0,FW,Leverkusen,Patrik Schick,1.5238095238095235,,43.8
2396,Kingsley Schindler,gh GHA,"DF,MF",Köln,de Bundesliga,29,1993,12.1,699,37,165,305,234,25,699,22,8,36.4,11,50.0,345,1642,684,20,14,5,27,15,382,75,Matches,12.1,22.0,"DF,MF",Köln,Kingsley Schindler,1.8181818181818183,,36.4
2397,Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,24,1997,16.7,1090,35,275,677,160,3,1090,24,13,54.2,8,33.3,680,3392,1828,23,22,1,21,14,734,12,Matches,16.7,24.0,MF,RB Leipzig,Xaver Schlager,1.437125748502994,,54.2
2398,Keven Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,25,1997,0.2,11,2,8,3,0,0,11,0,0,,0,,2,3,3,0,0,0,0,0,2,0,Matches,0.2,0.0,DF,Freiburg,Keven Schlotterbeck,0.0,,
2399,Keven Schlotterbeck,de GER,DF,Bochum,de Bundesliga,25,1997,8.2,437,83,228,180,31,18,437,1,0,0.0,1,100.0,157,700,396,1,0,0,4,3,167,3,Matches,8.2,1.0,DF,Bochum,Keven Schlotterbeck,0.1219512195121951,,0.0
2400,Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,22,1999,25.0,2173,202,988,1097,111,23,2173,19,11,57.9,4,21.1,1342,6598,4158,39,39,1,14,8,1510,14,Matches,25.0,19.0,DF,Dortmund,Nico Schlotterbeck,0.76,,57.9
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,,,Pos,Squad,Player,,,
