Pitch_Number,count,x_interval,y_interval,percentage,position
13,17.0,"(0.0, 5.0)","(60.0, 65.0)",0.013375295043273014,DL
14,30.0,"(0.0, 5.0)","(65.0, 70.0)",0.023603461841070025,DL
15,24.0,"(0.0, 5.0)","(70.0, 75.0)",0.01888276947285602,DL
16,16.0,"(0.0, 5.0)","(75.0, 80.0)",0.012588512981904013,DL
17,27.0,"(0.0, 5.0)","(80.0, 85.0)",0.021243115656963022,DL
18,19.0,"(0.0, 5.0)","(85.0, 90.0)",0.014948859166011016,DL
19,32.0,"(0.0, 5.0)","(90.0, 95.0)",0.025177025963808025,DL
20,20.0,"(0.0, 5.0)","(95.0, 100.0)",0.015735641227380016,DL
21,12.0,"(0.0, 5.0)","(100.0, 105.0)",0.00944138473642801,DL
22,13.0,"(0.0, 5.0)","(105.0, 110.0)",0.010228166797797011,DL
23,8.0,"(0.0, 5.0)","(110.0, 115.0)",0.006294256490952006,DL
24,2.0,"(0.0, 5.0)","(115.0, 120.0)",0.0015735641227380016,DL
25,2.0,"(5.0, 10.0)","(0.0, 5.0)",0.0015735641227380016,DL
26,1.0,"(5.0, 10.0)","(5.0, 10.0)",0.0007867820613690008,DL
27,4.0,"(5.0, 10.0)","(10.0, 15.0)",0.003147128245476003,DL
28,9.0,"(5.0, 10.0)","(15.0, 20.0)",0.007081038552321007,DL
29,12.0,"(5.0, 10.0)","(20.0, 25.0)",0.00944138473642801,DL
30,17.0,"(5.0, 10.0)","(25.0, 30.0)",0.013375295043273014,DL
31,11.0,"(5.0, 10.0)","(30.0, 35.0)",0.00865460267505901,DL
32,12.0,"(5.0, 10.0)","(35.0, 40.0)",0.00944138473642801,DL
33,27.0,"(5.0, 10.0)","(40.0, 45.0)",0.021243115656963022,DL
34,16.0,"(5.0, 10.0)","(45.0, 50.0)",0.012588512981904013,DL
35,24.0,"(5.0, 10.0)","(50.0, 55.0)",0.01888276947285602,DL
36,22.0,"(5.0, 10.0)","(55.0, 60.0)",0.01730920535011802,DL
37,27.0,"(5.0, 10.0)","(60.0, 65.0)",0.021243115656963022,DL
38,23.0,"(5.0, 10.0)","(65.0, 70.0)",0.01809598741148702,DL
39,21.0,"(5.0, 10.0)","(70.0, 75.0)",0.016522423288749016,DL
40,30.0,"(5.0, 10.0)","(75.0, 80.0)",0.023603461841070025,DL
41,31.0,"(5.0, 10.0)","(80.0, 85.0)",0.024390243902439025,DL
42,17.0,"(5.0, 10.0)","(85.0, 90.0)",0.013375295043273014,DL
43,23.0,"(5.0, 10.0)","(90.0, 95.0)",0.01809598741148702,DL
44,21.0,"(5.0, 10.0)","(95.0, 100.0)",0.016522423288749016,DL
45,18.0,"(5.0, 10.0)","(100.0, 105.0)",0.014162077104642014,DL
46,10.0,"(5.0, 10.0)","(105.0, 110.0)",0.007867820613690008,DL
47,7.0,"(5.0, 10.0)","(110.0, 115.0)",0.0055074744295830055,DL
48,0.0,"(5.0, 10.0)","(115.0, 120.0)",0.0,DL
49,1.0,"(10.0, 15.0)","(0.0, 5.0)",0.0007867820613690008,DL
50,0.0,"(10.0, 15.0)","(5.0, 10.0)",0.0,DL
51,5.0,"(10.0, 15.0)","(10.0, 15.0)",0.003933910306845004,DL
52,5.0,"(10.0, 15.0)","(15.0, 20.0)",0.003933910306845004,DL
53,3.0,"(10.0, 15.0)","(20.0, 25.0)",0.0023603461841070024,DL
54,13.0,"(10.0, 15.0)","(25.0, 30.0)",0.010228166797797011,DL
55,9.0,"(10.0, 15.0)","(30.0, 35.0)",0.007081038552321007,DL
56,4.0,"(10.0, 15.0)","(35.0, 40.0)",0.003147128245476003,DL
57,6.0,"(10.0, 15.0)","(40.0, 45.0)",0.004720692368214005,DL
58,10.0,"(10.0, 15.0)","(45.0, 50.0)",0.007867820613690008,DL
59,8.0,"(10.0, 15.0)","(50.0, 55.0)",0.006294256490952006,DL
60,14.0,"(10.0, 15.0)","(55.0, 60.0)",0.011014948859166011,DL
61,10.0,"(10.0, 15.0)","(60.0, 65.0)",0.007867820613690008,DL
62,12.0,"(10.0, 15.0)","(65.0, 70.0)",0.00944138473642801,DL
63,17.0,"(10.0, 15.0)","(70.0, 75.0)",0.013375295043273014,DL
64,16.0,"(10.0, 15.0)","(75.0, 80.0)",0.012588512981904013,DL
65,10.0,"(10.0, 15.0)","(80.0, 85.0)",0.007867820613690008,DL
66,14.0,"(10.0, 15.0)","(85.0, 90.0)",0.011014948859166011,DL
67,6.0,"(10.0, 15.0)","(90.0, 95.0)",0.004720692368214005,DL
68,6.0,"(10.0, 15.0)","(95.0, 100.0)",0.004720692368214005,DL
69,8.0,"(10.0, 15.0)","(100.0, 105.0)",0.006294256490952006,DL
70,12.0,"(10.0, 15.0)","(105.0, 110.0)",0.00944138473642801,DL
71,6.0,"(10.0, 15.0)","(110.0, 115.0)",0.004720692368214005,DL
72,1.0,"(10.0, 15.0)","(115.0, 120.0)",0.0007867820613690008,DL
73,0.0,"(15.0, 20.0)","(0.0, 5.0)",0.0,DL
74,0.0,"(15.0, 20.0)","(5.0, 10.0)",0.0,DL
75,3.0,"(15.0, 20.0)","(10.0, 15.0)",0.0023603461841070024,DL
76,2.0,"(15.0, 20.0)","(15.0, 20.0)",0.0015735641227380016,DL
77,3.0,"(15.0, 20.0)","(20.0, 25.0)",0.0023603461841070024,DL
78,2.0,"(15.0, 20.0)","(25.0, 30.0)",0.0015735641227380016,DL
79,5.0,"(15.0, 20.0)","(30.0, 35.0)",0.003933910306845004,DL
80,5.0,"(15.0, 20.0)","(35.0, 40.0)",0.003933910306845004,DL
81,4.0,"(15.0, 20.0)","(40.0, 45.0)",0.003147128245476003,DL
82,9.0,"(15.0, 20.0)","(45.0, 50.0)",0.007081038552321007,DL
83,3.0,"(15.0, 20.0)","(50.0, 55.0)",0.0023603461841070024,DL
84,7.0,"(15.0, 20.0)","(55.0, 60.0)",0.0055074744295830055,DL
85,6.0,"(15.0, 20.0)","(60.0, 65.0)",0.004720692368214005,DL
86,10.0,"(15.0, 20.0)","(65.0, 70.0)",0.007867820613690008,DL
87,4.0,"(15.0, 20.0)","(70.0, 75.0)",0.003147128245476003,DL
88,8.0,"(15.0, 20.0)","(75.0, 80.0)",0.006294256490952006,DL
89,8.0,"(15.0, 20.0)","(80.0, 85.0)",0.006294256490952006,DL
90,11.0,"(15.0, 20.0)","(85.0, 90.0)",0.00865460267505901,DL
91,11.0,"(15.0, 20.0)","(90.0, 95.0)",0.00865460267505901,DL
92,9.0,"(15.0, 20.0)","(95.0, 100.0)",0.007081038552321007,DL
93,4.0,"(15.0, 20.0)","(100.0, 105.0)",0.003147128245476003,DL
94,4.0,"(15.0, 20.0)","(105.0, 110.0)",0.003147128245476003,DL
95,4.0,"(15.0, 20.0)","(110.0, 115.0)",0.003147128245476003,DL
96,2.0,"(15.0, 20.0)","(115.0, 120.0)",0.0015735641227380016,DL
97,0.0,"(20.0, 25.0)","(0.0, 5.0)",0.0,DL
98,3.0,"(20.0, 25.0)","(5.0, 10.0)",0.0023603461841070024,DL
99,8.0,"(20.0, 25.0)","(10.0, 15.0)",0.006294256490952006,DL
100,0.0,"(20.0, 25.0)","(15.0, 20.0)",0.0,DL
101,3.0,"(20.0, 25.0)","(20.0, 25.0)",0.0023603461841070024,DL
102,1.0,"(20.0, 25.0)","(25.0, 30.0)",0.0007867820613690008,DL
103,7.0,"(20.0, 25.0)","(30.0, 35.0)",0.0055074744295830055,DL
104,9.0,"(20.0, 25.0)","(35.0, 40.0)",0.007081038552321007,DL
105,2.0,"(20.0, 25.0)","(40.0, 45.0)",0.0015735641227380016,DL
106,4.0,"(20.0, 25.0)","(45.0, 50.0)",0.003147128245476003,DL
107,3.0,"(20.0, 25.0)","(50.0, 55.0)",0.0023603461841070024,DL
108,4.0,"(20.0, 25.0)","(55.0, 60.0)",0.003147128245476003,DL
109,3.0,"(20.0, 25.0)","(60.0, 65.0)",0.0023603461841070024,DL
110,4.0,"(20.0, 25.0)","(65.0, 70.0)",0.003147128245476003,DL
111,0.0,"(20.0, 25.0)","(70.0, 75.0)",0.0,DL
112,5.0,"(20.0, 25.0)","(75.0, 80.0)",0.003933910306845004,DL
113,6.0,"(20.0, 25.0)","(80.0, 85.0)",0.004720692368214005,DL
114,10.0,"(20.0, 25.0)","(85.0, 90.0)",0.007867820613690008,DL
115,6.0,"(20.0, 25.0)","(90.0, 95.0)",0.004720692368214005,DL
116,4.0,"(20.0, 25.0)","(95.0, 100.0)",0.003147128245476003,DL
117,1.0,"(20.0, 25.0)","(100.0, 105.0)",0.0007867820613690008,DL
118,6.0,"(20.0, 25.0)","(105.0, 110.0)",0.004720692368214005,DL
119,2.0,"(20.0, 25.0)","(110.0, 115.0)",0.0015735641227380016,DL
120,8.0,"(20.0, 25.0)","(115.0, 120.0)",0.006294256490952006,DL
121,0.0,"(25.0, 30.0)","(0.0, 5.0)",0.0,DL
122,2.0,"(25.0, 30.0)","(5.0, 10.0)",0.0015735641227380016,DL
123,1.0,"(25.0, 30.0)","(10.0, 15.0)",0.0007867820613690008,DL
124,3.0,"(25.0, 30.0)","(15.0, 20.0)",0.0023603461841070024,DL
125,4.0,"(25.0, 30.0)","(20.0, 25.0)",0.003147128245476003,DL
126,4.0,"(25.0, 30.0)","(25.0, 30.0)",0.003147128245476003,DL
127,2.0,"(25.0, 30.0)","(30.0, 35.0)",0.0015735641227380016,DL
128,1.0,"(25.0, 30.0)","(35.0, 40.0)",0.0007867820613690008,DL
129,1.0,"(25.0, 30.0)","(40.0, 45.0)",0.0007867820613690008,DL
130,1.0,"(25.0, 30.0)","(45.0, 50.0)",0.0007867820613690008,DL
131,2.0,"(25.0, 30.0)","(50.0, 55.0)",0.0015735641227380016,DL
132,0.0,"(25.0, 30.0)","(55.0, 60.0)",0.0,DL
133,0.0,"(25.0, 30.0)","(60.0, 65.0)",0.0,DL
134,1.0,"(25.0, 30.0)","(65.0, 70.0)",0.0007867820613690008,DL
135,2.0,"(25.0, 30.0)","(70.0, 75.0)",0.0015735641227380016,DL
136,4.0,"(25.0, 30.0)","(75.0, 80.0)",0.003147128245476003,DL
137,4.0,"(25.0, 30.0)","(80.0, 85.0)",0.003147128245476003,DL
138,0.0,"(25.0, 30.0)","(85.0, 90.0)",0.0,DL
139,2.0,"(25.0, 30.0)","(90.0, 95.0)",0.0015735641227380016,DL
140,3.0,"(25.0, 30.0)","(95.0, 100.0)",0.0023603461841070024,DL
141,1.0,"(25.0, 30.0)","(100.0, 105.0)",0.0007867820613690008,DL
142,0.0,"(25.0, 30.0)","(105.0, 110.0)",0.0,DL
143,3.0,"(25.0, 30.0)","(110.0, 115.0)",0.0023603461841070024,DL
144,1.0,"(25.0, 30.0)","(115.0, 120.0)",0.0007867820613690008,DL
145,1.0,"(30.0, 35.0)","(0.0, 5.0)",0.0007867820613690008,DL
146,1.0,"(30.0, 35.0)","(5.0, 10.0)",0.0007867820613690008,DL
147,1.0,"(30.0, 35.0)","(10.0, 15.0)",0.0007867820613690008,DL
148,4.0,"(30.0, 35.0)","(15.0, 20.0)",0.003147128245476003,DL
149,4.0,"(30.0, 35.0)","(20.0, 25.0)",0.003147128245476003,DL
150,0.0,"(30.0, 35.0)","(25.0, 30.0)",0.0,DL
151,0.0,"(30.0, 35.0)","(30.0, 35.0)",0.0,DL
152,1.0,"(30.0, 35.0)","(35.0, 40.0)",0.0007867820613690008,DL
153,2.0,"(30.0, 35.0)","(40.0, 45.0)",0.0015735641227380016,DL
154,0.0,"(30.0, 35.0)","(45.0, 50.0)",0.0,DL
155,1.0,"(30.0, 35.0)","(50.0, 55.0)",0.0007867820613690008,DL
156,0.0,"(30.0, 35.0)","(55.0, 60.0)",0.0,DL
157,0.0,"(30.0, 35.0)","(60.0, 65.0)",0.0,DL
158,1.0,"(30.0, 35.0)","(65.0, 70.0)",0.0007867820613690008,DL
159,2.0,"(30.0, 35.0)","(70.0, 75.0)",0.0015735641227380016,DL
160,0.0,"(30.0, 35.0)","(75.0, 80.0)",0.0,DL
161,0.0,"(30.0, 35.0)","(80.0, 85.0)",0.0,DL
162,1.0,"(30.0, 35.0)","(85.0, 90.0)",0.0007867820613690008,DL
163,0.0,"(30.0, 35.0)","(90.0, 95.0)",0.0,DL
164,0.0,"(30.0, 35.0)","(95.0, 100.0)",0.0,DL
165,0.0,"(30.0, 35.0)","(100.0, 105.0)",0.0,DL
166,0.0,"(30.0, 35.0)","(105.0, 110.0)",0.0,DL
167,0.0,"(30.0, 35.0)","(110.0, 115.0)",0.0,DL
168,0.0,"(30.0, 35.0)","(115.0, 120.0)",0.0,DL
169,0.0,"(35.0, 40.0)","(0.0, 5.0)",0.0,DL
170,0.0,"(35.0, 40.0)","(5.0, 10.0)",0.0,DL
171,0.0,"(35.0, 40.0)","(10.0, 15.0)",0.0,DL
172,0.0,"(35.0, 40.0)","(15.0, 20.0)",0.0,DL
173,1.0,"(35.0, 40.0)","(20.0, 25.0)",0.0007867820613690008,DL
174,0.0,"(35.0, 40.0)","(25.0, 30.0)",0.0,DL
175,0.0,"(35.0, 40.0)","(30.0, 35.0)",0.0,DL
176,0.0,"(35.0, 40.0)","(35.0, 40.0)",0.0,DL
177,0.0,"(35.0, 40.0)","(40.0, 45.0)",0.0,DL
178,0.0,"(35.0, 40.0)","(45.0, 50.0)",0.0,DL
179,0.0,"(35.0, 40.0)","(50.0, 55.0)",0.0,DL
180,1.0,"(35.0, 40.0)","(55.0, 60.0)",0.0007867820613690008,DL
181,0.0,"(35.0, 40.0)","(60.0, 65.0)",0.0,DL
182,0.0,"(35.0, 40.0)","(65.0, 70.0)",0.0,DL
183,1.0,"(35.0, 40.0)","(70.0, 75.0)",0.0007867820613690008,DL
184,0.0,"(35.0, 40.0)","(75.0, 80.0)",0.0,DL
185,0.0,"(35.0, 40.0)","(80.0, 85.0)",0.0,DL
186,0.0,"(35.0, 40.0)","(85.0, 90.0)",0.0,DL
187,0.0,"(35.0, 40.0)","(90.0, 95.0)",0.0,DL
188,0.0,"(35.0, 40.0)","(95.0, 100.0)",0.0,DL
189,2.0,"(35.0, 40.0)","(100.0, 105.0)",0.0015735641227380016,DL
190,0.0,"(35.0, 40.0)","(105.0, 110.0)",0.0,DL
191,0.0,"(35.0, 40.0)","(110.0, 115.0)",0.0,DL
192,1.0,"(35.0, 40.0)","(115.0, 120.0)",0.0007867820613690008,DL
193,0.0,"(40.0, 45.0)","(0.0, 5.0)",0.0,DL
194,0.0,"(40.0, 45.0)","(5.0, 10.0)",0.0,DL
195,0.0,"(40.0, 45.0)","(10.0, 15.0)",0.0,DL
196,0.0,"(40.0, 45.0)","(15.0, 20.0)",0.0,DL
197,1.0,"(40.0, 45.0)","(20.0, 25.0)",0.0007867820613690008,DL
198,1.0,"(40.0, 45.0)","(25.0, 30.0)",0.0007867820613690008,DL
199,1.0,"(40.0, 45.0)","(30.0, 35.0)",0.0007867820613690008,DL
200,0.0,"(40.0, 45.0)","(35.0, 40.0)",0.0,DL
201,0.0,"(40.0, 45.0)","(40.0, 45.0)",0.0,DL
202,0.0,"(40.0, 45.0)","(45.0, 50.0)",0.0,DL
203,0.0,"(40.0, 45.0)","(50.0, 55.0)",0.0,DL
204,0.0,"(40.0, 45.0)","(55.0, 60.0)",0.0,DL
205,0.0,"(40.0, 45.0)","(60.0, 65.0)",0.0,DL
206,1.0,"(40.0, 45.0)","(65.0, 70.0)",0.0007867820613690008,DL
207,0.0,"(40.0, 45.0)","(70.0, 75.0)",0.0,DL
208,1.0,"(40.0, 45.0)","(75.0, 80.0)",0.0007867820613690008,DL
209,0.0,"(40.0, 45.0)","(80.0, 85.0)",0.0,DL
210,0.0,"(40.0, 45.0)","(85.0, 90.0)",0.0,DL
211,0.0,"(40.0, 45.0)","(90.0, 95.0)",0.0,DL
212,0.0,"(40.0, 45.0)","(95.0, 100.0)",0.0,DL
213,0.0,"(40.0, 45.0)","(100.0, 105.0)",0.0,DL
214,0.0,"(40.0, 45.0)","(105.0, 110.0)",0.0,DL
215,0.0,"(40.0, 45.0)","(110.0, 115.0)",0.0,DL
216,0.0,"(40.0, 45.0)","(115.0, 120.0)",0.0,DL
217,0.0,"(45.0, 50.0)","(0.0, 5.0)",0.0,DL
218,0.0,"(45.0, 50.0)","(5.0, 10.0)",0.0,DL
219,1.0,"(45.0, 50.0)","(10.0, 15.0)",0.0007867820613690008,DL
220,0.0,"(45.0, 50.0)","(15.0, 20.0)",0.0,DL
221,0.0,"(45.0, 50.0)","(20.0, 25.0)",0.0,DL
222,0.0,"(45.0, 50.0)","(25.0, 30.0)",0.0,DL
223,0.0,"(45.0, 50.0)","(30.0, 35.0)",0.0,DL
224,1.0,"(45.0, 50.0)","(35.0, 40.0)",0.0007867820613690008,DL
225,0.0,"(45.0, 50.0)","(40.0, 45.0)",0.0,DL
226,0.0,"(45.0, 50.0)","(45.0, 50.0)",0.0,DL
227,0.0,"(45.0, 50.0)","(50.0, 55.0)",0.0,DL
228,0.0,"(45.0, 50.0)","(55.0, 60.0)",0.0,DL
229,0.0,"(45.0, 50.0)","(60.0, 65.0)",0.0,DL
230,0.0,"(45.0, 50.0)","(65.0, 70.0)",0.0,DL
231,0.0,"(45.0, 50.0)","(70.0, 75.0)",0.0,DL
232,0.0,"(45.0, 50.0)","(75.0, 80.0)",0.0,DL
233,0.0,"(45.0, 50.0)","(80.0, 85.0)",0.0,DL
234,0.0,"(45.0, 50.0)","(85.0, 90.0)",0.0,DL
235,1.0,"(45.0, 50.0)","(90.0, 95.0)",0.0007867820613690008,DL
236,0.0,"(45.0, 50.0)","(95.0, 100.0)",0.0,DL
237,0.0,"(45.0, 50.0)","(100.0, 105.0)",0.0,DL
238,0.0,"(45.0, 50.0)","(105.0, 110.0)",0.0,DL
239,0.0,"(45.0, 50.0)","(110.0, 115.0)",0.0,DL
240,0.0,"(45.0, 50.0)","(115.0, 120.0)",0.0,DL
241,0.0,"(50.0, 55.0)","(0.0, 5.0)",0.0,DL
242,1.0,"(50.0, 55.0)","(5.0, 10.0)",0.0007867820613690008,DL
243,0.0,"(50.0, 55.0)","(10.0, 15.0)",0.0,DL
244,0.0,"(50.0, 55.0)","(15.0, 20.0)",0.0,DL
245,1.0,"(50.0, 55.0)","(20.0, 25.0)",0.0007867820613690008,DL
246,0.0,"(50.0, 55.0)","(25.0, 30.0)",0.0,DL
247,0.0,"(50.0, 55.0)","(30.0, 35.0)",0.0,DL
248,0.0,"(50.0, 55.0)","(35.0, 40.0)",0.0,DL
249,0.0,"(50.0, 55.0)","(40.0, 45.0)",0.0,DL
250,0.0,"(50.0, 55.0)","(45.0, 50.0)",0.0,DL
251,0.0,"(50.0, 55.0)","(50.0, 55.0)",0.0,DL
252,1.0,"(50.0, 55.0)","(55.0, 60.0)",0.0007867820613690008,DL
253,0.0,"(50.0, 55.0)","(60.0, 65.0)",0.0,DL
254,0.0,"(50.0, 55.0)","(65.0, 70.0)",0.0,DL
255,0.0,"(50.0, 55.0)","(70.0, 75.0)",0.0,DL
256,0.0,"(50.0, 55.0)","(75.0, 80.0)",0.0,DL
257,0.0,"(50.0, 55.0)","(80.0, 85.0)",0.0,DL
258,0.0,"(50.0, 55.0)","(85.0, 90.0)",0.0,DL
259,0.0,"(50.0, 55.0)","(90.0, 95.0)",0.0,DL
260,0.0,"(50.0, 55.0)","(95.0, 100.0)",0.0,DL
261,0.0,"(50.0, 55.0)","(100.0, 105.0)",0.0,DL
262,0.0,"(50.0, 55.0)","(105.0, 110.0)",0.0,DL
263,0.0,"(50.0, 55.0)","(110.0, 115.0)",0.0,DL
264,0.0,"(50.0, 55.0)","(115.0, 120.0)",0.0,DL
265,0.0,"(55.0, 60.0)","(0.0, 5.0)",0.0,DL
266,0.0,"(55.0, 60.0)","(5.0, 10.0)",0.0,DL
267,0.0,"(55.0, 60.0)","(10.0, 15.0)",0.0,DL
268,0.0,"(55.0, 60.0)","(15.0, 20.0)",0.0,DL
269,0.0,"(55.0, 60.0)","(20.0, 25.0)",0.0,DL
270,0.0,"(55.0, 60.0)","(25.0, 30.0)",0.0,DL
271,0.0,"(55.0, 60.0)","(30.0, 35.0)",0.0,DL
272,0.0,"(55.0, 60.0)","(35.0, 40.0)",0.0,DL
273,0.0,"(55.0, 60.0)","(40.0, 45.0)",0.0,DL
274,0.0,"(55.0, 60.0)","(45.0, 50.0)",0.0,DL
275,0.0,"(55.0, 60.0)","(50.0, 55.0)",0.0,DL
276,0.0,"(55.0, 60.0)","(55.0, 60.0)",0.0,DL
277,1.0,"(55.0, 60.0)","(60.0, 65.0)",0.0007867820613690008,DL
278,0.0,"(55.0, 60.0)","(65.0, 70.0)",0.0,DL
279,0.0,"(55.0, 60.0)","(70.0, 75.0)",0.0,DL
280,0.0,"(55.0, 60.0)","(75.0, 80.0)",0.0,DL
281,0.0,"(55.0, 60.0)","(80.0, 85.0)",0.0,DL
282,0.0,"(55.0, 60.0)","(85.0, 90.0)",0.0,DL
283,0.0,"(55.0, 60.0)","(90.0, 95.0)",0.0,DL
284,0.0,"(55.0, 60.0)","(95.0, 100.0)",0.0,DL
285,0.0,"(55.0, 60.0)","(100.0, 105.0)",0.0,DL
286,0.0,"(55.0, 60.0)","(105.0, 110.0)",0.0,DL
287,0.0,"(55.0, 60.0)","(110.0, 115.0)",0.0,DL
288,0.0,"(55.0, 60.0)","(115.0, 120.0)",0.0,DL
289,0.0,"(60.0, 65.0)","(0.0, 5.0)",0.0,DL
290,0.0,"(60.0, 65.0)","(5.0, 10.0)",0.0,DL
291,0.0,"(60.0, 65.0)","(10.0, 15.0)",0.0,DL
292,0.0,"(60.0, 65.0)","(15.0, 20.0)",0.0,DL
293,0.0,"(60.0, 65.0)","(20.0, 25.0)",0.0,DL
294,0.0,"(60.0, 65.0)","(25.0, 30.0)",0.0,DL
295,0.0,"(60.0, 65.0)","(30.0, 35.0)",0.0,DL
296,0.0,"(60.0, 65.0)","(35.0, 40.0)",0.0,DL
297,0.0,"(60.0, 65.0)","(40.0, 45.0)",0.0,DL
298,0.0,"(60.0, 65.0)","(45.0, 50.0)",0.0,DL
299,0.0,"(60.0, 65.0)","(50.0, 55.0)",0.0,DL
300,0.0,"(60.0, 65.0)","(55.0, 60.0)",0.0,DL
301,0.0,"(60.0, 65.0)","(60.0, 65.0)",0.0,DL
302,1.0,"(60.0, 65.0)","(65.0, 70.0)",0.0007867820613690008,DL
303,0.0,"(60.0, 65.0)","(70.0, 75.0)",0.0,DL
304,0.0,"(60.0, 65.0)","(75.0, 80.0)",0.0,DL
305,0.0,"(60.0, 65.0)","(80.0, 85.0)",0.0,DL
306,1.0,"(60.0, 65.0)","(85.0, 90.0)",0.0007867820613690008,DL
307,0.0,"(60.0, 65.0)","(90.0, 95.0)",0.0,DL
308,0.0,"(60.0, 65.0)","(95.0, 100.0)",0.0,DL
309,0.0,"(60.0, 65.0)","(100.0, 105.0)",0.0,DL
310,0.0,"(60.0, 65.0)","(105.0, 110.0)",0.0,DL
311,0.0,"(60.0, 65.0)","(110.0, 115.0)",0.0,DL
312,0.0,"(60.0, 65.0)","(115.0, 120.0)",0.0,DL
313,0.0,"(65.0, 70.0)","(0.0, 5.0)",0.0,DL
314,0.0,"(65.0, 70.0)","(5.0, 10.0)",0.0,DL
315,0.0,"(65.0, 70.0)","(10.0, 15.0)",0.0,DL
316,0.0,"(65.0, 70.0)","(15.0, 20.0)",0.0,DL
317,0.0,"(65.0, 70.0)","(20.0, 25.0)",0.0,DL
318,0.0,"(65.0, 70.0)","(25.0, 30.0)",0.0,DL
319,0.0,"(65.0, 70.0)","(30.0, 35.0)",0.0,DL
320,0.0,"(65.0, 70.0)","(35.0, 40.0)",0.0,DL
321,0.0,"(65.0, 70.0)","(40.0, 45.0)",0.0,DL
322,0.0,"(65.0, 70.0)","(45.0, 50.0)",0.0,DL
323,0.0,"(65.0, 70.0)","(50.0, 55.0)",0.0,DL
324,0.0,"(65.0, 70.0)","(55.0, 60.0)",0.0,DL
325,0.0,"(65.0, 70.0)","(60.0, 65.0)",0.0,DL
326,0.0,"(65.0, 70.0)","(65.0, 70.0)",0.0,DL
327,0.0,"(65.0, 70.0)","(70.0, 75.0)",0.0,DL
328,0.0,"(65.0, 70.0)","(75.0, 80.0)",0.0,DL
329,0.0,"(65.0, 70.0)","(80.0, 85.0)",0.0,DL
330,0.0,"(65.0, 70.0)","(85.0, 90.0)",0.0,DL
331,1.0,"(65.0, 70.0)","(90.0, 95.0)",0.0007867820613690008,DL
332,0.0,"(65.0, 70.0)","(95.0, 100.0)",0.0,DL
333,0.0,"(65.0, 70.0)","(100.0, 105.0)",0.0,DL
334,0.0,"(65.0, 70.0)","(105.0, 110.0)",0.0,DL
335,0.0,"(65.0, 70.0)","(110.0, 115.0)",0.0,DL
336,0.0,"(65.0, 70.0)","(115.0, 120.0)",0.0,DL
337,0.0,"(70.0, 75.0)","(0.0, 5.0)",0.0,DL
338,0.0,"(70.0, 75.0)","(5.0, 10.0)",0.0,DL
339,0.0,"(70.0, 75.0)","(10.0, 15.0)",0.0,DL
340,0.0,"(70.0, 75.0)","(15.0, 20.0)",0.0,DL
341,0.0,"(70.0, 75.0)","(20.0, 25.0)",0.0,DL
342,0.0,"(70.0, 75.0)","(25.0, 30.0)",0.0,DL
343,0.0,"(70.0, 75.0)","(30.0, 35.0)",0.0,DL
344,0.0,"(70.0, 75.0)","(35.0, 40.0)",0.0,DL
345,0.0,"(70.0, 75.0)","(40.0, 45.0)",0.0,DL
346,0.0,"(70.0, 75.0)","(45.0, 50.0)",0.0,DL
347,0.0,"(70.0, 75.0)","(50.0, 55.0)",0.0,DL
348,0.0,"(70.0, 75.0)","(55.0, 60.0)",0.0,DL
349,0.0,"(70.0, 75.0)","(60.0, 65.0)",0.0,DL
350,0.0,"(70.0, 75.0)","(65.0, 70.0)",0.0,DL
351,0.0,"(70.0, 75.0)","(70.0, 75.0)",0.0,DL
352,0.0,"(70.0, 75.0)","(75.0, 80.0)",0.0,DL
353,0.0,"(70.0, 75.0)","(80.0, 85.0)",0.0,DL
354,0.0,"(70.0, 75.0)","(85.0, 90.0)",0.0,DL
355,0.0,"(70.0, 75.0)","(90.0, 95.0)",0.0,DL
356,0.0,"(70.0, 75.0)","(95.0, 100.0)",0.0,DL
357,0.0,"(70.0, 75.0)","(100.0, 105.0)",0.0,DL
358,0.0,"(70.0, 75.0)","(105.0, 110.0)",0.0,DL
359,0.0,"(70.0, 75.0)","(110.0, 115.0)",0.0,DL
360,0.0,"(70.0, 75.0)","(115.0, 120.0)",0.0,DL
361,0.0,"(75.0, 80.0)","(0.0, 5.0)",0.0,DL
362,0.0,"(75.0, 80.0)","(5.0, 10.0)",0.0,DL
363,0.0,"(75.0, 80.0)","(10.0, 15.0)",0.0,DL
364,0.0,"(75.0, 80.0)","(15.0, 20.0)",0.0,DL
365,0.0,"(75.0, 80.0)","(20.0, 25.0)",0.0,DL
366,0.0,"(75.0, 80.0)","(25.0, 30.0)",0.0,DL
367,0.0,"(75.0, 80.0)","(30.0, 35.0)",0.0,DL
368,0.0,"(75.0, 80.0)","(35.0, 40.0)",0.0,DL
369,0.0,"(75.0, 80.0)","(40.0, 45.0)",0.0,DL
370,0.0,"(75.0, 80.0)","(45.0, 50.0)",0.0,DL
371,0.0,"(75.0, 80.0)","(50.0, 55.0)",0.0,DL
372,0.0,"(75.0, 80.0)","(55.0, 60.0)",0.0,DL
373,0.0,"(75.0, 80.0)","(60.0, 65.0)",0.0,DL
374,0.0,"(75.0, 80.0)","(65.0, 70.0)",0.0,DL
375,0.0,"(75.0, 80.0)","(70.0, 75.0)",0.0,DL
376,0.0,"(75.0, 80.0)","(75.0, 80.0)",0.0,DL
377,0.0,"(75.0, 80.0)","(80.0, 85.0)",0.0,DL
